projectId,projectAcronym,fundingScheme,organizationId,title,firstName,lastName
706425,ESTIMABLeNANO,MSCA-IF,999977172,MR,Kamil,SOKOŁOWSKI
706426,TOXIC-RISK,MSCA-IF,99999793,DR,Thomas,Ohde
706428,Ko-Tsah-To,MSCA-IF,999981634,DR,Cathelijne,STOOF
706429,HairGen,MSCA-IF,999974941,DR,Chandana,BASU MALLICK
706430,DYNAMO,MSCA-IF,99999793,DR,Charles,BACHY
706432,PADUA,MSCA-IF,998120204,MR,Edward,BAGGS
706432,PADUA,MSCA-IF,99997562,MR,Edward,BAGGS
706434,NLO-CO,MSCA-IF,99946734,DR,Miguel,ZUMALACARREGUI PEREZ
706434,NLO-CO,MSCA-IF,999992401,DR,Miguel,ZUMALACARREGUI PEREZ
706443,WntELECT,MSCA-IF,999985708,MS,Katrin,WIESE
706461,INTFACDYN,MSCA-IF,99998435,MRS,Adar,SONN-SEGEV
706463,BioExtrusion,MSCA-IF,999986096,DR,Tom,GHEYSENS
706473,DLL4-LVN,MSCA-IF,99954785,DR,Hannelore,MAES
706475,PainDynamics,MSCA-IF,99987862,DR,Dimitri,VAN RYCKEGHEM
706476,BrightPhoton,MSCA-IF,99999793,DR,Etienne,GAUFRES
706482,BIODIV ISLAND-CONT,MSCA-IF,999994535,MS,Nuria,MACÍAS-HERNÁNDEZ
706487,FermiTrap,MSCA-IF,999987648,MR,Philipp,Preiß
706499,PACEMech,MSCA-IF,999975426,DR,Karl,HASSAN
706519,DecodePL,MSCA-IF,997770131,DR,Caspar,Schwiedrzik
706519,DecodePL,MSCA-IF,999492657,DR,Caspar,Schwiedrzik
706538,TranspvdW,MSCA-IF,999992983,MR,Bruno,AMORIM
706550,EduHubMig,MSCA-IF,999985805,MS,Jill,AHRENS
706551,toxiclipasyn,MSCA-IF,974626416,DR,Celine,GALVAGNION
706552,APPEL,MSCA-IF,99998435,DR,Bernard,WENGER
706553,Speedingrisk,MSCA-IF,999975426,DR,Gabriella,ERIKSSON
706556,CHIMMM,MSCA-IF,99999793,DR,Miguel,CORTIJO
706557,MONONANOCHEM,MSCA-IF,999785015,DR,Akihiro,MAEDA
706561,Neuroimaging power,MSCA-IF,999466467,DR,Joke,Durnez
706561,Neuroimaging power,MSCA-IF,999547074,DR,Joke,Durnez
706564,NGUEC,MSCA-IF,999991334,DR,Thi Mien Trung,HUYNH
706567,TransSplicHD,MSCA-IF,999841954,DR,Marta,BIAGIOLI
706581,MESO-JBIR-102,MSCA-IF,999867756,DR,Mittapalli,Ramana Reddy
706611,MASHQI,MSCA-IF,999991722,DR,Dagmar,Riedel
706616,MicroPEAT,MSCA-IF,999823815,DR,Juanita,MORA
706620,IEA,MSCA-IF,999874352,DR,Effrosyni,Diamantoudi
706636,IMAGENE,MSCA-IF,925652183,DR,Sarah,KIM-HELLMUTH
706636,IMAGENE,MSCA-IF,999990267,DR,Sarah,KIM-HELLMUTH
706642,TASAB,MSCA-IF,999896953,DR,Mohamed Ali,WAHAB
706668,TalkingHeads,MSCA-IF,999976978,DR,Themos,Stafylakis
706671,EASTMED-PALEOTSUNAMI,MSCA-IF,999643492,DR,Ulas,AVSAR
706672,ITPF,MSCA-IF,999843312,DR,Luis-Hernando,CIFUENTES-RUBIO
706680,EquiPE,MSCA-IF,999929448,DR,Karen,MUSTIN
706694,NinZA,MSCA-IF,999977172,DR,Hirak,PATRA
706699,MUSE,MSCA-IF,999985417,DR,Thomas,Carle
706706,ANTILGBT,MSCA-IF,999994535,DR,Katja,Kahlina
706707,A-LITHIA,MSCA-IF,999993468,DR,Dimitra,GEORGIADOU
706708,PhySound,MSCA-IF,998269778,DR,Gabriel,Cirio
706708,PhySound,MSCA-IF,999547074,DR,Gabriel,Cirio
706712,Coupled,MSCA-IF,999974165,DR,Marti,LLORET CABOT
706714,CONNECT,MSCA-IF,996333755,DR,Heidi,JACOBS
706714,CONNECT,MSCA-IF,999975911,DR,Heidi,JACOBS
706724,ROFeRS,MSCA-IF,99656995,DR,Nóra Katalin,SÁNDOR
706741,BWBN,MSCA-IF,999883858,DR,Izabella,PENIER
706744,COLIBRI,MSCA-IF,999973971,DR,Stephanie,ESSIG
706754,ANSWER,MSCA-IF,999613131,DR,Markus,HENKE
706754,ANSWER,MSCA-IF,999897729,DR,Markus,HENKE
706760,PMOHR,MSCA-IF,998269778,DR,Francisco Jesus,Rodriguez RUIZ
706760,PMOHR,MSCA-IF,999977172,DR,Francisco Jesus,Rodriguez RUIZ
706781,REOPTIMIZE,MSCA-IF,999484024,DR,Emanuele,Organelli
706784,PRESSURE,MSCA-IF,999977172,DR,Jonas,GELDMANN
706788,NPMSSES,MSCA-IF,999975426,DR,Xin,Xiao
706809,DIPPHASE,MSCA-IF,999869114,DR,Lauriane,Chomaz
706828,GSR,MSCA-IF,999978045,DR,Nikolay,TSANOV
706839,SPINSOCS,MSCA-IF,99989317,DR,Jogundas,ARMAITIS
706867,RATE,MSCA-IF,999997736,MS,Julie,VAN DER HOOP
706871,GLUTORHIV,MSCA-IF,99999308,DR,Mathieu,ANGIN
706888,GenderJust,MSCA-IF,999977172,DR,Maria,MARTIN DE ALMAGRO
706890,QFluctTrans,MSCA-IF,999865234,DR,César,RODRÍGUEZ ROSARIO
706896,COSMOFLAGS,MSCA-IF,999986387,DR,Alvise,RACCANELLI
706899,EQUIANFUN,MSCA-IF,999981634,DR,Joan,EDWARDS
706908,MOMIC,MSCA-IF,998585901,DR,Malgorzata,Kopec
706924,FIRE-PLUME-SENSE,MSCA-IF,999981052,DR,Tjarda,ROBERTS
706929,FM-4NXTG,MSCA-IF,967774433,DR,Mehmet Kemal,OZDEMIR
706929,FM-4NXTG,MSCA-IF,985914403,DR,Mehmet Kemal,OZDEMIR
706930,NanoPorous DNA-array,MSCA-IF,999979015,DR,Morteza,ARAMESH
706965,GCG-T3 Dyslipidemia,MSCA-IF,999994729,DR,MIGUEL ÁNGEL,SÁNCHEZ-GARRIDO NOGUERAS
706976,AAT-NAA,MSCA-IF,999858541,DR,Mark,Wildman
706985,YRNAcleave,MSCA-IF,999985611,MR,Trung,ANH TRIEU
706996,PrinTendon,MSCA-IF,999995505,MR,Manuel,GOMEZ FLORIT
706999,E-GOS,MSCA-IF,999977366,DR,Glenn,Vancauwenberghe
707013,XYL-EID,MSCA-IF,99946734,DR,Anne,Sicard
707013,XYL-EID,MSCA-IF,999993274,DR,Anne,Sicard
707015,GRNHairCell,MSCA-IF,999974941,DR,Aida,COSTA
707017,TRANSITION-FRICTION,MSCA-IF,99990384,DR,Nina Isabella,MOELLER
707027,BMC Rendering,MSCA-IF,999867077,DR,Ricardo,MARQUES
707042,ROUFER,MSCA-IF,999841469,DR,Rudmer,Bijlsma
707047,REFLEX,MSCA-IF,95185392,DR,Maria,SPOLIDORO
707068,CENTURION,MSCA-IF,999846707,DR,APOSTOLOS,ARGYRIS
707070,EARLINESS.eu,MSCA-IF,998012146,DR,Michele,Costola
707071,RAMSES,MSCA-IF,99999793,DR,Pedro,MATEUS
707072,MARDIV,MSCA-IF,99984564,DR,Julia,Moses
707080,FasTER,MSCA-IF,999923531,DR,Martina,Malberti
707084,VoidTrap,MSCA-IF,999984253,DR,Ivan,GUSACHENKO
707092,DNA,MSCA-IF,99999793,DR,Lasani,WIJETUNGE
707093,AVITAG,MSCA-IF,999985029,DR,Miika,MARTIKAINEN
707096,CHEPHYTSSU,MSCA-IF,99990384,DR,Guang-Ping,HAO
707099,DIVERGE,MSCA-IF,998269778,DR,Lisbeth Trille G.,LOFT
707099,DIVERGE,MSCA-IF,999991043,DR,Lisbeth Trille G.,LOFT
707109,Schizophrenia Organoids,MSCA-IF,999919263,DR,Joshua,BAGLEY
707123,EPOC,MSCA-IF,999990267,DR,Anne,DROUGARD
707124,StatusCities,MSCA-IF,999977366,DR,Fran,MEISSNER
707128,PIGYVAX,MSCA-IF,99999308,DR,Phanramphoei,Frantz
707135,GenoPri,MSCA-IF,999923628,DR,Erman,AYDAY
707138,PERSIST,MSCA-IF,999991043,DR,YONG,ZHANG
707141,MMPCURSRT,MSCA-IF,999974262,DR,Sebastian,POLOCZEK
707154,F-ATPase,MSCA-IF,999990267,DR,Nicholas,LEIOATTS
707161,NanoCap,MSCA-IF,999867368,DR,Drazen,Pavlovic
707168,MatchForSolar,MSCA-IF,999973971,DR,DANIEL,PROCHOWICZ
707187,MABVOC,MSCA-IF,999991043,DR,Jing,TANG
707197,ChroMoLEME,MSCA-IF,999985417,DR,Emmet,Marron
707203,DynaSpaCER,MSCA-IF,99997853,DR,Alessandro,BOSCO
707220,StaGraM,MSCA-IF,99990384,DR,Bijay Prakash,TRIPATHI
707225,FaGEng,MSCA-IF,999847677,MS,Soile,YLIVUORI
707229,ADHERE,MSCA-IF,999989782,DR,Bart,CRIELAARD
707231,Back2theFuture,MSCA-IF,999974553,DR,Jeroen,PUTTEVILS
707241,OBESOGENS,MSCA-IF,993392036,DR,Ondrej,ADAMOVSKY
707241,OBESOGENS,MSCA-IF,999880657,DR,Ondrej,ADAMOVSKY
707252,SpinReMag,MSCA-IF,99998435,DR,Jennifer,LE ROY
707253,PopClandSATYRICON,MSCA-IF,999510117,DR,Corinna,ONELLI
707262,LAWINE,MSCA-IF,999591306,PROF,Petteri,UOTILA
707262,LAWINE,MSCA-IF,999994535,PROF,Petteri,UOTILA
707270,WISLAS,MSCA-IF,99990287,DR,Cindy,De Jonge
707295,TRACER,MSCA-IF,99997562,DR,Gersande,Eschenbrenner-Diemer
707297,RECORDER,MSCA-IF,999975426,DR,Padmaja,PARAMESWARAN NAMPI
707299,TRISCPOL,MSCA-IF,999976396,DR,Stanislaw Konstanty,Jozwiakowski
707300,Gut-InflammAge,MSCA-IF,999991043,DR,Thorsten,Brach
707312,GENEVA,MSCA-IF,999642522,DR,Andria,Shimi
707326,PhotoCloth,MSCA-IF,999886283,DR,Dan,CASAS
707334,NeuralCoding,MSCA-IF,99997562,DR,Christina,BUETFERING
707336,LYSOTRACK,MSCA-IF,999907526,DR,William,Apró
707340,LENSD,MSCA-IF,999993468,DR,Jason,STAFFORD
707345,DiMeTrack,MSCA-IF,999841954,DR,Edoardo,PASOLLI
707348,FNS-4-NAMOSAT,MSCA-IF,99998435,DR,Iztok,Urbančič
707352,OPTEX,MSCA-IF,999852915,DR,Stephan Andreas,Angermayr
707359,HippAchoMod,MSCA-IF,998242327,DR,Viktor,VARGA
707359,HippAchoMod,MSCA-IF,999437561,DR,Viktor,VARGA
707362,TraumiR,MSCA-IF,999975911,DR,Laurence,DE NIJS
707364,NAMESTRANSIS,MSCA-IF,999624092,DR,Juha,MUHONEN
707373,ECogNeT,MSCA-IF,999976396,DR,Yulia,SANDAMIRSKAYA
707392,MIGRATE,MSCA-IF,998584737,DR,Anna,Ask
707406,VISMEM,MSCA-IF,999923337,DR,Asli,Buyukcoskun
707406,VISMEM,MSCA-IF,99998435,DR,Asli,Buyukcoskun
707407,ARGUE_WEB,MSCA-IF,99998435,DR,Christiana,PANAGIOTOU
707432,dsRNAEnvFate,MSCA-IF,999979015,MS,Kimberly,PARKER
707438,SUPEREOM,MSCA-IF,99647974,DR,shabir,BARZANJEH
707449,PERICYTEStroma,MSCA-IF,99997853,DR,Soniya,SAVANT BOTLA
707457,CaTSYS,MSCA-IF,999869405,DR,Alexandra,Tauzin
707466,3DRM,MSCA-IF,999452208,PROF,Zonghua,ZHANG
707472,BIO-Banana IN and OUT,MSCA-IF,998398982,DR,Sarah,SCHMIDT
707477,DrugCrops,MSCA-IF,999991722,DR,Jorge,Lozano-Juste
707478,MiroMigration,MSCA-IF,99997562,DR,Flavie,LESEPT
707481,OTOLOG,MSCA-IF,999997736,MR,Ming-Tsung,Chung
707482,MWDIR,MSCA-IF,999985417,MR,Mohammedwesam,AMER
707485,LandGrab,MSCA-IF,999643201,DR,Rajiv,Maher
707485,LandGrab,MSCA-IF,999845446,DR,Rajiv,Maher
707491,KeyDynamics,MSCA-IF,999997736,DR,Manuel,STEINBAUER
707511,3DPLASTICITY,MSCA-IF,99997562,DR,Thomas,YOUNTS
707522,Thalamic Circuits,MSCA-IF,95185392,MS,Fiona,MÜLLNER
707525,FIBROCAN,MSCA-IF,999907526,DR,Konstantin,KNOBLICH
707530,EpiMIRgen,MSCA-IF,999867368,DR,Gary,BRENNAN
707532,EFIResources,MSCA-IF,999992304,DR,Helena,GERVASIO
707537,MAPS-URBE,MSCA-IF,999643201,DR,Olivia,CASAGRANDE
707537,MAPS-URBE,MSCA-IF,99990384,DR,Olivia,CASAGRANDE
707539,eLection,MSCA-IF,999975426,DR,Arturo,Balderas Torres
707543,MAtISSE,MSCA-IF,999846319,DR,Nicola,TOMASSETTI
707546,SURE,MSCA-IF,999977366,DR,Riccardo,FERRARI
707559,ICRED,MSCA-IF,99998435,DR,Langui,XIE
707562,AIDSsilences,MSCA-IF,992204077,DR,Annemarie,SAMUELS
707562,AIDSsilences,MSCA-IF,999974553,DR,Annemarie,SAMUELS
707581,MECHANOCHECK,MSCA-IF,999534367,MR,Qingsen,LI
707587,DRIVE,MSCA-IF,999991722,DR,Marta,RUEDA
707593,EARTHSCAPES,MSCA-IF,999990946,DR,Sebastian,GREVSMUHL
707597,CSR_MEMORY,MSCA-IF,99984273,MS,Jukka,Rintamaki
707600,ENVERESP,MSCA-IF,999534367,DR,Martin,KOSAR
707601,ZoomInTheDust,MSCA-IF,999979694,DR,Mattia,NEGRELLO
707618,NIR-BIO-FLU,MSCA-IF,999867368,DR,Gonzalo,DURAN SAMPEDRO
707624,PHOSPHOTRAC,MSCA-IF,955518483,DR,Kalliopi,Violaki
707635,PRIMASE_NMR,MSCA-IF,999979015,DR,Loic,SALMON
707636,COMPLEX,MSCA-IF,993316085,DR,Mirta,Rodriguez Pinilla
707642,CLIP,MSCA-IF,985934482,MR,Rodrigo,Fernandez Jimenez
707642,CLIP,MSCA-IF,998922879,MR,Rodrigo,Fernandez Jimenez
707643,Tribocharge,MSCA-IF,999923628,DR,H. Tarik,BAYTEKIN
707644,2D-EG-FET,MSCA-IF,999987648,DR,Thomas,HIGGINS
707652,TECHSUS,MSCA-IF,999975426,DR,Pasi,Heikkurinen
707658,NanoHeat,MSCA-IF,996083592,DR,Matthew,HENNESSY
707663,ANATOMY-FOUND,MSCA-IF,999997736,DR,Robert,STEPHENSON
707668,Glial Patterning,MSCA-IF,999977172,DR,Mark,CHARLTON-PERKINS
707683,SMALLDIS,MSCA-IF,999419422,DR,Rukhe Zehra,Zaidi
707684,3DSTAR,MSCA-IF,999977172,DR,Alexandra,BERDICHEVSKI
707688,EVNSMAS,MSCA-IF,99998435,DR,Javier,MORALES
707693,EHMVSIMF,MSCA-IF,999974553,DR,Madusha Lakshani Prabha,Gunawardhana
707700,RAC,MSCA-IF,999981925,DR,Clotilde,WIEL
707706,METODA,MSCA-IF,999976784,DR,henry,MAINSAH
707723,NomadicN,MSCA-IF,99999793,DR,Matthieu,SALPETEUR
707726,NEIGHBOURCHANGE,MSCA-IF,998948293,DR,Elena,OSTANEL
707726,NEIGHBOURCHANGE,MSCA-IF,999845252,DR,Elena,OSTANEL
707727,AVISSO,MSCA-IF,999975911,MR,Emmanuel,BIAU
707730,NPAD,MSCA-IF,947481451,MR,Stavros,Skouras
707758,FusionSystems,MSCA-IF,999929448,DR,Justin,Lynd
707763,FOODEV,MSCA-IF,999981925,DR,Chiara,RINALDI
707771,GENDER-CF,MSCA-IF,999867368,DR,Arlene,Glasgow
707801,ASRD,MSCA-IF,999984253,DR,Julie,OSWALD
707807,HealingFromEnclosure,MSCA-IF,999852721,DR,Barbara,VAN DYCK
707816,ORGANIC QUAL TRACERS,MSCA-IF,99988444,DR,Maria Jesus,MARTINEZ-BUENO
707818,FIMAF,MSCA-IF,999997736,DR,Charlotte,SIROT
707827,OXFORDCHOIRS,MSCA-IF,99998435,DR,Sigrun Lilja,EINARSDOTTIR
707837,RESOLVE,MSCA-IF,999990267,DR,Lakshmi Pradeep,Chitta
707840,SpiL,MSCA-IF,99946734,DR,Benny,Borremans
707840,SpiL,MSCA-IF,999874934,DR,Benny,Borremans
707848,HOUSREG,MSCA-IF,999911309,DR,Ana,Vilenica
707864,Mobiclock,MSCA-IF,999856116,DR,Marco,Schioppo
707865,Expectancy learning,MSCA-IF,999975911,DR,Rachel,BROWN
707905,BiominAB-3D,MSCA-IF,9999795,DR,Fabrizio,BARDELLI
707911,GolgiBiosSys,MSCA-IF,999979015,DR,Nino,Nikolovski
707918,LORD,MSCA-IF,99999793,DR,Marco,GRASSI
707922,Pectin,MSCA-IF,999985417,DR,Immacolata,Venditto
707932,SFM4VOT,MSCA-IF,999978724,DR,Benjamin,GAGL
707944,SPicEs,MSCA-IF,99656995,DR,Simone,SILVESTRINI
707946,Forgery,MSCA-IF,999981925,MR,Philip,Lavender
707951,SynchroSelf,MSCA-IF,999847677,DR,Ricardo,DA SILVA
707954,Nano-PieZoelecTrics,MSCA-IF,998959642,DR,Sebastiano,Garroni
707962,CyBioSys,MSCA-IF,999973971,DR,Bertrand,Collignon
707968,IDEA,MSCA-IF,999991043,DR,Michael,BORREGAARD
707983,HiggsEFTatNLO,MSCA-IF,999980664,DR,Ken,MIMASU
707990,MetricIMo,MSCA-IF,993760054,DR,Andros,Kourtellos
707990,MetricIMo,MSCA-IF,999835843,DR,Andros,Kourtellos
707990,MetricIMo,MSCA-IF,9998437,DR,Andros,Kourtellos
707996,SPIDE,MSCA-IF,999867077,DR,Camillia,Bouchon
707998,REGDAM,MSCA-IF,999455894,DR,Faouzi,Braza
707999,RESOLVE,MSCA-IF,998267838,DR,Elena,BUELOW
708006,DASCE,MSCA-IF,967498371,DR,Paolo,BOTTA
708007,Perceptual Dominancy,MSCA-IF,999973971,DR,Einat,RASHAL
708008,Habit,MSCA-IF,999902385,DR,Dominika,GRUZIEL
708030,LCLW,MSCA-IF,999598969,DR,Jarad,ZIMBLER
708030,LCLW,MSCA-IF,999907526,DR,Jarad,ZIMBLER
708036,THERAGEL,MSCA-IF,999845446,DR,Maria Carmen,COLL
708036,THERAGEL,MSCA-IF,999867368,DR,Maria Carmen,COLL
708041,CIRCLE,MSCA-IF,999854467,DR,Konstantinos,Xanthopoulos
708042,WORKRETHINK,MSCA-IF,999885119,DR,Andrew Calum,WATT
708045,6D STRINGS,MSCA-IF,999985708,DR,Guglielmo,Lockhart
708051,HeartAtaK,MSCA-IF,999975426,DR,Maren,THOMSEN
708056,SPARk,MSCA-IF,999840111,DR,Kathrin,BUCHHOLZ
708063,NeTNPPAO,MSCA-IF,99965552,DR,Raffaele,BERNARDELLO
708068,PHOSPHOR,MSCA-IF,999515355,DR,Christopher,ABRAM
708068,PHOSPHOR,MSCA-IF,999873285,DR,Christopher,ABRAM
708096,GROUNDHR,MSCA-IF,998333895,DR,Lieselotte,Viaene
708106,ULKCOND,MSCA-IF,999981149,DR,Romain,Chanson
708111,4DGenomeReg,MSCA-IF,99998823,DR,Aleksander,JANKOWSKI
708117,ANOXIA-MEM,MSCA-IF,999902676,DR,Bryan,KILLINGSWORTH
708119,DUSC3,MSCA-IF,999837104,DR,Samuel,Albani
708122,MOCCA,MSCA-IF,998706666,MR,Xiangang,Qin
708124,DDM-GNI,MSCA-IF,999585486,DR,Michael,KRAUS
708124,DDM-GNI,MSCA-IF,999990267,DR,Michael,KRAUS
708125,ROQ-WACh,MSCA-IF,999600618,DR,Matthew,MURTHA
708128,ZF-ILC,MSCA-IF,99999308,DR,Pedro Pablo,HERNANDEZ CERDA
708129,PHONON-VALVE,MSCA-IF,999829635,DR,Eric,LANGENBERG
708129,PHONON-VALVE,MSCA-IF,999836134,DR,Eric,LANGENBERG
708130,ivMX,MSCA-IF,998721507,DR,Leonard,CHAVAS
708131,EFOX,MSCA-IF,999977172,DR,Zoja,VUKMANOVIC
708138,PredAMEG,MSCA-IF,999974165,DR,Marc,RECASENS
708139,PACT,MSCA-IF,999986678,DR,Nicolas,GUENOT
708146,ADMIN,MSCA-IF,99999793,DR,guilhem,IBOS
708152,T2DM and AD,MSCA-IF,999991722,DR,Francesc Xavier,GUIX RAFOLS
708169,BITCAT,MSCA-IF,99822574,DR,Jana,BURKHARDT
708169,BITCAT,MSCA-IF,999984059,DR,Jana,BURKHARDT
708175,DiReC-IL,MSCA-IF,999866883,DR,Gyorgy,HANTAL
708181,EBOPATH,MSCA-IF,991028049,DR,Beatriz,Escudero-Perez
708181,EBOPATH,MSCA-IF,999468795,DR,Beatriz,Escudero-Perez
708193,BETA-BACT,MSCA-IF,919322739,DR,Daniel,Van Raalte
708193,BETA-BACT,MSCA-IF,954530344,DR,Daniel,Van Raalte
708193,BETA-BACT,MSCA-IF,998804636,DR,Daniel,Van Raalte
708200,ADVANTA,MSCA-IF,999991334,DR,Andriy,SEREBRYANNIKOV
708201,PIQUANT,MSCA-IF,909875521,DR,Youngsik,RA
708201,PIQUANT,MSCA-IF,999986193,DR,Youngsik,RA
708207,BAYESLAND,MSCA-IF,999991722,DR,Josselin,CORNUAULT
708216,LIMAStruct,MSCA-IF,909875521,DR,Mingtao,Cao
708216,LIMAStruct,MSCA-IF,999986193,DR,Mingtao,Cao
708227,CAPABLE,MSCA-IF,999911115,DR,Boyan,Tatarov
708228,CaPE,MSCA-IF,999991043,PROF,Achilles,SKORDAS
708232,SymMech,MSCA-IF,999980567,DR,Pol,Nadal Jimenez
708249,GATED,MSCA-IF,953633773,DR,Maja,Halilovic-Pastuovic
708249,GATED,MSCA-IF,999845446,DR,Maja,Halilovic-Pastuovic
708255,OOCSOCS,MSCA-IF,999876292,DR,Lenka,GAHUROVA
708257,FIREFELM,MSCA-IF,999862518,DR,Eleonora,VIEZZER
708281,NiCoFlow,MSCA-IF,999990946,DR,Sudhakar,Yogaraj
708288,ODes aCCES,MSCA-IF,999973971,MR,Francesco,BALDI
708295,CA1 layers,MSCA-IF,999841081,MS,Magdalene,SCHLESIGER
708305,SIPEA,MSCA-IF,999976881,DR,Chui Man,Chau
708310,BRCANCER,MSCA-IF,954560414,MS,Florijn,DEKKERS
708310,BRCANCER,MSCA-IF,999518362,MS,Florijn,DEKKERS
708312,ZEBRA-VALVE,MSCA-IF,999993177,DR,Marina,PERALTA LOPEZ
708321,CINMAB,MSCA-IF,998347572,DR,Jatish,KUMAR
708329,MANAN,MSCA-IF,999993274,DR,Yves,VERHERTBRUGGEN
708349,SPCOLPS,MSCA-IF,999979015,DR,Hanumantha Rao,VUTUKURI
708351,NANOTER,MSCA-IF,999991722,DR,Gil Alberto,Batista Goncalves
708354,SYNOX,MSCA-IF,99998435,DR,Manjeet,KUMAR
708362,DIET-SEX-GENOMICS,MSCA-IF,99997562,MS,Florencia,CAMUS
708374,FreshProof,MSCA-IF,992108047,DR,Anastasia,KTENIOUDAKI
708374,FreshProof,MSCA-IF,999974359,DR,Anastasia,KTENIOUDAKI
708392,EXACT,MSCA-IF,999993468,DR,Sonia,DAGNINO
708407,SOSiC,MSCA-IF,999979015,DR,Gregory,DE SOUZA
708408,ADHDLightUp,MSCA-IF,99998629,DR,Patricia,BONNAVION
708411,NVHSC,MSCA-IF,999977172,DR,Claudia,KORN
708434,OPEST,MSCA-IF,999861063,DR,Marta,ENTRADAS
708439,VAPOMOF,MSCA-IF,999991334,MR,Min,Tu
708448,FOL,MSCA-IF,999860384,DR,Juan Carlos,Muñoz-Mora
708459,CAMEOS,MSCA-IF,999466467,DR,Dries,FEYEN
708459,CAMEOS,MSCA-IF,99946734,DR,Dries,FEYEN
708459,CAMEOS,MSCA-IF,999915189,DR,Dries,FEYEN
708466,Microbiota and aging,MSCA-IF,99999308,DR,Damien,Rei
708475,ODESI,MSCA-IF,99999793,DR,Matias,Urdampilleta
708492,TMS_ATT,MSCA-IF,997826391,DR,Felix,DUECKER
708495,PolyP-FXII in cancer,MSCA-IF,999857474,DR,Katrin Faye,NICKEL
708497,MF-Synapse,MSCA-IF,99647974,DR,Carolina,Borges Merjane
708500,POL2-TFIID,MSCA-IF,999990267,DR,Paulina,SEWERYN
708501,FORECASTING,MSCA-IF,999835843,DR,Yiannis,Dendramis
708507,AGERISK,MSCA-IF,999994826,DR,Job,SCHEPENS
708527,SmARTS,MSCA-IF,999837977,MR,Mainardo,Gaudenzi Asinelli
708530,DISPMIC,MSCA-IF,999991043,DR,Alvaro,LOPEZ GARCIA
708539,URBACH-ALZ,MSCA-IF,999596447,DR,Diego,SCHEGGIA
708539,URBACH-ALZ,MSCA-IF,999600909,DR,Diego,SCHEGGIA
708556,ASAGIP,MSCA-IF,999897341,DR,Enrico Emanuele,PRODI
708563,GLYCONEOBRAIN,MSCA-IF,999980567,DR,Gemma,Manich Raventós
708566,DURO,MSCA-IF,99965552,DR,Leonardo,Bautista Gomez
708572,channelopathies,MSCA-IF,999846222,DR,Ran,ZALK
708585,EPIDYN,MSCA-IF,99645549,DR,Anna,MEZAKA
708585,EPIDYN,MSCA-IF,999848938,DR,Anna,MEZAKA
708592,N2OPNA,MSCA-IF,99990287,DR,Lai,PENG
708601,PROPERA,MSCA-IF,960782479,DR,João Pedro,Cachopo
708601,PROPERA,MSCA-IF,993760054,DR,João Pedro,Cachopo
708601,PROPERA,MSCA-IF,998452041,DR,João Pedro,Cachopo
708651,HeteroCancerInvasion,MSCA-IF,93642607,DR,Takuya,KATO
708658,DANTE,MSCA-IF,995688026,DR,Karen,DIXON
708658,DANTE,MSCA-IF,999845446,DR,Karen,DIXON
708672,SustUrbanFoods,MSCA-IF,999993953,DR,Esther,Sanyé Mengual
708674,DYNAMAG,MSCA-IF,999974165,DR,Sebastian,GLIGA
708685,CHEMBIOHISTONE,MSCA-IF,99998435,DR,Wai Lung,NG
708694,Toxoplasma sensing,MSCA-IF,999455894,DR,Joana,LOUREIRO
708698,PULMO,MSCA-IF,999863585,MS,Lorena,Basso
708711,PARAGEN,MSCA-IF,992204077,DR,meadhbh,BRENNAN
708711,PARAGEN,MSCA-IF,999997833,DR,meadhbh,BRENNAN
708715,STRAVIR,MSCA-IF,999841469,MS,Patricia,Aparicio Domingo
708740,LightFasTR,MSCA-IF,999974165,DR,Mohammad,Shahid
708762,DIFIE,MSCA-IF,999974165,DR,Amelie,CRESPEL
708814,nanoOIPC,MSCA-IF,999865525,DR,Thomas Jane,STOCKMANN
708815,POMEGRANATE,MSCA-IF,999991334,DR,Reza,REYHANITABAR
708832,JHSIGNAL,MSCA-IF,999520108,DR,Lenka,Bittova
708842,ElectroMAD,MSCA-IF,999980664,DR,Ségolène,LITHFOUS
708844,DCNextEve,MSCA-IF,999842342,DR,Irina,Ciornei
708860,BiOp-FibEnd,MSCA-IF,998403929,DR,Alessio,STEFANI
708860,BiOp-FibEnd,MSCA-IF,999990655,DR,Alessio,STEFANI
708867,LAF-GRAFT,MSCA-IF,998576007,DR,Eoghan,Cunnane
708867,LAF-GRAFT,MSCA-IF,999867368,DR,Eoghan,Cunnane
708874,IRS-PEC,MSCA-IF,999624092,DR,Aafke,BRONNEBERG
708899,BoostR,MSCA-IF,998398982,DR,Lida,DEREVNINA
708932,CONCOM,MSCA-IF,99776402,MR,Anatoly,Khina
708932,CONCOM,MSCA-IF,999901609,MR,Anatoly,Khina
708935,SMAC,MSCA-IF,999975038,MS,Inbal,TALGAM
708972,Lipid and Polarity,MSCA-IF,99999793,DR,elodie,SARTOREL
708973,PANDORA,MSCA-IF,999997833,DR,Yacine,BOULAFTALI
708974,Dig-For-Arch,MSCA-IF,999849714,DR,Dante,Abate
708984,BuildingControls,MSCA-IF,998078203,DR,Emrah,BIYIK
708986,GallBiome,MSCA-IF,999466952,DR,Crystal,JOHNSON
709010,CFED,MSCA-IF,999993468,MR,Salvador,PEREZ MONTERO
709015,AGE-MEMORY,MSCA-IF,999995893,DR,Athanasios,METAXAKIS
