projectRcn,projectID,participationId,projectAcronym,role,id,name,shortName,activityType,endOfParticipation,ecContribution,country,street,city,postCode
198814,686116,686116999984059,OptiNanoPro,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,678501,DE,HANSASTRASSE 27C,MUNCHEN,80686
198814,686116,686116998647787,OptiNanoPro,participant,998647787,MBN NANOMATERIALIA SPA,MBN,PRC,false,430500,IT,VIA BORTOLAN 42,CARBONERA,31030
198814,686116,686116999464818,OptiNanoPro,participant,999464818,INSTITUTE OF OCCUPATIONAL MEDICINE,IOM,REC,false,349575,UK,Research Avenue North Riccarton 45,EDINBURGH,EH14 4AP
198814,686116,686116939100360,OptiNanoPro,participant,939100360,SIBO G. d.o.o.,SIBO G d.o.o.,PRC,false,269150,SI,Kidričeva cesta 99,Škofja Loka,4220
198814,686116,686116928030235,OptiNanoPro,participant,928030235,FUNDACIO EURECAT,EURECAT,REC,false,647615,ES,AVENIDA UNIVERSITAT AUTONOMA 23,CERDANYOLA DEL VALLES (BARCELONA),08290
198814,686116,686116999743790,OptiNanoPro,participant,999743790,ORGANIC WASTE SYSTEMS NV,OWS NV,PRC,false,213237,BE,DOK NOORD 5,GENT,9000
198814,686116,686116998993786,OptiNanoPro,coordinator,998993786,IRIS TECHNOLOGY SOLUTIONS SOCIEDAD LIMITADA,IRIS,PRC,false,700175,ES,CALLE VELAZQUEZ NO 94 PRIMERA PLANTA,MADRID,28006
229354,945541,945541999963010,GAM-2020-ENG,participant,999963010,AIRBUS,AIRBUS,PRC,false,226024.75,FR,2 ROND POINT EMILE DEWOITINE,BLAGNAC,31700
229354,945541,945541999987163,GAM-2020-ENG,participant,999987163,SAFRAN AIRCRAFT ENGINES,SAFRAN AE,PRC,false,8323949.88,FR,BVD DU GENERAL MARTIAL VALIN 2,PARIS,75015
229354,945541,945541999987066,GAM-2020-ENG,participant,999987066,STICHTING NATIONAAL LUCHT EN RUIMTEVAARTLABORATORIUM,NLR,REC,false,0.5,NL,Anthony Fokkerweg 2,AMSTERDAM,1059CM
229354,945541,945541999919554,GAM-2020-ENG,participant,999919554,ROLLSROYCE DEUTSCHLAND LTD & CO KG,RRD,PRC,false,59902.5,DE,Eschenweg 11,BLANKENFELDE-MAHLOW,15827
229354,945541,945541972012460,GAM-2020-ENG,participant,972012460,MTPROPELLER ENTWICKLUNG GMBH,MTP-P,PRC,false,0.88,DE,FLUGPLATZSTRASSE 1,ATTING,94348
229354,945541,945541991247948,GAM-2020-ENG,participant,991247948,AIRBUS OPERATIONS SAS,AIRBUS OPERATIONS,PRC,false,510250.13,FR,ROUTE DE BAYONNE 316,TOULOUSE,31060
229354,945541,945541999984059,GAM-2020-ENG,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,1112000,DE,HANSASTRASSE 27C,MUNCHEN,80686
229354,945541,945541999964659,GAM-2020-ENG,participant,999964659,SAFRAN SA,SAFRAN SA,PRC,false,455000,FR,BLVD DU GAL MARTIAL VALIN 2,PARIS 15,75015
229354,945541,945541899703131,GAM-2020-ENG,participant,899703131,EGILE MECHANICS SL,EGILE MECHNICS,PRC,false,35065.63,ES,POLIG POLIGONO INDUSTRIAL KURUTZ GAIN 12-13,MENDARO,20850
229354,945541,945541983496484,GAM-2020-ENG,participant,983496484,AKIRA TECHNOLOGIES SARL,AKIRA,PRC,false,22240.76,FR,TECHNOCITE 6 RUE JOSEPH SZYDLOWSKI,BAYONNE,64100
229354,945541,945541999957772,GAM-2020-ENG,participant,999957772,SAFRAN HELICOPTER ENGINES,SAFRAN HELICOPTER ENGINES SAS,PRC,false,506329.25,FR,Avenue du President Szydlowski,BORDES,64510
229354,945541,945541999994438,GAM-2020-ENG,participant,999994438,OFFICE NATIONAL D'ETUDES ET DE RECHERCHES AEROSPATIALES,ONERA,REC,false,196979.75,FR,CHEMIN DE LA HUNIERE,PALAISEAU,91120
229354,945541,945541999981731,GAM-2020-ENG,participant,999981731,DEUTSCHES ZENTRUM FUR LUFT UND RAUMFAHRT EV,DLR,REC,false,2792310,DE,LINDER HOHE,KOLN,51147
229354,945541,945541936124594,GAM-2020-ENG,participant,936124594,GE AVIATION CZECH SRO,GEAC,PRC,false,0.88,CZ,BERANOVYCH 65,PRAHA,199 02
229354,945541,945541999505073,GAM-2020-ENG,participant,999505073,PIAGGIO AERO INDUSTRIES SPA,PAI,PRC,false,84868.88,IT,LARGO ANGELO FOCHETTI 29,ROMA,00185
229354,945541,945541999791708,GAM-2020-ENG,participant,999791708,INDUSTRIA DE TURBO PROPULSORES S.A.U.,ITP AERO,PRC,false,5712231.01,ES,PARQUE TECNOLOGICO DE ZAMUDIO 300,ZAMUDIO-VIZCAYA,48170
229354,945541,945541999976978,GAM-2020-ENG,participant,999976978,THE UNIVERSITY OF NOTTINGHAM,UoN,HES,false,1093096.25,UK,University Park,NOTTINGHAM,NG7 2RD
229354,945541,945541950043221,GAM-2020-ENG,participant,950043221,GE AVIO SRL,GE AVIO SRL,PRC,false,2579978.63,IT,VIA I MAGGIO 99,RIVALTA DI TORINO,10040
229354,945541,945541999984641,GAM-2020-ENG,participant,999984641,GKN AEROSPACE SWEDEN AB,GKN AEROSPACE,PRC,false,7226919.01,SE,-,TROLLHAETTAN,46181
229354,945541,945541997771877,GAM-2020-ENG,participant,997771877,SAFRAN NACELLES,Safran Nacelles,PRC,false,856059.75,FR,ROUTE DU PONT VIII,GONFREVILLE L ORCHER,76700
229354,945541,945541999790738,GAM-2020-ENG,participant,999790738,GE AVIATION SYSTEMS LIMITED,GE AV SYST LTD,PRC,false,28756,UK,CHELTEMHAM ROAD,BISHOPS CLEEVE,NW11 8DS
229354,945541,945541998104975,GAM-2020-ENG,participant,998104975,ANSYS UK LIMITED,ANSYS,PRC,false,115570.88,UK,97 JUBILEE AVENUE MILTON PARK,ABINGDON,OX14 4RW
229354,945541,945541937962550,GAM-2020-ENG,participant,937962550,EGILE CORPORATION XXI SL,EGILE CORPORATION XXI,PRC,false,10000.38,ES,POL. ING. KURUTZ GAIN 12-13,MENDARO,20850
229354,945541,945541999945356,GAM-2020-ENG,coordinator,999945356,ROLLSROYCE PLC,ROLLS-ROYCE PLC,PRC,false,315128.38,UK,KINGS PLACE 90 YORK WAY,LONDON,N1 9FX
229354,945541,945541950259822,GAM-2020-ENG,participant,950259822,MTU AERO ENGINES AG,MTU,PRC,false,5303641.68,DE,DACHAUER STRASSE 665,MUNCHEN,80995
229354,945541,945541998850614,GAM-2020-ENG,participant,998850614,GE MARMARA TECHNOLOGY CENTER MUHENDISLIK HIZMETLERI LIMITED SIRKETI,TUBITAK MARMARA ARASTIRMA MERKEZI TEKNOLOJI SERBEST BOLGESI SUBESI GEMTC,PRC,false,28346.5,TR,ISTANBUL SARIYER MASLAK MAH. E. BUYUKDERE CAD. ORJ ISM. NO. 27 K. 6-7,MASLAK,34485
229354,945541,945541990434021,GAM-2020-ENG,participant,990434021,GENERAL ELECTRIC DEUTSCHLAND HOLDING GMBH,GEDE,PRC,false,2148708.64,DE,BLEICHSTRASSE 64-66,FRANKFURT AM MAIN,60313
205444,723867,723867998517613,EMMC-CSA,participant,998517613,DOW BENELUX BV,Dow,PRC,false,72250,NL,HERBERT H DOWWEG 5,Hoek,4542 NM
205444,723867,723867999979888,EMMC-CSA,coordinator,999979888,TECHNISCHE UNIVERSITAET WIEN,TU WIEN,HES,false,593092.69,AT,KARLSPLATZ 13,WIEN,1040
205444,723867,723867952502462,EMMC-CSA,participant,952502462,GOLDBECK CONSULTING LIMITED,GCL,PRC,false,425105.63,UK,ST JOHNS INNOVATION CENTRE COWLEY ROAD,CAMBRIDGE,CB4 0WS
205444,723867,723867999980761,EMMC-CSA,participant,999980761,STIFTELSEN SINTEF,Stiftelsen,REC,true,93812.09,NO,STRINDVEIEN 4,TRONDHEIM,7034
205444,723867,723867999714205,EMMC-CSA,participant,999714205,MATERIALS DESIGN SARL,MDS,PRC,false,221412.5,FR,42 AVENUE VERDIER,MONTROUGE,92120
205444,723867,723867998282679,EMMC-CSA,participant,998282679,ACCESS e.V.,ACCESS e.V.,REC,false,158266.6,DE,Intzestrasse 5,Aachen,52072
205444,723867,723867999984059,EMMC-CSA,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,432420.84,DE,HANSASTRASSE 27C,MUNCHEN,80686
205444,723867,723867985670060,EMMC-CSA,participant,985670060,STICHTING DUTCH POLYMER INSTITUTE,DPI,REC,false,194465,NL,JOHN F KENNEDYLAAN 2,EINDHOVEN,5600 AX
205444,723867,723867999985029,EMMC-CSA,participant,999985029,UPPSALA UNIVERSITET,UU,HES,false,368275,SE,VON KRAEMERS ALLE 4,UPPSALA,751 05
205444,723867,723867999973971,EMMC-CSA,participant,999973971,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,EPFL,HES,false,,CH,BATIMENT CE 3316 STATION 1,LAUSANNE,1015
205444,723867,723867999507401,EMMC-CSA,participant,999507401,HELMHOLTZZENTRUM GEESTHACHT ZENTRUM FUR MATERIAL UND KUSTENFORSCHUNG GMBH,HZG,REC,false,201250,DE,MAX PLANCK STRASSE 1,GEESTHACHT,21502
205444,723867,723867910945140,EMMC-CSA,participant,910945140,SINTEF AS,SINTEF,REC,false,129687.91,NO,STRINDVEGEN 4,TRONDHEIM,7034
205444,723867,723867910771025,EMMC-CSA,participant,910771025,SYNOPSYS DENMARK APS,Synopsys Denmark ApS,PRC,false,28467.87,DK,FRUEBJERGVEJ 3,COPENHAGEN V,1200
205444,723867,723867999978336,EMMC-CSA,participant,999978336,UNIVERSITY OF YORK,UNIVERSITY OF YORK,HES,false,105000,UK,HESLINGTON,YORK NORTH YORKSHIRE,YO10 5DD
205444,723867,723867999977754,EMMC-CSA,participant,999977754,POLITECNICO DI TORINO,POLITO,HES,false,373750,IT,CORSO DUCA DEGLI ABRUZZI 24,TORINO,10129
205444,723867,723867999993953,EMMC-CSA,participant,999993953,ALMA MATER STUDIORUM UNIVERSITA DI BOLOGNA,UNIBO,HES,false,85000,IT,VIA ZAMBONI 33,BOLOGNA,40126
205444,723867,723867968694672,EMMC-CSA,participant,968694672,QUANTUMWISE AS,QW,PRC,true,53844.63,DK,FRUEBJERGVEJ 3,Copenhagen,2100
205444,723867,723867998417218,EMMC-CSA,participant,998417218,GRANTA DESIGN LTD,GRANTA DESIGN,PRC,false,237370,UK,CLIFTON ROAD 62 RUSTAT HOUSE,CAMBRIDGE,CB1 7EG
208431,739592,739592999578696,EPIC,participant,999578696,NEMZETI KUTATASI FEJLESZTESI ES INNOVACIOS HIVATAL,NKFIH,PUB,true,17000,HU,KETHLY ANNA TER 1,BUDAPEST,1077
208431,739592,739592999984059,EPIC,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,3266200,DE,HANSASTRASSE 27C,MUNCHEN,80686
208431,739592,739592999904228,EPIC,participant,999904228,BUDAPESTI MUSZAKI ES GAZDASAGTUDOMANYI EGYETEM,BME,HES,false,1320625,HU,MUEGYETEM RAKPART 3,BUDAPEST,1111
208431,739592,739592905253956,EPIC,participant,905253956,EPIC INNOLABS NONPROFIT KFT.,EPIC InnoLabs,OTH,false,1823125,HU,KENDE UTCA 13-17,BUDAPEST,1111
208431,739592,739592999651252,EPIC,coordinator,999651252,SZAMITASTECHNIKAI ES AUTOMATIZALASI KUTATOINTEZET,SZTAKI,REC,false,3359875,HU,KENDE UTCA 13-17,BUDAPEST,1111
208431,739592,739592990373881,EPIC,participant,990373881,Fraunhofer Austria Research GmbH,FhA,REC,false,1090000,AT,Theresianumgasse 27,Vienna,A-1040
206077,731465,731465998279769,AQUARIUS,participant,998279769,KWR WATER B.V.,KWR,PRC,false,221250,NL,GRONINGENHAVEN 7,NIEUWEGEIN,3433 PE
206077,731465,731465999979888,AQUARIUS,participant,999979888,TECHNISCHE UNIVERSITAET WIEN,TU WIEN,HES,false,330287.5,AT,KARLSPLATZ 13,WIEN,1040
206077,731465,731465919995725,AQUARIUS,participant,919995725,OMV EXPLORATION & PRODUCTION GMBH,OMV,PRC,false,188750,AT,TRABRENNSTRASSE 6 - 8,WIEN,1020
206077,731465,731465999984059,AQUARIUS,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,1048437.5,DE,HANSASTRASSE 27C,MUNCHEN,80686
206077,731465,731465999981149,AQUARIUS,participant,999981149,INTERUNIVERSITAIR MICROELECTRONICA CENTRUM,IMEC,REC,false,614913.75,BE,KAPELDREEF 75,LEUVEN,3001
206077,731465,731465986524145,AQUARIUS,participant,986524145,QUANTARED TECHNOLOGIES GMBH,QRT,PRC,false,717500,AT,COLUMBUSGASSE 1-354,WIEN,1100
206077,731465,731465999659303,AQUARIUS,participant,999659303,VIGO SYSTEM S.A.,VIGO,PRC,false,485000,PL,POZNANSKA 129133,Ozarow Mazowiecki,05-850
206077,731465,731465999761735,AQUARIUS,coordinator,999761735,TECHNIKON FORSCHUNGS UND PLANUNGSGESELLSCHAFT MBH,TECHNIKON,PRC,false,285125,AT,BURGPLATZ 3A,VILLACH,9500
225355,871573,871573999984059,DEL4ALL,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,157500,DE,HANSASTRASSE 27C,MUNCHEN,80686
225355,871573,871573902856601,DEL4ALL,participant,902856601,THE COMMONWEALTH CENTRE FOR CONNECTED LEARNING FOUNDATION,3CL,OTH,false,176500,MT,GREAT SIEGE ROAD,FLORIANA,VLT1448
225355,871573,871573999923337,DEL4ALL,participant,999923337,THE OPEN UNIVERSITY,OU,HES,false,194250,UK,WALTON HALL,MILTON KEYNES,MK7 6AA
225355,871573,871573999695387,DEL4ALL,coordinator,999695387,MARTEL GMBH,MARTEL GMBH,PRC,false,471875,CH,UBERLANDSTRASSE 111,DUBENDORF,8600
216965,786993,786993984807924,SPIRIT,participant,984807924,STAD ANTWERPEN,CITY OF ANTWERPEN,PUB,false,131113.13,BE,GROTE MARKT 1 STADHUIS,ANTWERPEN,2000
216965,786993,786993950176402,SPIRIT,coordinator,950176402,LUTECH SPA,LUTECH SPA,PRC,false,343406.25,IT,VIA DANTE 14,MILANO,20121
216965,786993,786993999852236,SPIRIT,participant,999852236,LINKOPINGS UNIVERSITET,LIU,HES,false,432506.25,SE,CAMPUS VALLA,LINKOPING,581 83
216965,786993,786993941146478,SPIRIT,participant,941146478,POLICE AND CRIME COMMISSIONER FOR THAMES VALLEY,SEROCU,PUB,false,131113.13,UK,HEADQUARTERS OXFORD - ROAD KIDLINGTON,KIDLINGTON,OX5 2NX
216965,786993,786993999984059,SPIRIT,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,437332.5,DE,HANSASTRASSE 27C,MUNCHEN,80686
216965,786993,786993917920216,SPIRIT,participant,917920216,NYDOR SYSTIMATA TECHNOLOGIES ANONYMOS ETAIRIA,NST AE,PRC,false,400455,EL,6 THOMAIDOU STR,ATHENS,11525
216965,786993,786993911177843,SPIRIT,participant,911177843,LIVE SRL,Live,PRC,false,380283.75,IT,VIA FORNACE MORANDI 18 STRADARIO 65304,PADOVA PD,35133
216965,786993,786993983282308,SPIRIT,participant,983282308,SINGULARLOGIC ANONYMI ETAIREIA PLIROFORIAKON SYSTIMATON KAI EFARMOGONPLIROFORIKIS,SINGULARLOGIC S.A.,PRC,false,348922.5,EL,ACHAIAS 3 & TROIZINIAS,NEA KIFISIA,14564
216965,786993,786993917820694,SPIRIT,participant,917820694,CENTRO EUROPEO DI PSICOLOGIA INVESTIGAZIONE E CRIMINOLOGIA,CEPIC,OTH,false,345695.63,IT,VIA ARBIA 70,ROMA,00142
216965,786993,786993988361907,SPIRIT,participant,988361907,WYZSZA SZKOLA POLICJI W SZCZYTNIE,WSPol,HES,false,131113.13,PL,Marsazlka J. Pilsudskiego 111,Szczytno,12-100
216965,786993,786993999601394,SPIRIT,participant,999601394,LONDON METROPOLITAN UNIVERSITY,LMU,HES,false,325809,UK,HOLLOWAY ROAD 166 220,LONDON,N7 8DB
216965,786993,786993951929386,SPIRIT,participant,951929386,MINISTARSTVO UNUTRASNJIH POSLOVA REPUBLIKE SRBIJE,MUP,PUB,false,126225,RS,KNEZA MILOSA 103,BELGRADE,11000
216965,786993,786993999986484,SPIRIT,participant,999986484,UNIVERSIDAD AUTONOMA DE BARCELONA,UAB,HES,false,236849.29,ES,CALLE CAMPUS UNIVERSITARIO SN CERDANYOLA V,CERDANYOLA DEL VALLES,08290
216965,786993,786993920985610,SPIRIT,participant,920985610,INNOVA INTEGRA LIMITED,INNOVA INTEGRA LIMITED,PRC,false,376623.75,UK,BEECH LANE 70,READING,RG6 5QA
216965,786993,786993992464037,SPIRIT,participant,992464037,A E SOLUTIONS (BI) LIMITED,AES,PRC,false,586302.5,UK,STONE PIPPIN ORCHARD 9 BADSEY,EVESHAM,WR11 7AA
216965,786993,786993998869820,SPIRIT,participant,998869820,WEST MIDLANDS POLICE AUTHORITY,WMP,PUB,false,131113.13,UK,West Midlands Police Headquarters Lloyd House Colmore Circus Queensway,Birmingham,B4 6NQ
216965,786993,786993911255928,SPIRIT,participant,911255928,HELLENIC POLICE,HELLENIC POLICE,PUB,false,133792.31,EL,4 KANELLOPOULOU AVENUE,ATHENS,101 77
212269,747245,747245999984059,LIGHTOPLEX,coordinator,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,171460.8,DE,HANSASTRASSE 27C,MUNCHEN,80686
198360,680435,680435991209924,PERFoRM,participant,991209924,AEA s.r.l.,AEA,PRC,false,201250,IT,Via Fiume 16,Angeli di Rosora (AN),60030
198360,680435,680435962054440,PERFoRM,participant,962054440,INTERACTIVE FULLY ELECTRICAL VEHICLES SRL,IFEVS,PRC,false,400925,IT,VIA CARLE 1,SOMMARIVA DEL BOSCO CN,12048
198360,680435,680435992278088,PERFoRM,participant,992278088,TECHNOLOGIE INITIATIVE SMARTFACTORY KL EV,SmartFactory,REC,false,335000,DE,TRIPPSTADTER STRASSE 122,Kaiserslautern,67663
198360,680435,680435999984059,PERFoRM,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,256875,DE,HANSASTRASSE 27C,MUNCHEN,80686
198360,680435,680435999861257,PERFoRM,participant,999861257,TECHNISCHE UNIVERSITAET BRAUNSCHWEIG,TUBS,HES,false,375000,DE,UNIVERSITAETSPLATZ 2,BRAUNSCHWEIG,38106
198360,680435,680435999633889,PERFoRM,participant,999633889,UNINOVAINSTITUTO DE DESENVOLVIMENTO DE NOVAS TECNOLOGIASASSOCIACAO,UNINOVA,REC,false,393750,PT,CAMPUS DA CAPARICA QUINTA DA TORRE,CAPARICA,2829-516
198360,680435,680435999635538,PERFoRM,participant,999635538,WHIRLPOOL EMEA SPA,WHIRLPOOL EMEA SPA,PRC,false,341250,IT,VIA CARLO PISACANE 1,PERO,20016
198360,680435,680435986039921,PERFoRM,participant,986039921,HOCHSCHULE EMDENLEER,HS EL,HES,false,358250,DE,CONSTANTIAPLATZ 4,EMDEN,26723
198360,680435,680435999990752,PERFoRM,participant,999990752,LOUGHBOROUGH UNIVERSITY,LU,HES,false,381250,UK,ASHBY ROAD,LOUGHBOROUGH,LE11 3TU
198360,680435,680435999879881,PERFoRM,participant,999879881,POLITECNICO DI MILANO,POLIMI,HES,false,587500,IT,PIAZZA LEONARDO DA VINCI 32,MILANO,20133
198360,680435,680435998482208,PERFoRM,participant,998482208,INSTITUTO POLITECNICO DE BRAGANCA,IPB,HES,false,334500,PT,CAMPUS DE SANTA APOLONIA,BRAGANCA,5301 253
198360,680435,680435952581808,PERFoRM,participant,952581808,XETICS GMBH,XETICS GMBH,PRC,false,215250,DE,MITTLERER PFAD 42,STUTTGART,70499
198360,680435,680435951595706,PERFoRM,participant,951595706,PARO AG,PARO,PRC,false,,CH,DAHLIENWEG 15,SUBINGEN,4553
198360,680435,680435999984641,PERFoRM,participant,999984641,GKN AEROSPACE SWEDEN AB,GKN AEROSPACE,PRC,false,420000,SE,-,TROLLHAETTAN,46181
198360,680435,680435998080143,PERFoRM,participant,998080143,COMAU SPA,COMAU,PRC,false,323750,IT,VIA RIVALTA 30,GRUGLIASCO,10095
198360,680435,680435959490342,PERFoRM,participant,959490342,THE MANUFACTURING TECHNOLOGY CENTRE LIMITED,MTC,REC,false,612500,UK,PILOT WAY ANSTY BUSINESS PARK,COVENTRY,CV7 9JU
198360,680435,680435999987260,PERFoRM,coordinator,999987260,SIEMENS AKTIENGESELLSCHAFT,SIE,PRC,false,1172920,DE,WERNER-VON-SIEMENS-STR. 1,MUNCHEN,80333
198360,680435,680435985972409,PERFoRM,participant,985972409,POLI MODEL SRL,POLI MODEL,PRC,false,384125,IT,Strada CARIGNANO 461,MONCALIERI,10024
205762,723777,723777999475294,ConnectedFactories,participant,999475294,RISE IVF AB,IVF,OTH,false,41815.72,SE,ARGONGATAN 30,MOLNDAL,431 53
205762,723777,723777998936750,ConnectedFactories,participant,998936750,STEINBEIS INNOVATION GGMBH,SIG,REC,true,,DE,WILLI BLEICHER STRASSE 19,STUTTGART,70174
205762,723777,723777998134075,ConnectedFactories,participant,998134075,SIRRIS HET COLLECTIEF CENTRUM VAN DE TECHNOLOGISCHE INDUSTRIE,SIRRIS LE CENTRE COLLECTIF DE L'INDUSTRIE TECHNOLOGIQUE,REC,false,105500,BE,BOULEVARD AUGUSTE REYERS 80,BRUXELLES,1030
205762,723777,723777999614489,ConnectedFactories,participant,999614489,ASOCIACION DE EMPRESAS TECNOLOGICAS INNOVALIA,INNOVALIA,REC,false,73437.5,ES,CALLE RODRIGUEZ ARIAS 6 DPTO 605,BILBAO,48008
205762,723777,723777999988909,ConnectedFactories,participant,999988909,NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO,NETHERLANDS ORGANISATION FORAPPLIED SCIENTIFIC RESEARCH,REC,false,118025,NL,ANNA VAN BUERENPLEIN 1,DEN HAAG,2595 DA
205762,723777,723777950565954,ConnectedFactories,participant,950565954,EUROPEAN FACTORIES OF THE FUTURE RESEARCH ASSOCIATION AISBL,EFFRA,OTH,false,418750,BE,Boulevard Auguste Reyers 80,Brussels,1030
205762,723777,723777932760440,ConnectedFactories,coordinator,932760440,Teknologian tutkimuskeskus VTT Oy,VTT,REC,false,202500,FI,VUORIMIEHENTIE 3,Espoo,02150
205762,723777,723777999984059,ConnectedFactories,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,122733.75,DE,HANSASTRASSE 27C,MUNCHEN,80686
205762,723777,723777999604110,ConnectedFactories,participant,999604110,FUNDACION TECNALIA RESEARCH & INNOVATION,TECNALIA,REC,false,122658.75,ES,PARQUE CIENTIFICO Y TECNOLOGICO DE GIPUZKOA PASEO MIKELETEGI 2,DONOSTIASAN SEBASTIAN (GIPUZKOA),20009
205762,723777,723777999992401,ConnectedFactories,participant,999992401,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,CEA,REC,false,113223.75,FR,RUE LEBLANC 25,PARIS 15,75015
205762,723777,723777916274126,ConnectedFactories,participant,916274126,STEINBEIS 2I GMBH,Steinbeis 2i GmbH,PRC,false,110312.5,DE,KIENESTRASSE 35,STUTTGART,70174
205762,723777,723777999976978,ConnectedFactories,participant,999976978,THE UNIVERSITY OF NOTTINGHAM,UoN,HES,false,102250,UK,University Park,NOTTINGHAM,NG7 2RD
205762,723777,723777951700272,ConnectedFactories,participant,951700272,FORSCHUNGSKURATORIUM MASCHINENBAU EV,FKM,OTH,false,34625,DE,Lyoner Strasse 18,Frankfurt am Main,60528
205762,723777,723777959490342,ConnectedFactories,participant,959490342,THE MANUFACTURING TECHNOLOGY CENTRE LIMITED,MTC,REC,false,52250,UK,PILOT WAY ANSTY BUSINESS PARK,COVENTRY,CV7 9JU
205762,723777,723777989929815,ConnectedFactories,participant,989929815,LEUVEN SECURITY EXCELLENCE CONSORTIUM LSEC VZW,LSEC,OTH,false,75000,BE,KASTEELPARK ARENBERG 10,HEVERLEE,3001
205762,723777,723777983770218,ConnectedFactories,participant,983770218,TEKNIKFORETAGENS SERVICE I SVERIGE AB,TEKNIKFORETAGEN,PRC,true,1309.28,SE,Storgatan 5,STOCKHOLM,114 86
205762,723777,723777999894528,ConnectedFactories,participant,999894528,PANEPISTIMIO PATRON,UNIVERSITY OF PATRAS,HES,false,90000,EL,UNIVERSITY CAMPUS RIO PATRAS,RIO PATRAS,265 04
205762,723777,723777993176017,ConnectedFactories,participant,993176017,FONDAZIONE POLITECNICO DI MILANO,FPM,REC,false,135000,IT,PIAZZA LEONARDO DA VINCI 32,MILANO,20133
225877,872570,872570983340411,KYKLOS 4.0,participant,983340411,ASTILLEROS DE SANTANDER SA,AST,PRC,false,224000,ES,CALLE FERNANDEZ HONTORIA 24,ASTILLERO (CANTABRIA),39610
225877,872570,872570999781038,KYKLOS 4.0,participant,999781038,GE MEDICAL SYSTEMS ISRAEL LTD,GRC,PRC,false,717675,IL,1 NATIV HA OR STREET,HAIFA,3508510
225877,872570,872570998795130,KYKLOS 4.0,participant,998795130,ALGOSYSTEMS ANONIMI TECHNIKI EMPORIKI ETAIRIA PLIROFORIKIS AUTOMATISMON KAI METROLOGIAS,ALGOSYSTEMS,PRC,false,541625,EL,LEOFOROS SYGGROU 206,KALLITHEA,17672
225877,872570,872570998802502,KYKLOS 4.0,participant,998802502,ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,CENTRE FOR RESEARCH AND TECHNOLOGY HELLAS CERTH,REC,false,656875,EL,CHARILAOU THERMI ROAD 6 KM,THERMI THESSALONIKI,57001
225877,872570,872570928947758,KYKLOS 4.0,participant,928947758,KANFIT LTD,KANFIT,PRC,true,,IL,4 SHAUL AMOR AVENUE RAMAT GAVRIEL INDUSTRIAL ZONE,MIGDAL HA-EMEK,2353004
225877,872570,872570990670022,KYKLOS 4.0,participant,990670022,DIAD GROUP SRL,DIG,PRC,false,304062.5,IT,VIA NICOLA FABRIZI 136,TORINO,10145
225877,872570,872570991656609,KYKLOS 4.0,participant,991656609,EUROPEAN DIGITAL SME ALLIANCE,DIGITAL SME,OTH,false,382500,BE,RUE DU COMMERCE 123,BRUXELLES,1000
225877,872570,872570999756982,KYKLOS 4.0,participant,999756982,JOTNE EPM TECHNOLOGY AS,Jotne,PRC,false,580125,NO,GRENSEVEIEN 107,OSLO,0663
225877,872570,872570999984059,KYKLOS 4.0,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,Fraunhofer,REC,false,803750,DE,HANSASTRASSE 27C,MUNCHEN,80686
225877,872570,872570999604110,KYKLOS 4.0,coordinator,999604110,FUNDACION TECNALIA RESEARCH & INNOVATION,TECNALIA,REC,false,3909810,ES,PARQUE CIENTIFICO Y TECNOLOGICO DE GIPUZKOA PASEO MIKELETEGI 2,DONOSTIASAN SEBASTIAN (GIPUZKOA),20009
