projectId,projectAcronym,fundingScheme,organizationId,title,firstName,fullName,lastName
749664,TEROPPLATE,MSCA-IF,99986601,DR,Philip,Philip HERON,HERON
749666,MUSICAL,MSCA-IF,999874643,DR,Krishna,Krishna AGARWAL,AGARWAL
749667,PhotoNanoBone,MSCA-IF,999829635,DR,Carolina,Carolina CARRILLO CARRIÓN,CARRILLO CARRIÓN
749671,GRAPHNANOGEL,MSCA-IF,999974553,DR,Xiaoyan,Xiaoyan Zhang,Zhang
749697,GaMePLAY,MSCA-IF,999886962,DR,Paola,Paola Tognini,Tognini
749699,WACO,MSCA-IF,909875521,DR,Soeren,Soeren THOMSEN,THOMSEN
749699,WACO,MSCA-IF,999986193,DR,Soeren,Soeren THOMSEN,THOMSEN
749709,QUCLN,MSCA-IF,99997562,DR,Antonio,Antonio PONTIN,PONTIN
749719,FusionPAMPs,MSCA-IF,999985805,DR,Nuria,Nuria Martinez Saez,Martinez Saez
749731,PI3K-VAs,MSCA-IF,999600618,DR,Sandra,Sandra CASTILLO,CASTILLO
749732,KdpFABC,MSCA-IF,999989782,DR,Cristina,Cristina PAULINO,PAULINO
749741,BROAD,MSCA-IF,999975911,DR,Matthias,Matthias WIBRAL,WIBRAL
749755,HOPESEE,MSCA-IF,999992595,DR,Xiaokun,Xiaokun LIU,LIU
749760,AgedLGBT,MSCA-IF,999985223,DR,Ralf,Ralf Lottmann,Lottmann
749761,CAlCULUS,MSCA-IF,999874546,DR,Marcin,Marcin STĘPNIAK,STĘPNIAK
749774,BIOSTISYM,MSCA-IF,999551633,DR,Eva,Eva BALDASSARRE ŠVECOVÁ,BALDASSARRE ŠVECOVÁ
749778,Wealth-Taxation,MSCA-IF,999902385,DR,Burhanettin,Burhanettin KURUSCU,KURUSCU
749784,SPERMAGE,MSCA-IF,999864555,DR,Maximiliano,Maximiliano TOURMENTE,TOURMENTE
749788,PHOTORNA,MSCA-IF,999849617,DR,Daria,Daria Berdnikova,Berdnikova
749793,NewLoops,MSCA-IF,999988133,DR,Piotr,Piotr Tourkine,Tourkine
749795,EwiSarc,MSCA-IF,999841954,DR,Arianna,Arianna BERTOSSI,BERTOSSI
749798,TERA,MSCA-IF,998693959,DR,Christian,Christian HÄGER,HÄGER
749798,TERA,MSCA-IF,999980373,DR,Christian,Christian HÄGER,HÄGER
749814,Urban Informality,MSCA-IF,99998435,DR,Tara,Tara VAN DIJK,VAN DIJK
749815,XeMoon,MSCA-IF,99990384,DR,Vera,Vera ASSIS FERNANDES,ASSIS FERNANDES
749830,umCryofix,MSCA-IF,999990267,DR,Marie,Marie Fuest,Fuest
749845,APOLLO,MSCA-IF,99990287,DR,Foon Yin,Foon Yin LAI,LAI
749850,XXQCD,MSCA-IF,999845446,DR,David,David WILSON,WILSON
749851,ICEDNA,MSCA-IF,999991043,DR,Glenn,Glenn DUNSHEA,DUNSHEA
749862,FOOTLOOSE,MSCA-IF,999974262,DR,NANDAKUMAR,NANDAKUMAR MEGANATHAN,MEGANATHAN
749864,ICED,MSCA-IF,999985708,DR,Melissa,Melissa MCCLURE,MCCLURE
749867,HiddenLife,MSCA-IF,999986387,DR,Martina,Martina Pavlek,Pavlek
749869,MetEpiClock,MSCA-IF,932462747,DR,Carolina,Carolina GRECO,GRECO
749869,MetEpiClock,MSCA-IF,99946734,DR,Carolina,Carolina GRECO,GRECO
749871,Apricale,MSCA-IF,999974262,DR,Ondrej,Ondrej VIMR,VIMR
749872,MRECS,MSCA-IF,99986601,DR,Lynn,Lynn WELTON,WELTON
749888,ILBIB,MSCA-IF,999874546,DR,Brandon Chao-Chi,Brandon Chao-Chi YEN,YEN
749889,TIMEGG,MSCA-IF,999492657,DR,Nitzan,Nitzan Rimon-Zarfaty,Rimon-Zarfaty
749899,REGAIN,MSCA-IF,99997562,DR,Loris,Loris SERVILLO,SERVILLO
749909,AFFINITY,MSCA-IF,999847677,DR,Lorenzo,Lorenzo Bianchi,Bianchi
749910,MONSTAA,MSCA-IF,986094144,DR,Christopher,Christopher HULATT,HULATT
749910,MONSTAA,MSCA-IF,998222927,DR,Christopher,Christopher HULATT,HULATT
749919,SupramolecularWires,MSCA-IF,999977269,DR,Miguel Angel,Miguel Angel ALEMAN GARCIA,ALEMAN GARCIA
749924,OceanModes,MSCA-IF,99946734,DR,Antoine,Antoine HOCHET,HOCHET
749924,OceanModes,MSCA-IF,999902676,DR,Antoine,Antoine HOCHET,HOCHET
749926,MITODYN,MSCA-IF,999977172,DR,Vincent,Vincent PAUPE,PAUPE
749932,IMMUNO-RQC,MSCA-IF,999990267,DR,Debora,Debora BROCH TRENTINI SCHMIDT,BROCH TRENTINI SCHMIDT
749944,MUTAnTS,MSCA-IF,97511646,DR,Marco,Marco RIBEZZI CRIVELLARI,RIBEZZI CRIVELLARI
749949,WhiteShift,MSCA-IF,909875521,DR,Griet,Griet NEUKERMANS,NEUKERMANS
749949,WhiteShift,MSCA-IF,999986193,DR,Griet,Griet NEUKERMANS,NEUKERMANS
749952,ORFORCREA,MSCA-IF,999641746,DR,Sarali,Sarali GINTSBURG,GINTSBURG
749962,THOT,MSCA-IF,999907526,DR,Andres,Andres MOYA,MOYA
749965,RoyalCities,MSCA-IF,999866883,MS,Shana,Shana ZAIA,ZAIA
749971,HyQuIP,MSCA-IF,999990946,DR,Ali,Ali ELSHAARI,ELSHAARI
749973,SENSHOR,MSCA-IF,94973544,DR,chloe,chloe GRAZON,GRAZON
749973,SENSHOR,MSCA-IF,999522145,DR,chloe,chloe GRAZON,GRAZON
749978,MATESI,MSCA-IF,99984758,DR,Hadi,Hadi Rahemi,Rahemi
749988,ViMoAct,MSCA-IF,99997562,DR,Jakub,Jakub LIMANOWSKI,LIMANOWSKI
749990,ZNEOPSIN_II,MSCA-IF,99997562,DR,Águeda Jimena,Águeda Jimena MARTÍN ROBLES,MARTÍN ROBLES
749996,CARBOFLU,MSCA-IF,999985805,DR,Victor,Victor Somovilla,Somovilla
750015,SpecIAnt,MSCA-IF,999994535,DR,Jonna,Jonna KULMUNI,KULMUNI
750017,QUESCA,MSCA-IF,999995893,DR,Georgios,Georgios VASILAKIS,VASILAKIS
750026,HumanUniqueness,MSCA-IF,99999211,DR,Katherine,Katherine BRYANT,BRYANT
750030,INIMUD,MSCA-IF,967498371,DR,Julie,Julie CHESNÉ,CHESNÉ
750035,ReXeG,MSCA-IF,999518362,DR,Nerea,Nerea MARTIN-PINTADO,MARTIN-PINTADO
750055,DESYNE,MSCA-IF,999979015,DR,Daniel,Daniel DÜRING,DÜRING
750063,IAUVcontrol,MSCA-IF,999895983,DR,Patryk,Patryk Cieślak,Cieślak
750076,INWELCHAV,MSCA-IF,99998629,DR,Ov Cristian,Ov Cristian NOROCEL,NOROCEL
750086,Aural Paris,MSCA-IF,999510117,DR,Lola,Lola SAN MARTIN,SAN MARTIN
750088,ARTENGINE,MSCA-IF,999978724,DR,Eva,Eva SLESINGEROVA,SLESINGEROVA
750092,NpQFT-NEq,MSCA-IF,999985805,DR,Axel,Axel CORTES CUBERO,CORTES CUBERO
750104,RESOURCE,MSCA-IF,997459052,DR,Meritxell,Meritxell Gros,Gros
750114,MuSCel Genome,MSCA-IF,95185392,DR,Jennifer,Jennifer HARR,HARR
750126,CH4BioVal,MSCA-IF,999862809,DR,Sergio,Sergio BORDEL VELASCO,BORDEL VELASCO
750129,ESSEVOL,MSCA-IF,999993468,DR,Alejandro,Alejandro COUCE,COUCE
750147,V-ChiralSpin,MSCA-IF,99946734,DR,Kévin,Kévin FRANKE,FRANKE
750147,V-ChiralSpin,MSCA-IF,999975426,DR,Kévin,Kévin FRANKE,FRANKE
750156,DEMODA,MSCA-IF,999974456,DR,teresa,teresa LOSADA,LOSADA
750169,SELFCONTROLHEALTH,MSCA-IF,999974359,DR,Michael,Michael DALY,DALY
750180,ONCOGENEVOL,MSCA-IF,99999793,DR,Anouk,Anouk WILLEMSEN,WILLEMSEN
750181,COEXIST,MSCA-IF,921997417,DR,Aodh,Aodh O CONNOR,O CONNOR
750190,CRISTONE,MSCA-IF,962364452,DR,Claudia,Claudia SIMOES AVELLO,SIMOES AVELLO
750190,CRISTONE,MSCA-IF,99997465,DR,Claudia,Claudia SIMOES AVELLO,SIMOES AVELLO
750195,ADVaNCE,MSCA-IF,993226069,DR,Tatyana,Tatyana Doktorova,Doktorova
750199,TRAVELLING SOUNDS,MSCA-IF,999991043,DR,Carla J.,Carla J. MAIER,MAIER
750200,NUMELAT,MSCA-IF,999842924,DR,Maria Elena,Maria Elena Miletto Petrazzini,Miletto Petrazzini
750200,NUMELAT,MSCA-IF,999847677,DR,Maria Elena,Maria Elena Miletto Petrazzini,Miletto Petrazzini
750240,DIGEST,MSCA-IF,999518362,DR,Casper,Casper VAN LEEUWEN,VAN LEEUWEN
750242,MOOC_DaSI,MSCA-IF,999466467,DR,Valentina,Valentina GOGLIO,GOGLIO
750242,MOOC_DaSI,MSCA-IF,999861936,DR,Valentina,Valentina GOGLIO,GOGLIO
750248,GlycoNanoPep,MSCA-IF,999829635,DR,Alejandro,Alejandro MÉNDEZ ARDOY,MÉNDEZ ARDOY
750249,AGG-REST-WEB,MSCA-IF,99984564,DR,Amandine,Amandine ERKTAN,ERKTAN
750252,StoiCa,MSCA-IF,998880005,DR,Sara,Sara Marañón Jiménez,Marañón Jiménez
750253,SynPCP,MSCA-IF,999997833,DR,Jennifer,Jennifer STANIC,STANIC
750254,ENVISION,MSCA-IF,99997562,DR,Eirina,Eirina Bourtsoulatze,Bourtsoulatze
750259,RECREPEMLE,MSCA-IF,999974165,DR,Jeziel Dener,Jeziel Dener Damasceno,Damasceno
750263,DICTUM,MSCA-IF,999974456,DR,Jens Kristian,Jens Kristian LARSEN,LARSEN
750270,EGYPTOMICS,MSCA-IF,999991043,DR,Clara,Clara GRANZOTTO,GRANZOTTO
750280,FimH-Mech,MSCA-IF,99999793,DR,Eva-Maria,Eva-Maria KRAMMER,KRAMMER
750294,NAPANODE,MSCA-IF,999977172,DR,Lauren,Lauren MARBELLA,MARBELLA
750296,CaraSlug,MSCA-IF,990476022,DR,Inga,Inga Reich,Reich
750296,CaraSlug,MSCA-IF,999978045,DR,Inga,Inga Reich,Reich
750326,GENDEMOTION,MSCA-IF,999974359,DR,Clara,Clara FISCHER,FISCHER
750335,ENDODEP,MSCA-IF,99997465,DR,Louise,Louise COUTON,COUTON
750345,METCLL,MSCA-IF,999836134,DR,Ronan,Ronan CHALIGNE,CHALIGNE
750345,METCLL,MSCA-IF,999896759,DR,Ronan,Ronan CHALIGNE,CHALIGNE
750346,MIDxPRO,MSCA-IF,999866592,DR,Tuba,Tuba YILMAZ ABDOLSAHEB,YILMAZ ABDOLSAHEB
750348,CPR,MSCA-IF,999997736,DR,David,David PARKER,PARKER
750353,BioTec,MSCA-IF,999974553,DR,Andreas,Andreas RIEDO,RIEDO
750368,STARFISH DNA,MSCA-IF,99983982,DR,Katerina,Katerina Duskova,Duskova
750378,PATECH,MSCA-IF,999991334,DR,Veiko,Veiko LEMBER,LEMBER
750379,SYMBODIN,MSCA-IF,999974456,DR,Jan,Jan KOZAK,KOZAK
750391,SINMOF,MSCA-IF,999991334,DR,Francisco Cristobal,Francisco Cristobal GARCÍA CIRUJANO,GARCÍA CIRUJANO
750395,NeuroModSense,MSCA-IF,999977851,DR,Pradeep,Pradeep LAL,LAL
750403,INFLAMM-ALZ,MSCA-IF,999981925,DR,Sulayman,Sulayman Mourabit,Mourabit
750405,RE-mapping,MSCA-IF,999995602,MRS,VICTORIA,VICTORIA KONIDARI,KONIDARI
750408,GendeResearchIreland,MSCA-IF,999975717,DR,Monica,Monica O'MULLANE,O'MULLANE
750409,RTKPalm,MSCA-IF,999993468,MR,Marc,Marc Baggelaar,Baggelaar
750420,DARWIN,MSCA-IF,897379108,DR,Antonio Miguel,Antonio Miguel CARAVACA AGUIRRE,CARAVACA AGUIRRE
750420,DARWIN,MSCA-IF,924833212,DR,Antonio Miguel,Antonio Miguel CARAVACA AGUIRRE,CARAVACA AGUIRRE
750429,SICK OF NOISE,MSCA-IF,999479077,DR,Alexandre,Alexandre BUDRIA,BUDRIA
750429,SICK OF NOISE,MSCA-IF,999624092,DR,Alexandre,Alexandre BUDRIA,BUDRIA
750443,HotPolitics,MSCA-IF,996564033,DR,Bert,Bert BAKKER,BAKKER
750443,HotPolitics,MSCA-IF,999985708,DR,Bert,Bert BAKKER,BAKKER
750444,WELCOME-UNIVERSITY,MSCA-IF,999981052,DR,Germán,Germán FERNANDEZ VAVRIK,FERNANDEZ VAVRIK
750445,RF-MAFS,MSCA-IF,999865234,DR,Javier,Javier Alonso,Alonso
750447,GEMS,MSCA-IF,999974165,DR,Simon,Simon EGAN,EGAN
750455,NanoLabels,MSCA-IF,999907526,DR,Peng,Peng Zhang,Zhang
750459,BrainPredictDynamics,MSCA-IF,999621376,DR,Ryszard,Ryszard AUKSZTULEWICZ,AUKSZTULEWICZ
750459,BrainPredictDynamics,MSCA-IF,999990267,DR,Ryszard,Ryszard AUKSZTULEWICZ,AUKSZTULEWICZ
750460,ISONEO,MSCA-IF,99986601,DR,Jonathan,Jonathan Santana-Cabrera,Santana-Cabrera
750464,REBoT,MSCA-IF,952948565,DR,Dalia,Dalia DE SANTIS,DE SANTIS
750464,REBoT,MSCA-IF,999596447,DR,Dalia,Dalia DE SANTIS,DE SANTIS
750469,AS-CELLEXPAND,MSCA-IF,999455894,DR,Guiomar,Guiomar MARTÍN MATAS,MARTÍN MATAS
750478,MOBER,MSCA-IF,999473742,DR,Antonio,Antonio GALVAO,GALVAO
750483,EUROFRONT,MSCA-IF,999995893,DR,Rebecca,Rebecca SEIFRIED,SEIFRIED
750491,TESTINF,MSCA-IF,99999793,DR,Vincent,Vincent VENNIN,VENNIN
750492,COMPEL,MSCA-IF,998403929,DR,Mary,Mary O'KEEFFE,O'KEEFFE
750492,COMPEL,MSCA-IF,999809071,DR,Mary,Mary O'KEEFFE,O'KEEFFE
750495,2GENRETURN,MSCA-IF,999882403,DR,Ruth,Ruth CHEUNG JUDGE,CHEUNG JUDGE
750495,2GENRETURN,MSCA-IF,99997562,DR,Ruth,Ruth CHEUNG JUDGE,CHEUNG JUDGE
750511,BIOPADE,MSCA-IF,99842556,DR,Matthieu,Matthieu DUSSAUZE,DUSSAUZE
750523,ResQu,MSCA-IF,909875521,DR,Shane,Shane MANSFIELD,MANSFIELD
750523,ResQu,MSCA-IF,999986193,DR,Shane,Shane MANSFIELD,MANSFIELD
750527,JTIM,MSCA-IF,999974262,DR,Jia,Jia Tian,Tian
750528,funcSOFI-PD,MSCA-IF,999973971,DR,Kristin,Kristin GRUSSMAYER,GRUSSMAYER
750531,COGNAC,MSCA-IF,951414122,DR,Juana M,Juana M Delgado,Delgado
750533,FluMToGaC,MSCA-IF,999588978,DR,Amandine,Amandine cadiau,cadiau
750553,RURECO,MSCA-IF,999993662,DR,Josselin,Josselin ROUILLARD,ROUILLARD
750556,UNREP,MSCA-IF,954530344,DR,Anthony,Anthony KEVINS,KEVINS
750556,UNREP,MSCA-IF,999985805,DR,Anthony,Anthony KEVINS,KEVINS
750557,MECHADIAN,MSCA-IF,99952845,DR,Juan Francisco,Juan Francisco ABENZA MARTÍNEZ,ABENZA MARTÍNEZ
750559,juliaeconometrics,MSCA-IF,999976396,DR,Simon,Simon Broda,Broda
750564,EXCITING-CT,MSCA-IF,999990946,DR,Joakim,Joakim DA SILVA,DA SILVA
750570,TEAM-Coast,MSCA-IF,999511572,DR,Johan,Johan Pansu,Pansu
750570,TEAM-Coast,MSCA-IF,99999793,DR,Johan,Johan Pansu,Pansu
750579,GOTBONE,MSCA-IF,999981925,DR,Thomas,Thomas Funck-Brentano,Funck-Brentano
750587,BioRail,MSCA-IF,999911309,DR,Afshin,Afshin Asadi,Asadi
750596,CoPOWER,MSCA-IF,999823912,DR,Elisa,Elisa PEREGO,PEREGO
750600,NAROBAND,MSCA-IF,999619436,DR,Sotirios,Sotirios CHRISTODOULOU,CHRISTODOULOU
750601,CLIMB,MSCA-IF,999892588,DR,Kho,Kho Kiang Wei,Kiang Wei
750602,UFICS-QRNG,MSCA-IF,999958548,DR,Davide Giacomo,Davide Giacomo MARANGON,MARANGON
750611,INSPIRING-SNI,MSCA-IF,999828859,DR,Miquel,Miquel GARRICH ALABARCE,GARRICH ALABARCE
750618,VRAASP,MSCA-IF,999452208,DR,Kristina,Kristina WOLFE,WOLFE
750621,StressEBOV,MSCA-IF,999981052,DR,Kristina,Kristina SCHIERHORN,SCHIERHORN
750624,Repro_organoid,MSCA-IF,994850722,DR,Andrea,Andrea GAMIR,GAMIR
750627,MadbaM,MSCA-IF,999980664,DR,Michele,Michele LUCENTE,LUCENTE
750640,GaTHeR,MSCA-IF,999991722,DR,Celine,Celine CAMUS,CAMUS
750642,PHOTO_IMS,MSCA-IF,99990384,DR,Neville,Neville Coughlan,Coughlan
750669,FOUNDATION,MSCA-IF,999872703,DR,Amey,Amey REDKAR,REDKAR
750673,MMXVI,MSCA-IF,99997562,DR,David,David ALBRECHT,ALBRECHT
750677,PEROPTO,MSCA-IF,999977172,DR,YUELONG,YUELONG LI,LI
750682,GYSIART,MSCA-IF,99946734,DR,Matteo,Matteo Bertelé,Bertelé
750682,GYSIART,MSCA-IF,999897341,DR,Matteo,Matteo Bertelé,Bertelé
750686,CylcoRu4PACT,MSCA-IF,999974553,DR,Aleksandar,Aleksandar SAVIC,SAVIC
750688,SAMNets,MSCA-IF,999974359,DR,Oleksii,Oleksii Rukhlenko,Rukhlenko
750689,HIPPOCRATE,MSCA-IF,999978433,DR,Vasiliki,Vasiliki ANAGNOSTATOU,ANAGNOSTATOU
750690,GASAC,MSCA-IF,986317632,DR,Anna,Anna GUTOWSKA,GUTOWSKA
750700,LakeMP,MSCA-IF,998124569,DR,Annie,Annie CHALIFOUR,CHALIFOUR
750706,MEMORISING,MSCA-IF,999986387,DR,Leslie,Leslie ZUBIETA CALVERT,ZUBIETA CALVERT
750733,ESPSI,MSCA-IF,999884246,DR,Maria,Maria JANEBO,JANEBO
750745,POLARGOV,MSCA-IF,999975426,MS,Daniela,Daniela PORTELLA SAMPAIO,PORTELLA SAMPAIO
750747,CONVGENOMS,MSCA-IF,99992712,MS,Marcela,Marcela ULIANO DA SILVA,ULIANO DA SILVA
750764,FireCracker,MSCA-IF,999976881,MR,Hailong,Hailong YE,YE
750766,MELCA,MSCA-IF,999841469,MR,Hugo,Hugo DARRAS,DARRAS
750772,DropContEvo,MSCA-IF,999977172,DR,Tomasz,Tomasz KAMIŃSKI,KAMIŃSKI
750777,SQALE,MSCA-IF,999991043,DR,Malcolm,Malcolm CONNOLLY,CONNOLLY
750779,COEXIST,MSCA-IF,999979015,DR,Andrew,Andrew LETTEN,LETTEN
750795,BIOFERTICELLULASER,MSCA-IF,99984661,DR,Paula,Paula GARCIA FRAILE,GARCIA FRAILE
750801,ENERGSYNTISSUE,MSCA-IF,99998435,DR,Juan,Juan Liu,Liu
750802,El_CapiTun,MSCA-IF,999973971,DR,Hervé,Hervé ELETTRO,ELETTRO
750807,SunDROPS,MSCA-IF,999895789,DR,Diego,Diego COMPARINI,COMPARINI
750812,MSCFate,MSCA-IF,999907914,DR,Marion,Marion SALVADOR,SALVADOR
750814,LITMUS,MSCA-IF,950534235,DR,Lynnsey,Lynnsey WEISSENBERGER,WEISSENBERGER
750832,Trust Radius,MSCA-IF,999985708,DR,Wahideh,Wahideh ACHBARI,ACHBARI
750833,USLAMISM,MSCA-IF,986070476,DR,Mohamed-Ali,Mohamed-Ali ADRAOUI,ADRAOUI
750833,USLAMISM,MSCA-IF,999861063,DR,Mohamed-Ali,Mohamed-Ali ADRAOUI,ADRAOUI
750835,InsiliCardio,MSCA-IF,99946734,DR,Christoph,Christoph AUGUSTIN,AUGUSTIN
750835,InsiliCardio,MSCA-IF,999836231,DR,Christoph,Christoph AUGUSTIN,AUGUSTIN
750838,MOSK,MSCA-IF,99946734,DR,Benjamin,Benjamin MOSK,MOSK
750838,MOSK,MSCA-IF,999977172,DR,Benjamin,Benjamin MOSK,MOSK
750848,Art and Ethics,MSCA-IF,999975329,DR,Nils-Hennes,Nils-Hennes STEAR,STEAR
750857,CombLimit,MSCA-IF,998078979,DR,Endre,Endre CSOKA,CSOKA
750860,MIND THE GUT,MSCA-IF,998096827,DR,María Ainara,María Ainara SISTIAGA GUTIÉRREZ,SISTIAGA GUTIÉRREZ
750860,MIND THE GUT,MSCA-IF,999991043,DR,María Ainara,María Ainara SISTIAGA GUTIÉRREZ,SISTIAGA GUTIÉRREZ
750865,CDSANAB,MSCA-IF,999993468,DR,Gabriel,Gabriel FUHRMANN,FUHRMANN
750866,HOU-DUAL,MSCA-IF,999991334,DR,Rowan,Rowan ARUNDEL,ARUNDEL
750871,HGRF-IFIC,MSCA-IF,999953019,DR,Daniel,Daniel ESPERANTE,ESPERANTE
750884,NETBIO-GE,MSCA-IF,999981052,DR,Eugenio,Eugenio ABELA,ABELA
750885,GENERALIZED,MSCA-IF,999986484,DR,Roberto,Roberto RUBIO NÚÑEZ,RUBIO NÚÑEZ
750886,SMuPhoS,MSCA-IF,99999793,DR,Juan,Juan LOREDO,LOREDO
750887,PLANAGE,MSCA-IF,999902385,DR,Giovanni,Giovanni BERNARDINI,BERNARDINI
750901,ABISSE,MSCA-IF,985804405,DR,François,François SOUBIRAN,SOUBIRAN
750904,GLAZE,MSCA-IF,999835843,DR,Carmen,Carmen Ting,Ting
750905,CerQUIT,MSCA-IF,999994826,DR,Nathan,Nathan WALK,WALK
750907,IN-PLANTO_CUES,MSCA-IF,999651931,DR,Kai Xun,Kai Xun CHAN,CHAN
750917,UPRECON,MSCA-IF,998829274,DR,Piotr,Piotr HANCZYC,HANCZYC
750917,UPRECON,MSCA-IF,999572294,DR,Piotr,Piotr HANCZYC,HANCZYC
750920,Filaments to stars,MSCA-IF,897379108,DR,Jean-Francois,Jean-Francois ROBITAILLE,ROBITAILLE
750920,Filaments to stars,MSCA-IF,924833212,DR,Jean-Francois,Jean-Francois ROBITAILLE,ROBITAILLE
750928,Brain_stability,MSCA-IF,99998435,DR,Mary,Mary THOMPSON,THOMPSON
750929,WHIPCAT,MSCA-IF,999907526,DR,Ravi Kumar,Ravi Kumar BIROJU,BIROJU
750935,CANT,MSCA-IF,99822574,DR,John,John MCGUIRE,MCGUIRE
750935,CANT,MSCA-IF,999974359,DR,John,John MCGUIRE,MCGUIRE
750937,ADAPTOMICS,MSCA-IF,999642037,DR,Nathan,Nathan Kenny,Kenny
750947,BIREHAB,MSCA-IF,999973971,DR,fiorenzo,fiorenzo ARTONI,ARTONI
750955,SELFIEv2.0,MSCA-IF,99946734,DR,Pawel,Pawel Tacikowski,Tacikowski
750955,SELFIEv2.0,MSCA-IF,99997853,DR,Pawel,Pawel Tacikowski,Tacikowski
750961,FinNet,MSCA-IF,89567346,DR,Dimitri,Dimitri MARINELLI,MARINELLI
750961,FinNet,MSCA-IF,917366734,DR,Dimitri,Dimitri MARINELLI,MARINELLI
750969,Womenswriting,MSCA-IF,999845252,DR,Kathleen,Kathleen Miller,Miller
750969,Womenswriting,MSCA-IF,999992013,DR,Kathleen,Kathleen Miller,Miller
750971,KISS ME,MSCA-IF,99999793,DR,Angel,Angel Arevalo Lopez,Arevalo Lopez
750973,TANTUMorNEUVACCINE,MSCA-IF,996333755,DR,Mauro,Mauro DI PILATO,DI PILATO
750973,TANTUMorNEUVACCINE,MSCA-IF,99946055,DR,Mauro,Mauro DI PILATO,DI PILATO
750985,MCIATTP,MSCA-IF,998959642,DR,David,David NIETO SIMAVILLA,NIETO SIMAVILLA
750996,INSPirAUTOR,MSCA-IF,999991722,DR,inmaculada,inmaculada COUSO,COUSO
750999,FIT-UTI,MSCA-IF,905130378,DR,Sisi,Sisi LI,LI
750999,FIT-UTI,MSCA-IF,954636462,DR,Sisi,Sisi LI,LI
751016,VLS-QPP,MSCA-IF,998096827,DR,Jacques,Jacques CAROLAN,CAROLAN
751016,VLS-QPP,MSCA-IF,999991043,DR,Jacques,Jacques CAROLAN,CAROLAN
751019,PROFOLIG,MSCA-IF,99999793,DR,Saireddy,Saireddy POST,POST
751039,UNREDE,MSCA-IF,950098317,DR,Emanuel,Emanuel SANZ-LUQUE,SANZ-LUQUE
751039,UNREDE,MSCA-IF,999872703,DR,Emanuel,Emanuel SANZ-LUQUE,SANZ-LUQUE
751047,SuperSpinHyMol,MSCA-IF,999990267,DR,José J.,José J. BALDOVÍ,BALDOVÍ
751052,VegWaMus CirCrop,MSCA-IF,953755993,DR,Agnieszka,Agnieszka JASIŃSKA,JASIŃSKA
751061,PolyVac,MSCA-IF,99999793,DR,Sofia,Sofia CARIDADE,CARIDADE
751062,GAMODRONE,MSCA-IF,999973971,DR,Giuseppe,Giuseppe COCCO,COCCO
751066,Pharynx2016,MSCA-IF,999923434,DR,David,David JANDZIK,JANDZIK
751085,LIVERZAP,MSCA-IF,999991043,DR,Charlotte Sophie Louise,Charlotte Sophie Louise Bailey,Bailey
751089,PHOTON-NeuroCom,MSCA-IF,999997736,DR,Hooman,Hooman FARKHANI,FARKHANI
751103,GOSSAN,MSCA-IF,999642037,DR,Licia,Licia SANTORO,SANTORO
751121,DNA NANO MAP,MSCA-IF,999973971,DR,Jochem,Jochem DEEN,DEEN
751125,MORPHOLITHEX,MSCA-IF,997927853,MS,Tamara,Tamara DOGANDZIC,DOGANDZIC
751125,MORPHOLITHEX,MSCA-IF,999990267,MS,Tamara,Tamara DOGANDZIC,DOGANDZIC
751131,Road Diplomacy,MSCA-IF,999978433,MR,Galen,Galen MURTON,MURTON
751150,POLY-WITTIG,MSCA-IF,999907526,DR,Josh,Josh Worch,Worch
751150,POLY-WITTIG,MSCA-IF,999976784,DR,Josh,Josh Worch,Worch
751159,SRec BIPV,MSCA-IF,999981149,DR,Patrizio,Patrizio Manganiello,Manganiello
751164,GeoInSight,MSCA-IF,999902579,MS,Lu,Lu PAN,PAN
751175,SmartMOFs,MSCA-IF,9999795,DR,Khaled,Khaled Hassanein,Hassanein
751198,BALTIC KLEMS,MSCA-IF,99731491,MS,Toma,Toma Lankauskienė,Lankauskienė
751204,Epi-Somaclone,MSCA-IF,999990267,DR,Anjar,Anjar WIBOWO,WIBOWO
751216,RoNDBioCan,MSCA-IF,999902579,DR,Anne-Laure,Anne-Laure HUBER,HUBER
751216,RoNDBioCan,MSCA-IF,999997833,DR,Anne-Laure,Anne-Laure HUBER,HUBER
751236,REBUILD,MSCA-IF,99999793,DR,Nuno,Nuno LUIS,LUIS
751249,GlucoTear,MSCA-IF,999882985,DR,Wycliffe,Wycliffe KIPNUSU,KIPNUSU
751250,ThReDS,MSCA-IF,999867077,DR,Aurelie,Aurelie HERBELOT,HERBELOT
751255,NANODRIVE,MSCA-IF,999866107,DR,Barbara,Barbara CAPONE,CAPONE
751257,ColoFILM,MSCA-IF,999980664,DR,Neha,Neha SHRESTHA,SHRESTHA
751267,SAREE,MSCA-IF,998096536,DR,deborah,deborah NADAL,NADAL
751267,SAREE,MSCA-IF,999974165,DR,deborah,deborah NADAL,NADAL
751277,DEBBIE,MSCA-IF,999976202,DR,Osnat,Osnat HAKIMI,HAKIMI
751281,CATRATS,MSCA-IF,99998435,DR,Lin,Lin Zhang,Zhang
751284,Cetacean Inner Ear,MSCA-IF,999997833,DR,Maria,Maria MORELL YBARZ,MORELL YBARZ
751294,ReconTEP,MSCA-IF,999853594,DR,Eline,Eline VANASSCHE,VANASSCHE
751311,GRAPES,MSCA-IF,917519994,DR,Carmelo,Carmelo EVOLI,EVOLI
751339,TPANN,MSCA-IF,968654417,DR,Thomas,Thomas Preusser,Preusser
