projectRcn,projectID,participationId,projectAcronym,role,id,name,WikiOrganization,shortName,activityType,endOfParticipation,ecContribution,country,WikiCountry,street,WikiStreet,city,WikiCity,postCode
198759,678563,678563999896759,EPOCH28,coordinator,999896759,Maria Sklodowska-Curie National Research Institute of Oncology,http://www.wikidata.org/entity/Q1054401,CUR,REC,false,150000,France,http://www.wikidata.org/entity/Q142,rue d'Ulm 26,,Paris,https://www.wikidata.org/entity/Q90,75231
201711,717525,717525933100522,OMIS,coordinator,933100522,TUMOUR TRACE LTD,,Tumour Trace,PRC,false,50000,United Kingdom,http://www.wikidata.org/entity/Q145,MEDICITY D6 BUILDING WEST THANE ROAD,,Nottingham,https://www.wikidata.org/entity/Q41262,NG90 6BH
200578,702428,702428999813339,LDC4PCaTher,coordinator,999813339,Instituto de Medicina Molecular,http://www.wikidata.org/entity/Q10302897,iMM,REC,false,160635.6,Portugal,http://www.wikidata.org/entity/Q45,AVENIDA PROF EGAS MONIZ,,Lisbon,https://www.wikidata.org/entity/Q597,1649 028
213386,757397,757397999528450,NANOSTORM,participant,999528450,FUNDACIO INSTITUT DE BIOENGINYERIA DE CATALUNYA,,IBEC,REC,false,260000,Spain,http://www.wikidata.org/entity/Q29,CARRER BALDIRI REIXAC PLANTA 2A 10-12,,Barcelona,https://www.wikidata.org/entity/Q1492,08028
213386,757397,757397999977269,NANOSTORM,coordinator,999977269,Eindhoven University of Technology,http://www.wikidata.org/entity/Q280824,TUe,HES,false,1237588,Netherlands,http://www.wikidata.org/entity/Q55,GROENE LOPER 3,,Eindhoven,https://www.wikidata.org/entity/Q9832,5612 AE
219872,837601,837601906005027,CancerQR,coordinator,906005027,PATTERN BIOSCIENCES AG,,PatternBio,PRC,false,50000,Switzerland,http://www.wikidata.org/entity/Q39,MATTENSTRASSE 26,,Basel,https://www.wikidata.org/entity/Q78,4058
218158,785917,785917999997833,PML-THERAPY,coordinator,999997833,Institut national de la santé et de la recherche médicale,http://www.wikidata.org/entity/Q1474517,INSERM,REC,false,2400000,France,http://www.wikidata.org/entity/Q142,RUE DE TOLBIAC 101,,Paris,https://www.wikidata.org/entity/Q90,75654
218158,785917,785917998331082,PML-THERAPY,participant,998331082,American University of Beirut,http://www.wikidata.org/entity/Q469482,AUB,HES,false,100000,Luxembourgish,http://www.wikidata.org/entity/Q9051,46th Street – Bliss Street,https://www.wikidata.org/entity/Q2328273,Beirut,https://www.wikidata.org/entity/Q3820,1107 2020
200480,678316,678316999901609,OptiQ-CanDo,coordinator,999901609,Tel Aviv University,http://www.wikidata.org/entity/Q319239,TAU,HES,false,1916250,Israel,http://www.wikidata.org/entity/Q801,Ramat Aviv Mall,https://www.wikidata.org/entity/Q12066847,Tel Aviv,https://www.wikidata.org/entity/Q33935,69978
230936,955575,955575897602402,T-OP,participant,897602402,MILTENYI BIOTEC BV & CO KG,,Miltenyi BV&CO,PRC,false,252788.4,Germany,http://www.wikidata.org/entity/Q183,Mietshaus Friedrich-Ebert-Straße 68,https://www.wikidata.org/entity/Q49236077,Bergisch Gladbach,https://www.wikidata.org/entity/Q3117,51429
230936,955575,955575999654744,T-OP,participant,999654744,Region Hovedstadens Psykiatri,http://www.wikidata.org/entity/Q7308965,REGIONH,PUB,false,595044,Denmark,http://www.wikidata.org/entity/Q35,KONGENS VAENGE 2,,Hillerød,https://www.wikidata.org/entity/Q27425,3400
230936,955575,955575999978433,T-OP,coordinator,999978433,LUDWIGMAXIMILIANSUNIVERSITAET MUENCHEN,,LMU MUENCHEN,HES,false,758365.2,Germany,http://www.wikidata.org/entity/Q183,Neucoswig Geschwister-Scholl-Platz 1,https://www.wikidata.org/entity/Q49371164,Munich,https://www.wikidata.org/entity/Q1726,80539
230936,955575,955575999997833,T-OP,participant,999997833,Institut national de la santé et de la recherche médicale,http://www.wikidata.org/entity/Q1474517,INSERM,REC,false,274802.04,France,http://www.wikidata.org/entity/Q142,RUE DE TOLBIAC 101,,Paris,https://www.wikidata.org/entity/Q90,75654
230936,955575,955575998217301,T-OP,participant,998217301,Paul Ehrlich Institute,http://www.wikidata.org/entity/Q1476836,PEI,PUB,false,252788.4,Germany,http://www.wikidata.org/entity/Q183,PAUL-EHRLICH-STRASSE 51-59,,Langen,https://www.wikidata.org/entity/Q14932,63225
230936,955575,955575999907914,T-OP,participant,999907914,University of Basel,http://www.wikidata.org/entity/Q372608,UNIBAS,HES,false,281276.64,Switzerland,http://www.wikidata.org/entity/Q39,Petersplatz 6,https://www.wikidata.org/entity/Q41259061,Basel,https://www.wikidata.org/entity/Q78,4051
230936,955575,955575934508186,T-OP,participant,934508186,RESEARCH FUND OF THE HADASSAH MEDICAL ORGANIZATION (R.A),,RFHMO,REC,false,263500.92,Israel,http://www.wikidata.org/entity/Q801,KIRYAT HADASSAH EIN KAREM,,Jerusalem,https://www.wikidata.org/entity/Q1218,91120
230936,955575,955575919322739,T-OP,participant,919322739,STICHTING VUMC,,STICHTING VUMC,REC,false,265619.88,Netherlands,http://www.wikidata.org/entity/Q55,DE BOELELAAN 1117,,Amsterdam,https://www.wikidata.org/entity/Q727,1081 HV
230936,955575,955575999990655,T-OP,participant,999990655,Technical University of Denmark,http://www.wikidata.org/entity/Q1269766,DTU,HES,false,297522,Denmark,http://www.wikidata.org/entity/Q35,ANKER ENGELUNDSVEJ 1 BYGNING 101 A,,Kongens Lyngby,https://www.wikidata.org/entity/Q2239,2800
230936,955575,955575897067059,T-OP,participant,897067059,UNIVERSITE PARISSACLAY,,UPSud,HES,false,274802.04,France,http://www.wikidata.org/entity/Q142,IMMEUBLE TECHNOLOGIQUE ENTREE B RTE DE L ORME AUX MERISIERS,,Saint-Aubin,https://www.wikidata.org/entity/Q3080505,91190
230936,955575,955575972457690,T-OP,participant,972457690,IMMETACYTE LIMITED,,IMM,PRC,false,303172.56,United Kingdom,http://www.wikidata.org/entity/Q145,HAWTHORN LANE 34 HEALD COURT 3,,Wilmslow Show,https://www.wikidata.org/entity/Q8022859,SK9 5DG
230936,955575,955575893775946,T-OP,participant,893775946,ROCHE GLYCART AG,,Roche Glycart AG,PRC,false,281276.64,Switzerland,http://www.wikidata.org/entity/Q39,WAGISTRASSE 10,,Schlieren,https://www.wikidata.org/entity/Q69148,8952
197359,673077,673077938213489,BLACANDI,coordinator,938213489,GENOMIC EXPRESSION APS,,GEx,PRC,false,50000,Denmark,http://www.wikidata.org/entity/Q35,BORGSKRIVERVEJ 3 2 TH,,KOBENHAVN NV,,2400
217720,815686,815686918344785,ColonScan,coordinator,918344785,UNIVERSAL DIAGNOSTICS SL,,UDX,PRC,false,50000,Spain,http://www.wikidata.org/entity/Q29,AVENIDA REINA MERCEDES SN EDIFICIO CELESTINO MUTIS CITIUS II,,Seville,https://www.wikidata.org/entity/Q8717,41012
208919,747297,747297999977172,QAPs,coordinator,999977172,THE CHANCELLOR MASTERS AND SCHOLARSOF THE UNIVERSITY OF CAMBRIDGE,,UCAM,HES,false,183454.8,United Kingdom,http://www.wikidata.org/entity/Q145,TRINITY LANE THE OLD SCHOOLS,,Cambridge,https://www.wikidata.org/entity/Q350,CB2 1TN
209631,751216,751216999997833,RoNDBioCan,coordinator,999997833,Institut national de la santé et de la recherche médicale,http://www.wikidata.org/entity/Q1474517,INSERM,REC,false,173076,France,http://www.wikidata.org/entity/Q142,RUE DE TOLBIAC 101,,Paris,https://www.wikidata.org/entity/Q90,75654
209631,751216,751216999902579,RoNDBioCan,participant,999902579,Claude Bernard University Lyon 1,http://www.wikidata.org/entity/Q4032,UCBL,HES,true,,France,http://www.wikidata.org/entity/Q142,BOULEVARD DU 11 NOVEMBRE 1918 NUM43,,Villeurbanne,https://www.wikidata.org/entity/Q582,69622
197455,683658,683658952161119,LIFEOMEGA,coordinator,952161119,SOLUTEX GC SL,,SOLUTEX,PRC,false,50000,Spain,http://www.wikidata.org/entity/Q29,CTR DE BARAJAS 24 3-4 PARQUE EMPRESARIAL OMEGA EDIFICIO GAMMA,,Alcobendas,https://www.wikidata.org/entity/Q487679,28108
193292,634486,634486911633161,INMARE,participant,911633161,SEASCAPE BELGIUM,,SSBE,PRC,false,79231.98,Belgium,http://www.wikidata.org/entity/Q31,KINDERMANSSTRAAT 14 BUS 19,,Brussels,https://www.wikidata.org/entity/Q239,1000
193292,634486,634486999856116,INMARE,participant,999856116,HEINRICHHEINEUNIVERSITAET DUESSELDORF,,UDUS,HES,false,345000,Germany,http://www.wikidata.org/entity/Q183,UNIVERSITAETSSTRASSE 1,,Düsseldorf,https://www.wikidata.org/entity/Q1718,40225
193292,634486,634486941066065,INMARE,participant,941066065,INOFEA AG,,INOFEA AG,PRC,false,,Switzerland,http://www.wikidata.org/entity/Q39,HOFACKERSTRASSE 40B,,Muttenz,https://www.wikidata.org/entity/Q66191,4132
193292,634486,634486952856803,INMARE,participant,952856803,SEASCAPE CONSULTANTS LTD,,SSC,PRC,true,75473.02,United Kingdom,http://www.wikidata.org/entity/Q145,BELBINS VALLEY BELBINS,,ROMSEY HAMPSHIRE,,SO51 0PE
193292,634486,634486999861063,INMARE,participant,999861063,London School of Economics and Political Science,http://www.wikidata.org/entity/Q174570,LSE,HES,false,159998.75,United Kingdom,http://www.wikidata.org/entity/Q145,"1, 2 And 3, The Street",https://www.wikidata.org/entity/Q26591516,London,https://www.wikidata.org/entity/Q84,WC2A 2AE
193292,634486,634486999856310,INMARE,participant,999856310,FACHHOCHSCHULE NORDWESTSCHWEIZ,,FHNW,HES,false,,Switzerland,http://www.wikidata.org/entity/Q39,Bahnhofstraße 6,https://www.wikidata.org/entity/Q41217221,Slovenska Bistrica,https://www.wikidata.org/entity/Q15917,5210
193292,634486,634486999913346,INMARE,participant,999913346,Novozymes,http://www.wikidata.org/entity/Q45576,NZ,PRC,false,329000,Denmark,http://www.wikidata.org/entity/Q35,Krogshoejvej 36,,Bagsværd Friskole,https://www.wikidata.org/entity/Q12302747,2880
193292,634486,634486924773848,INMARE,participant,924773848,POLYTECHNEIO KRITIS,,TUC,HES,false,250000,Greece,http://www.wikidata.org/entity/Q41,BUILDING E4 TECHNICAL UNIVERSITY CAMPUS COUNOUPIDIANA,,Chania,https://www.wikidata.org/entity/Q182299,731 00
193292,634486,634486999897147,INMARE,participant,999897147,IRC/Library at Jacobs University Bremen,http://www.wikidata.org/entity/Q28738925,JACOBSUNI,HES,false,283968.75,Germany,http://www.wikidata.org/entity/Q183,CAMPUS RING 1,,Free Hanseatic City of Bremen,https://www.wikidata.org/entity/Q1209,28759
193292,634486,634486999905101,INMARE,participant,999905101,Abhandlungen aus dem Mathematischen Seminar der Universitaet Hamburg,http://www.wikidata.org/entity/Q4667320,UHAM,HES,false,345000,Germany,http://www.wikidata.org/entity/Q183,MITTELWEG 177,,Hamburg,https://www.wikidata.org/entity/Q1055,20148
193292,634486,634486999991722,INMARE,participant,999991722,AGENCIA ESTATAL CONSEJO SUPERIOR DEINVESTIGACIONES CIENTIFICAS,,CSIC,REC,false,500001,Spain,http://www.wikidata.org/entity/Q29,"Palacete, calle de Serrano, Madrid",https://www.wikidata.org/entity/Q28058791,Madrid,https://www.wikidata.org/entity/Q2807,28006
193292,634486,634486999780068,INMARE,participant,999780068,PHARMAMAR S.A.,,PHARMAMAR,PRC,false,249459.88,Spain,http://www.wikidata.org/entity/Q29,Avda. de los Reyes Poligono Industrial La Mina 1,,COLMENAR VIEJO (MADRID),,28770
193292,634486,634486954983722,INMARE,participant,954983722,ASSOCIACAO DO INSTITUTO SUPERIOR TECNICO PARA A INVESTIGACAO E DESENVOLVIMENTO,,IST ID,REC,false,309663.75,Portugal,http://www.wikidata.org/entity/Q45,AVENIDA ROVISCO PAIS 1,,Lisbon,https://www.wikidata.org/entity/Q597,1049 001
193292,634486,634486999893170,INMARE,participant,999893170,Vilnius University,http://www.wikidata.org/entity/Q658192,Vilniaus universitetas,HES,false,299950,Lithuania,http://www.wikidata.org/entity/Q37,UNIVERSITETO G. 3,,Vilnius,https://www.wikidata.org/entity/Q216,01513
193292,634486,634486999979500,INMARE,participant,999979500,Consiglio Nazionale delle Ricerche,http://www.wikidata.org/entity/Q902464,CNR,REC,false,630000,Italy,http://www.wikidata.org/entity/Q38,PIAZZALE ALDO MORO 7,,Rome,https://www.wikidata.org/entity/Q220,00185
193292,634486,634486998189559,INMARE,participant,998189559,EVOXX TECHNOLOGIES GMBH,,EVOXX,PRC,false,151637.5,Germany,http://www.wikidata.org/entity/Q183,ALFRED NOBEL STRASSE 10,,Monheim,https://www.wikidata.org/entity/Q504521,40789
193292,634486,634486999995796,INMARE,participant,999995796,University of Milan,http://www.wikidata.org/entity/Q46210,UMIL,HES,false,115000,Italy,http://www.wikidata.org/entity/Q38,Via Festa Del Perdono 7,,Milan,https://www.wikidata.org/entity/Q490,20122
193292,634486,634486999993953,INMARE,participant,999993953,University of Bologna,http://www.wikidata.org/entity/Q131262,UNIBO,HES,false,184981.25,Italy,http://www.wikidata.org/entity/Q38,VIA ZAMBONI 33,,Bologna,https://www.wikidata.org/entity/Q1891,40126
193292,634486,634486999845252,INMARE,participant,999845252,THE GOVERNING COUNCIL OF THE UNIVERSITY OF TORONTO,,UNIVERSITY OF TORONTO,HES,false,,Canada,http://www.wikidata.org/entity/Q16,KINGS COLLEGE CIRCLE 27,,Toronto,https://www.wikidata.org/entity/Q172,M5S 1A1
193292,634486,634486918419281,INMARE,participant,918419281,Bayer,http://www.wikidata.org/entity/Q152051,Bayer AG,PRC,false,227150,Germany,http://www.wikidata.org/entity/Q183,Kaiser-Wilhelm-Allee 10 (Wuppertal),https://www.wikidata.org/entity/Q64865839,Leverkusen,https://www.wikidata.org/entity/Q2938,51373
193292,634486,634486950590883,INMARE,participant,950590883,CLUSTER INDUSTRIELLE BIOTECHNOLOGIE 2021 E.V.,,CLIB,OTH,false,60000,Germany,http://www.wikidata.org/entity/Q183,Völklinger Straße 4,,Düsseldorf,https://www.wikidata.org/entity/Q1718,40219
193292,634486,634486999823815,INMARE,coordinator,999823815,Bangor University,http://www.wikidata.org/entity/Q790029,BANGOR,HES,false,733411.25,United Kingdom,http://www.wikidata.org/entity/Q145,"1, College Road",https://www.wikidata.org/entity/Q26543203,Bangor,https://www.wikidata.org/entity/Q234178,LL57 2DG
193292,634486,634486999975717,INMARE,participant,999975717,UNIVERSITY COLLEGE CORK NATIONAL UNIVERSITY OF IRELAND CORK,,UCC,HES,false,330000,Ireland,http://www.wikidata.org/entity/Q27,Western Road Church,https://www.wikidata.org/entity/Q99519199,Cork,https://www.wikidata.org/entity/Q36647,T12 YN60
193292,634486,634486905860788,INMARE,participant,905860788,Norwegian Research Centre,http://www.wikidata.org/entity/Q56407219,NORCE,REC,false,120630,Norway,http://www.wikidata.org/entity/Q20,NYGARDSGATEN 112,,Bergen,https://www.wikidata.org/entity/Q26793,5838
193292,634486,634486999974456,INMARE,participant,999974456,University of Bergen,http://www.wikidata.org/entity/Q204457,UiB,HES,false,220000,Norway,http://www.wikidata.org/entity/Q20,MUSEPLASSEN 1,,Bergen,https://www.wikidata.org/entity/Q26793,5020
193366,636012,636012998894458,ELIPTIC,participant,998894458,Association of German Transport Companies,http://www.wikidata.org/entity/Q1548645,VDV,OTH,false,69000,Germany,http://www.wikidata.org/entity/Q183,KAMEKESTRASSE 3739,,Cologne,https://www.wikidata.org/entity/Q365,50672
193366,636012,636012996655601,ELIPTIC,participant,996655601,SOCIETE DES TRANSPORTS INTERCOMMUNAUX DE BRUXELLES SSF,,MAATSCHAPPIJ VOOR HET INTERCOMMUNNAAL VERVOER TE BRUSSEL STIB MIVB,OTH,false,212562.5,Belgium,http://www.wikidata.org/entity/Q31,"maison, 76 rue Royale",https://www.wikidata.org/entity/Q22949433,Brussels,https://www.wikidata.org/entity/Q239,1000
193366,636012,636012937502479,ELIPTIC,participant,937502479,LEIPZIGER VERKEHRSBETRIEBE (LVB) GMBH,,LVB,PRC,false,102250,Germany,http://www.wikidata.org/entity/Q183,GEORGIRING 3,,Leipzig,https://www.wikidata.org/entity/Q2079,04103
193366,636012,636012999482666,ELIPTIC,participant,999482666,RUPPRECHT CONSULTFORSCHUNG & BERATUNG GMBH,,RC,PRC,false,707493.75,Germany,http://www.wikidata.org/entity/Q183,CLEVER STRASSE 13 15,,Cologne,https://www.wikidata.org/entity/Q365,50668
193366,636012,636012999983962,ELIPTIC,participant,999983962,RHEINISCHWESTFAELISCHE TECHNISCHE HOCHSCHULE AACHEN,,RWTH AACHEN,HES,false,354445,Germany,http://www.wikidata.org/entity/Q183,TEMPLERGRABEN 55,,Aachen,https://www.wikidata.org/entity/Q1017,52062
193366,636012,636012986501059,ELIPTIC,participant,986501059,Przemysłowy Instytut Motoryzacji,http://www.wikidata.org/entity/Q30261198,PIMOT AUTOMOTIVE INDUSTRY INSTITUTE,OTH,false,99875,Poland,http://www.wikidata.org/entity/Q36,UL. JAGIELLONSKA 55,,Warsaw,https://www.wikidata.org/entity/Q270,03 301
193366,636012,636012999984059,ELIPTIC,participant,999984059,FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.,,Fraunhofer,REC,false,151855,Germany,http://www.wikidata.org/entity/Q183,HANSASTRASSE 27C,,Munich,https://www.wikidata.org/entity/Q1726,80686
193366,636012,636012937232140,ELIPTIC,participant,937232140,Vossloh Kiepe,http://www.wikidata.org/entity/Q7942066,VKD,PRC,false,139062.5,Germany,http://www.wikidata.org/entity/Q183,KIEPE PLATZ 1,,Düsseldorf,https://www.wikidata.org/entity/Q1718,40599
193366,636012,636012941841871,ELIPTIC,participant,941841871,BREMER STRASSENBAHN AG,,Bremer Straßenbahn AG,PRC,false,356625,Germany,http://www.wikidata.org/entity/Q183,FLUGHAFENDAMM 12,,Free Hanseatic City of Bremen,https://www.wikidata.org/entity/Q1209,28199
193366,636012,636012999902094,ELIPTIC,participant,999902094,Vrije Universiteit Brussel,http://www.wikidata.org/entity/Q612665,VUB,HES,false,115812.5,Belgium,http://www.wikidata.org/entity/Q31,PLEINLAAN 2,,Brussels,https://www.wikidata.org/entity/Q239,1050
193366,636012,636012958594450,ELIPTIC,participant,958594450,ZIEHLABEGG S.E.,,ZIEHL-ABEGG S.E.,PRC,false,107125,Germany,http://www.wikidata.org/entity/Q183,HEINZ ZIEHL STRASSE 4,,Künzelsau,https://www.wikidata.org/entity/Q545177,74653
193366,636012,636012937523334,ELIPTIC,participant,937523334,STOAG STADTWERKE OBERHAUSEN GMBH,,STOAG,PRC,false,115000,Germany,http://www.wikidata.org/entity/Q183,Max-Eyth-Str. 62,,Oberhausen,https://www.wikidata.org/entity/Q2838,D-46149
193366,636012,636012943896331,ELIPTIC,participant,943896331,MIEJSKIE ZAKLADY AUTOBUSOWE SP ZOO,,MZA,PRC,false,188375,Poland,http://www.wikidata.org/entity/Q36,UL. WLOSCIANSKA 52,,Warsaw,https://www.wikidata.org/entity/Q270,01 710
193366,636012,636012937301010,ELIPTIC,participant,937301010,TROLLEYMOTION VEREIN ZUR FORDERUNG MODERNER TROLLEYBUSSYSTEME,,TROLLEY:MOTION,OTH,false,69312.5,Austria,http://www.wikidata.org/entity/Q40,Ladaustraße 73,,genetic linkage,https://www.wikidata.org/entity/Q843863,5321
193366,636012,636012936980328,ELIPTIC,participant,936980328,BARCELONA DE SERVEIS MUNICIPALS SA,,B:SM,PRC,false,80543.75,Spain,http://www.wikidata.org/entity/Q29,CL CALABRIA 66,,Barcelona,https://www.wikidata.org/entity/Q1492,08015
193366,636012,636012999928381,ELIPTIC,participant,999928381,POLIS PROMOTION OF OPERATIONAL LINKS WITH INTEGRATED SERVICES ASSOCIATION INTERNATIONALE,,POLIS,OTH,false,53500,Belgium,http://www.wikidata.org/entity/Q31,rue du Trône 98,,Brussels,https://www.wikidata.org/entity/Q239,1050
193366,636012,636012922359421,ELIPTIC,participant,922359421,SOCIETA UNICA ABRUZZESE DI TRASPORTO SPA UNIPERSONALE,,TUA,PRC,false,100312.5,Italy,http://www.wikidata.org/entity/Q38,VIA ASINIO HERIO,,CHIETI,,66100
193366,636012,636012999876001,ELIPTIC,participant,999876001,University of Gdańsk,http://www.wikidata.org/entity/Q1758009,UG,HES,false,144250,Poland,http://www.wikidata.org/entity/Q36,UL. BAZYNSKIEGO 8,,Gdańsk,https://www.wikidata.org/entity/Q1792,80309
193366,636012,636012999526413,ELIPTIC,participant,999526413,ASSTRA - Associazione Trasporti,http://www.wikidata.org/entity/Q30289703,ASSTRA,OTH,false,90250,Italy,http://www.wikidata.org/entity/Q38,PIAZZA COLA DI RIENZO 80A,,Rome,https://www.wikidata.org/entity/Q220,00192
193366,636012,636012995185760,ELIPTIC,participant,995185760,SOLARIS BUS & COACH SPOLKA AKCYJNA,,SOLARIS,PRC,false,42125,Poland,http://www.wikidata.org/entity/Q36,UL. OBORNICKA 46 BOLECHOWO OSIEDLE,,OWINSKA,,62-005
193366,636012,636012966642443,ELIPTIC,participant,966642443,PRZEDSIEBIORSTWO KOMUNIKACJI TROLEJBUSOWEJ SP. Z O.O.,,PKT,PRC,false,104125,Poland,http://www.wikidata.org/entity/Q36,UL. ZAKRET DO OKSYWIA 1,,Gdynia,https://www.wikidata.org/entity/Q385,81-244
193366,636012,636012999945647,ELIPTIC,participant,999945647,UNION INTERNATIONALE DES TRANSPORTS PUBLICS,,UITP,OTH,false,568062.5,Belgium,http://www.wikidata.org/entity/Q31,RUE SAINTE MARIE 6,,Brussels,https://www.wikidata.org/entity/Q239,1080
193366,636012,636012999658721,ELIPTIC,participant,999658721,International Centre for Numerical Methods in Engineering,http://www.wikidata.org/entity/Q16892686,CIMNE,REC,false,66750,Spain,http://www.wikidata.org/entity/Q29,C GRAN CAPITAN EDIFICI C1 CAMPUS NORD UPC SN,,Barcelona,https://www.wikidata.org/entity/Q1492,08034
193366,636012,636012998928796,ELIPTIC,coordinator,998928796,Free Hanseatic City of Bremen,http://www.wikidata.org/entity/Q1209,FHB,PUB,false,522406.25,Germany,http://www.wikidata.org/entity/Q183,Theaterhaus am Lindenauer Markt,https://www.wikidata.org/entity/Q49285292,Free Hanseatic City of Bremen,https://www.wikidata.org/entity/Q1209,28195
193366,636012,636012937595405,ELIPTIC,participant,937595405,The Low Carbon Vehicle Partnership,http://www.wikidata.org/entity/Q23808337,LOW CARBON VEHICLE PARTNERSHIP,OTH,false,58058.6,United Kingdom,http://www.wikidata.org/entity/Q145,3 BRITCAGE WALK,,London,https://www.wikidata.org/entity/Q84,SW1H 9JJ
193366,636012,636012937614320,ELIPTIC,participant,937614320,Szeged Transport Ltd.,http://www.wikidata.org/entity/Q1295391,SZEGEDI KOZLEKEDESI KFT,PRC,false,136500,Hungary,http://www.wikidata.org/entity/Q28,ZRINYI U 4-8,,Szeged,https://www.wikidata.org/entity/Q81581,6720
193366,636012,636012999430189,ELIPTIC,participant,999430189,Transport for London,http://www.wikidata.org/entity/Q682520,TFL,PUB,false,296093,United Kingdom,http://www.wikidata.org/entity/Q145,VICTORIA ST 42-50 WINDSOR HOUSE,,London,https://www.wikidata.org/entity/Q84,SW1H 0TL
193366,636012,636012999840014,ELIPTIC,participant,999840014,University of Szeged,http://www.wikidata.org/entity/Q369839,USZ,HES,false,34812.5,Hungary,http://www.wikidata.org/entity/Q28,DUGONICS TER 13,,Szeged,https://www.wikidata.org/entity/Q81581,6720
193366,636012,636012999987260,ELIPTIC,participant,999987260,Siemens,http://www.wikidata.org/entity/Q81230,SIE,PRC,false,207125,Germany,http://www.wikidata.org/entity/Q183,WERNER-VON-SIEMENS-STR. 1,,Munich,https://www.wikidata.org/entity/Q1726,80333
193366,636012,636012956704308,ELIPTIC,participant,956704308,TRANSPORTS DE BARCELONA SA,,TMB,PRC,false,185062.5,Spain,http://www.wikidata.org/entity/Q29,CARRER 60 21-23 SECTOR A ZONA FR,,Barcelona,https://www.wikidata.org/entity/Q1492,08040
193366,636012,636012999987745,ELIPTIC,participant,999987745,Sapienza University of Rome,http://www.wikidata.org/entity/Q209344,CTL,HES,false,338625,Italy,http://www.wikidata.org/entity/Q38,Piazzale Aldo Moro 5,,Rome,https://www.wikidata.org/entity/Q220,00185
193366,636012,636012950600680,ELIPTIC,participant,950600680,Irizar,http://www.wikidata.org/entity/Q2418054,IRIZAR,PRC,false,65975,Spain,http://www.wikidata.org/entity/Q29,CARRETERA ZUMARRAGA 8,,ORMAIZTEGI GIPUZKOA,,20216
193366,636012,636012937619849,ELIPTIC,participant,937619849,Barnimer Busgesellschaft,http://www.wikidata.org/entity/Q808502,BBG,PRC,false,105375,Germany,http://www.wikidata.org/entity/Q183,PORATZSTRASSE 68,,Eberswalde,https://www.wikidata.org/entity/Q9306,16225
193290,634476,634476999466273,TREASURE,coordinator,999466273,Agricultural institute of Slovenia,http://www.wikidata.org/entity/Q12793764,AIS,REC,false,453357.8,Slovenia,http://www.wikidata.org/entity/Q215,Hacquetova ulica 17,,Ljubljana,https://www.wikidata.org/entity/Q437,1000
193290,634476,634476959062475,TREASURE,participant,959062475,INSTITUT ZA STOCARSTVO BEOGRADZEMUN,,THE INSTITUTE FOR ANIMAL HUSBANDRY BEOGRAD-ZEMUN,PRC,false,50298.75,Serbia,http://www.wikidata.org/entity/Q403,AUTOPUT 16,,Belgrade,https://www.wikidata.org/entity/Q3711,11080
193290,634476,634476986340815,TREASURE,participant,986340815,CENTRE DE RECERCA EN ECONOMIA I DESENVOLUPAMENT AGROALIMENTARIUPCIRTA,,CREDA,REC,false,195424.61,Spain,http://www.wikidata.org/entity/Q29,PARC MEDITERRANI DE LA TECNOLOGIA EDIFICI ESAB CESTEVE TERRRADES 8,,Castelldefels Hockey Club,https://www.wikidata.org/entity/Q97461306,08860
193290,634476,634476938914023,TREASURE,participant,938914023,CENTRI REGIONALI PER LE TECNOLOGIE AGROALIMENTARI SCARL,,Ce.R.T.A. scrl,OTH,true,111760.95,Italy,http://www.wikidata.org/entity/Q38,VIA GRAMSCI 8991,,Foggia,https://www.wikidata.org/entity/Q13464,71122
193290,634476,634476999895789,TREASURE,participant,999895789,University of Florence,http://www.wikidata.org/entity/Q820887,UNIFI,HES,false,228468.75,Italy,http://www.wikidata.org/entity/Q38,Piazza San Marco 4,,Florence,https://www.wikidata.org/entity/Q2044,50121
193290,634476,634476998269196,TREASURE,participant,998269196,University of Évora,http://www.wikidata.org/entity/Q1557861,UNIVERSIDADE DE EVORA,HES,false,89000,Portugal,http://www.wikidata.org/entity/Q45,LARGO DOS COLEGIAIS 2,,Évora,https://www.wikidata.org/entity/Q179948,7000 803
193290,634476,634476938423785,TREASURE,participant,938423785,BAEUERLICHE ERZEUGERGEMEINSCHAFT SCHWABISCH HALL WV,,BESH W. V.,PRC,false,177050,Germany,http://www.wikidata.org/entity/Q183,HALLER STRASSE 20,,WOLPERTSHAUSEN,,74549
193290,634476,634476998454563,TREASURE,participant,998454563,Polytechnic Institute of Viana do Castelo,http://www.wikidata.org/entity/Q7227039,IPVC,HES,false,77001,Portugal,http://www.wikidata.org/entity/Q45,Praça General Barbosa,,Viana do Castelo,https://www.wikidata.org/entity/Q208158,4900
193290,634476,634476999462587,TREASURE,participant,999462587,INSTITUTO NACIONAL DE INVESTIGACION Y TECNOLOGIA AGRARIA Y ALIMENTARIA OA MP,,INIA,REC,false,242453.25,Spain,http://www.wikidata.org/entity/Q29,Carretera de la Coruna Km7.5,,Madrid,https://www.wikidata.org/entity/Q2807,28040
193290,634476,634476997594173,TREASURE,participant,997594173,AGRIS SARDEGNA AGENZIA PER LA RICERCA IN AGRICOLTURA,,AGRIS SARDEGNA,REC,false,25000,Italy,http://www.wikidata.org/entity/Q38,LOCALITA BONASSAI SS 291 KM 18 6,,Sassari,https://www.wikidata.org/entity/Q13629,07100
