Creation Date,Purchase Date,Fiscal Year,LPA Number,Purchase Order Number,Requisition Number,Acquisition Type,Sub-Acquisition Type,Acquisition Method,Sub-Acquisition Method,Department Name,wikidataDepartment,Supplier Code,Supplier Name,Supplier Qualifications,Supplier Zip Code,CalCard,Item Name,Identifier2,Item Description,Quantity,Unit Price,Total Price,Normalized UNSPSC,Commodity Title,Class,Class Title,Family,Family Title,Segment,Segment Title,Latitude,Longitude
2014-10-28T00:00:00Z,2014-10-28T00:00:00Z,2014-2015,1-13-68-01A,2660-031500000111,,NON-IT Goods,,Statewide Contract,,California Department of Transportation,http://www.wikidata.org/entity/Q127743,5801,Harris Industrial Gases,CA-SB SB,95610,NO,GASES,GASES12142101,gases,1,5000,5000,12142101,Hydrogen compound gases,12142100,Industrial use gases,12140000,Elements and gases,12000000,Chemicals including Bio Chemicals and Gas Materials,38.69507,-121.271144
2014-10-21T00:00:00Z,2014-10-01T00:00:00Z,2014-2015,1-13-89-115,4500243667,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,"SYRUP, MAPLE 5 GL","SYRUP, MAPLE 5 GL50161512","SYRUP, MAPLE 5 GL",309,23,7107,50161512,Syrups,50161500,Chocolate and sugars and sweetening products,50160000,Chocolate and sugars and sweeteners and confectionary products,50000000,Food Beverage and Tobacco Products,36.675079,-119.865393
2014-10-21T00:00:00Z,2014-10-14T00:00:00Z,2014-2015,1-14-89-69,4500255102,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,28553,INTERSECT USA,CA-MB CA-SB SB,91355,NO,BEANS,BEANS50401844,beans,1,16530,16530,50401844,Pinto beans,50401800,Beans,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products,34.416351,-118.574425
2014-10-16T00:00:00Z,2014-08-29T00:00:00Z,2014-2015,3-13-70-3004A,HQ14-00039,,IT Services,,CMAS,,Correctional Health Care Services,,48272,DLS Enterprises.net,CA-MB CA-SB SB,95758,NO,Plan Management,Plan Management80101508,Plan Management - Deliverables,1,305900,305900,80101508,Business intelligence consulting services,80101500,Business and corporate management consultation services,80100000,Management advisory services,80000000,Management and Business Professionals and Administrative Services,38.424655,-121.438065
2014-10-23T00:00:00Z,2014-10-22T00:00:00Z,2014-2015,1-13-89-07,4500256229,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,17520,Seacat Enterprises,CA-SB,90274,NO,cheese,cheese50131801,cheese,1,27500,27500,50131801,Natural cheese,50131800,Cheese,50130000,Dairy products and eggs,50000000,Food Beverage and Tobacco Products,33.779784,-118.375432
2014-10-21T00:00:00Z,2013-12-12T00:00:00Z,2014-2015,1-12-89-110,4500211451,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,19621,Christian Bartels Enterprises Inc. dba CB Enterprises,CA-SB SB,95366,NO,VARIOUS CEREAL,VARIOUS CEREAL50221101,"VARIOUS CEREAL; BRAN FLAKES, CORN FLAKES, TOASTED OAT RINGS, FRUIT
RINGS, ETC.",1,6998.4,6998.4,50221101,Cereal grains,50221100,Cereals,50220000,Cereal and pulse products,50000000,Food Beverage and Tobacco Products,37.756787,-121.128369
2014-10-21T00:00:00Z,2013-12-12T00:00:00Z,2014-2015,1-14-89-06,4500211476,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,1729526,ABC Ventures LLC,CA-SB,94583,NO,Cheese Crackers,Cheese Crackers50181909,CHEESE CRACKERS,132,14.87,1962.84,50181909,Crackers,50181900,Bread and biscuits and cookies,50180000,Bread and bakery products,50000000,Food Beverage and Tobacco Products,37.755754,-121.963415
2014-10-24T00:00:00Z,2014-10-21T00:00:00Z,2014-2015,3-11-70-2819A,41500000088,,IT Goods,,CMAS,,California Department of Transportation,http://www.wikidata.org/entity/Q127743,1535120,CALIFORNIA INTERACTIVE TECHNOLOGIES INC,CA-MB CA-SB,91604,NO,Smart Board,Smart Board43211903,Smart Board,3,10865.43,32596.3,43211903,Touch screen monitors,43211900,Computer displays,43210000,Computer Equipment and Accessories,43000000,Information Technology Broadcasting and Telecommunications,34.140912,-118.393166
2014-10-27T00:00:00Z,2014-03-04T00:00:00Z,2014-2015,1-13-89-135,4500222323,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,PANTRY ITEMS,PANTRY ITEMS50171830,"PANTRY ITEMS; PICKLE RELISH, VINEGAR, WORCESTERSHIRE SAUCE, JELLY, ETC.",1,10840.48,10840.48,50171830,Dipping sauces or condiments or spreads or marinades,50171800,Sauces and spreads and condiments,50170000,Seasonings and preservatives,50000000,Food Beverage and Tobacco Products,36.675079,-119.865393
2014-10-30T00:00:00Z,2014-07-01T00:00:00Z,2014-2015,1-13-89-59,4500235185,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,cereal,cereal50221101,various cereals,1,7274.8,7274.8,50221101,Cereal grains,50221100,Cereals,50220000,Cereal and pulse products,50000000,Food Beverage and Tobacco Products,36.675079,-119.865393
2014-10-28T00:00:00Z,2014-10-28T00:00:00Z,2014-2015,1-14-26-01C,540H4007,,NON-IT Goods,,Statewide Contract,,California Highway Patrol,http://www.wikidata.org/entity/Q2249117,1745299,JMC PERFORMANCE,CA-MB CA-SB SB,92870,NO,California Tire Recycle Fee,California Tire Recycle Fee76122408,California Tire Recycle Fee,100,1.75,175,76122408,State county local waste or recycle fee,76122400,Refuse disposal and treatment fees,76120000,Refuse disposal and treatment,76000000,Industrial Cleaning Services,33.881785,-117.85529
2014-10-28T00:00:00Z,2014-10-28T00:00:00Z,2014-2015,1-14-26-01C,540H4007,,NON-IT Goods,,Statewide Contract,,California Highway Patrol,http://www.wikidata.org/entity/Q2249117,1745299,JMC PERFORMANCE,CA-MB CA-SB SB,92870,NO,"Tire, Goodyear Eagle RS-A, P245/55R18, CLIN 404","Tire, Goodyear Eagle RS-A, P245/55R18, CLIN 40425172504","Tire, Goodyear Eagle RS-A, P245/55R18, CLIN 404",100,123.37,12337,25172504,Automobile or light truck tires,25172500,Tires and tire tubes,25170000,Transportation components and systems,25000000,Commercial and Military and Private Vehicles and their Accessories and Components,33.881785,-117.85529
2014-10-01T00:00:00Z,2013-09-17T00:00:00Z,2014-2015,1-13-89-135,4500199349,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,VARIOUS SAUCES AND CONDIMENTS,VARIOUS SAUCES AND CONDIMENTS50171830,"VARIOUS SAUCES AND CONDIMENTS; DILL PICKLES, RELISH, VINEGAR,
WORCESTERSHIRE, ETC",1,12938.06,12938.06,50171830,Dipping sauces or condiments or spreads or marinades,50171800,Sauces and spreads and condiments,50170000,Seasonings and preservatives,50000000,Food Beverage and Tobacco Products,36.675079,-119.865393
2014-10-01T00:00:00Z,2014-10-01T00:00:00Z,2014-2015,1-13-89-07,4500253343,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,17520,Seacat Enterprises,CA-SB,90274,NO,CHEESE CHEDDAR,CHEESE CHEDDAR50131801,WHOLE MILK,4160,2.55,10608,50131801,Natural cheese,50131800,Cheese,50130000,Dairy products and eggs,50000000,Food Beverage and Tobacco Products,33.779784,-118.375432
2014-10-07T00:00:00Z,2014-10-07T00:00:00Z,2014-2015,1-14-26-01C,575H4006,,NON-IT Goods,,Statewide Contract,,California Highway Patrol,http://www.wikidata.org/entity/Q2249117,1745299,JMC PERFORMANCE,CA-MB CA-SB SB,92870,NO,California Tire Recycle Fee,California Tire Recycle Fee76122408,California Tire Recycle Fee,58,1.75,101.5,76122408,State county local waste or recycle fee,76122400,Refuse disposal and treatment fees,76120000,Refuse disposal and treatment,76000000,Industrial Cleaning Services,33.881785,-117.85529
2014-10-07T00:00:00Z,2014-10-07T00:00:00Z,2014-2015,1-14-26-01C,575H4006,,NON-IT Goods,,Statewide Contract,,California Highway Patrol,http://www.wikidata.org/entity/Q2249117,1745299,JMC PERFORMANCE,CA-MB CA-SB SB,92870,NO,"Tire, Goodyear Eagle RS-A, P235/55R17, CLIN 201","Tire, Goodyear Eagle RS-A, P235/55R17, CLIN 20125172504","Tire, Goodyear Eagle RS-A, P235/55R17, CLIN 201",20,105.3,2106,25172504,Automobile or light truck tires,25172500,Tires and tire tubes,25170000,Transportation components and systems,25000000,Commercial and Military and Private Vehicles and their Accessories and Components,33.881785,-117.85529
2014-10-07T00:00:00Z,2014-10-07T00:00:00Z,2014-2015,1-14-26-01C,575H4006,,NON-IT Goods,,Statewide Contract,,California Highway Patrol,http://www.wikidata.org/entity/Q2249117,1745299,JMC PERFORMANCE,CA-MB CA-SB SB,92870,NO,"Tire, Goodyear Wrangler Armor Trac, LT245/75R17, CLIN 508","Tire, Goodyear Wrangler Armor Trac, LT245/75R17, CLIN 50825172504","Tire, Goodyear Wrangler Armor Trac, LT245/75R17, CLIN 508",8,160.88,1287.04,25172504,Automobile or light truck tires,25172500,Tires and tire tubes,25170000,Transportation components and systems,25000000,Commercial and Military and Private Vehicles and their Accessories and Components,33.881785,-117.85529
2014-10-22T00:00:00Z,2013-12-16T00:00:00Z,2014-2015,1-14-89-43,4500211757,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB SB,93720,NO,Raisins,Raisins50323501,DRIED RAISINS,900,1.39,1251,50323501,Dried black corinth grapes,50323500,Dried raisin grapes,50320000,Dried fruit,50000000,Food Beverage and Tobacco Products,36.85932,-119.759328
2014-10-08T00:00:00Z,2014-10-08T00:00:00Z,2014-2015,1-14-75-41C,3178529,,NON-IT Goods,,Statewide Contract,,California Department of General Services,http://www.wikidata.org/entity/Q5020423,8485,Midtown Stationers,CA-SB SB,94102,NO,OCR BOND PAPER,OCR BOND PAPER60121104,OCR BOND PAPER,1,95616,95616,60121104,Bond drawing paper,60121100,Canvases and films and boards and artists papers,60120000,Arts and crafts equipment and accessories and supplies,60000000,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,37.779168,-122.419625
2014-10-11T00:00:00Z,2014-10-09T00:00:00Z,2014-2015,1-14-89-110,4500254409,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,19621,Christian Bartels Enterprises Inc. dba CB Enterprises,CA-SB SB,95366,NO,FRUIT RINGS,FRUIT RINGS50221201,2ND QUARTER FOOD ORDERS,32,27.92,893.44,50221201,Ready to eat or hot cereals,50221200,Processed cereals,50220000,Cereal and pulse products,50000000,Food Beverage and Tobacco Products,37.756787,-121.128369
2014-10-11T00:00:00Z,2014-10-11T00:00:00Z,2014-2015,1-13-89-134,4500254787,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,CORNBREAD MIX,CORNBREAD MIX50193102,2ND QUARTER FOOD ORDERS,2000,0.53,1060,50193102,Dessert mix,50193100,Instant mixes and supplies,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,36.675079,-119.865393
2014-10-11T00:00:00Z,2014-10-09T00:00:00Z,2014-2015,1-14-89-110,4500254409,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,19621,Christian Bartels Enterprises Inc. dba CB Enterprises,CA-SB SB,95366,NO,CRISP RICE,CRISP RICE50221201,2ND QUARTER FOOD ORDERS,31,27.61,855.91,50221201,Ready to eat or hot cereals,50221200,Processed cereals,50220000,Cereal and pulse products,50000000,Food Beverage and Tobacco Products,37.756787,-121.128369
2014-10-13T00:00:00Z,2014-10-13T00:00:00Z,2014-2015,1-14-89-110,CD0052214,,NON-IT Goods,,Statewide Contract,,"State Hospitals, Department of",,28553,INTERSECT USA,CA-MB CA-SB SB,91355,NO,Dry cereal,Dry cereal50221201,Dry Cereal,1,7295,7295,50221201,Ready to eat or hot cereals,50221200,Processed cereals,50220000,Cereal and pulse products,50000000,Food Beverage and Tobacco Products,34.416351,-118.574425
2014-10-21T00:00:00Z,2014-10-15T00:00:00Z,2014-2015,1-14-89-110,4500255143,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,19621,Christian Bartels Enterprises Inc. dba CB Enterprises,CA-SB SB,95366,NO,cereal,cereal50221101,cereal,1,5227,5227,50221101,Cereal grains,50221100,Cereals,50220000,Cereal and pulse products,50000000,Food Beverage and Tobacco Products,37.756787,-121.128369
2014-10-21T00:00:00Z,2013-12-12T00:00:00Z,2014-2015,1-12-89-70,4500211446,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,19621,Christian Bartels Enterprises Inc. dba CB Enterprises,CA-SB SB,95366,NO,BEVERAGE BASE,BEVERAGE BASE50202311,"BEVERAGE BASE, SUGAR FREE ARTIFICIALLY SWEETENED, INDIVIDUAL SERVINGS.",1,10887.5,10887.5,50202311,Powdered drink mix,50202300,Non alcoholic beverages,50200000,Beverages,50000000,Food Beverage and Tobacco Products,37.756787,-121.128369
2014-10-21T00:00:00Z,2013-12-12T00:00:00Z,2014-2015,1-12-89-20B,4500211465,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,21235,"Titus Enterprises, Inc.",CA-SB,93706,NO,SNACK MIX,SNACK MIX10151904,ORIENTAL SNACK MIX,150,21.25,3187.5,10151904,Sunflower seeds,10151900,Flower seeds and bulbs and seedlings and cuttings,10150000,Seeds and bulbs and seedlings and cuttings,10000000,Live Plant and Animal Material and Accessories and Supplies,36.675079,-119.865393
2014-10-21T00:00:00Z,2013-12-12T00:00:00Z,2014-2015,1-12-89-20B,4500211465,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,21235,"Titus Enterprises, Inc.",CA-SB,93706,NO,SNACK MIX,SNACK MIX10151904,TROPICAL SNACK MIX,250,25.5,6375,10151904,Sunflower seeds,10151900,Flower seeds and bulbs and seedlings and cuttings,10150000,Seeds and bulbs and seedlings and cuttings,10000000,Live Plant and Animal Material and Accessories and Supplies,36.675079,-119.865393
2014-10-28T00:00:00Z,2013-12-01T00:00:00Z,2014-2015,5-12-99-04,C1300110,,NON-IT Services,Services are specifically exempt by statute,Master Service Agreement,,California Franchise Tax Board,http://www.wikidata.org/entity/Q5020495,39010,foothill transcription company inc,CA-MB CA-SB SB,95742,NO,Transcription Services,Transcription Services41105803,Transcription Services,1,10967.75,10967.75,41105803,Transcription or translation systems or kits,41105800,In vitro transcription and translation products,41100000,Laboratory and scientific equipment,41000000,Laboratory and Measuring and Observing and Testing Equipment,38.585855,-121.217204
2014-10-28T00:00:00Z,2014-10-28T00:00:00Z,2014-2015,1-14-26-01C,835H4001,,NON-IT Goods,,Statewide Contract,,California Highway Patrol,http://www.wikidata.org/entity/Q2249117,1745299,JMC PERFORMANCE,CA-MB CA-SB SB,92870,NO,"Tire, Goodyear Wrangler DuraTrac, LT245/75R17","Tire, Goodyear Wrangler DuraTrac, LT245/75R1725172504","Tire, Goodyear Wrangler DuraTrac, LT245/75R17",18,166.69,3000.42,25172504,Automobile or light truck tires,25172500,Tires and tire tubes,25170000,Transportation components and systems,25000000,Commercial and Military and Private Vehicles and their Accessories and Components,33.881785,-117.85529
2014-10-28T00:00:00Z,2014-10-28T00:00:00Z,2014-2015,1-14-26-01C,835H4001,,NON-IT Goods,,Statewide Contract,,California Highway Patrol,http://www.wikidata.org/entity/Q2249117,1745299,JMC PERFORMANCE,CA-MB CA-SB SB,92870,NO,"Tire, Goodyear Wrangler Duratrac, LT265/70R17","Tire, Goodyear Wrangler Duratrac, LT265/70R1725172504","Tire, Goodyear Wrangler Duratrac, LT265/70R17",5,172.41,862.05,25172504,Automobile or light truck tires,25172500,Tires and tire tubes,25170000,Transportation components and systems,25000000,Commercial and Military and Private Vehicles and their Accessories and Components,33.881785,-117.85529
2014-10-27T00:00:00Z,2014-03-04T00:00:00Z,2014-2015,1-13-89-123,4500222306,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB SB,93720,NO,GRILL OIL,GRILL OIL73131904,BUTTER FLAVORED GRILL OIL,144,48.18,6937.92,73131904,Vegetable oils or fats processing services,73131900,Grains and sugar and oils and fat processing,73130000,Food and beverage industries,73000000,Industrial Production and Manufacturing Services,36.85932,-119.759328
2014-10-27T00:00:00Z,2014-03-04T00:00:00Z,2014-2015,1-13-89-126,4500222471,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,15570,McGinty Sales Company,CA-SB,93306,NO,VARIOUS LUNCHMEAT,VARIOUS LUNCHMEAT50111527,"VARIOUS LUNCHMEATS; TURKEY BOLOGNA, SMOKED TURKEY, ROASTED TURKEY, ETC.",1,43750,43750,50111527,"Specialty meat, minimally processed without additions",50111500,Minimally processed meat and poultry products,50110000,Meat and poultry products,50000000,Food Beverage and Tobacco Products,35.400031,-118.909275
2014-10-27T00:00:00Z,2014-02-28T00:00:00Z,2014-2015,1-14-89-43,4500221935,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB SB,93720,NO,prunes,prunes50323501,PITTED WHOLE PRUNES,3000,1.98,5940,50323501,Dried black corinth grapes,50323500,Dried raisin grapes,50320000,Dried fruit,50000000,Food Beverage and Tobacco Products,36.85932,-119.759328
2014-10-24T00:00:00Z,2014-09-25T00:00:00Z,2014-2015,SLP-14-70-0116C,4500215632,,IT Goods,,Software License Program,,California Department of Water Resources,http://www.wikidata.org/entity/Q5020440,19578,"Enterprise Networking Solutions, Inc",CA-SB,95827,NO,Production Support/Subscription VMWare,Production Support/Subscription VMWare81112217,Production Support/Subscription VMWare,1,676372.95,676372.95,81112217,Industry specific software maintenance,81112200,Software maintenance and support,81110000,Computer services,81000000,Engineering and Research and Technology Based Services,38.563097,-121.328511
2014-10-27T00:00:00Z,2014-02-28T00:00:00Z,2014-2015,1-13-89-59,4500221940,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,WHEAT,WHEAT10121502,FARINA MILLED WHEAT,2500,0.48,1200,10121502,Feed oats,10121500,Livestock feed,10120000,Animal feed,10000000,Live Plant and Animal Material and Accessories and Supplies,36.675079,-119.865393
2014-10-24T00:00:00Z,2014-09-25T00:00:00Z,2014-2015,SLP-14-70-0116C,4500215632,,IT Goods,,Software License Program,,California Department of Water Resources,http://www.wikidata.org/entity/Q5020440,19578,"Enterprise Networking Solutions, Inc",CA-SB,95827,NO,VMware Virtual SAN 5 for 1 processor,VMware Virtual SAN 5 for 1 processor81112217,VMware Virtual SAN 5 for 1 processor,1,35266,35266,81112217,Industry specific software maintenance,81112200,Software maintenance and support,81110000,Computer services,81000000,Engineering and Research and Technology Based Services,38.563097,-121.328511
2014-10-24T00:00:00Z,2014-09-25T00:00:00Z,2014-2015,SLP-14-70-0116C,4500215632,,IT Goods,,Software License Program,,California Department of Water Resources,http://www.wikidata.org/entity/Q5020440,19578,"Enterprise Networking Solutions, Inc",CA-SB,95827,NO,Production Support/Subscription VMWare,Production Support/Subscription VMWare81112217,Production Support/Subscription VMWare,1,19845,19845,81112217,Industry specific software maintenance,81112200,Software maintenance and support,81110000,Computer services,81000000,Engineering and Research and Technology Based Services,38.563097,-121.328511
2014-10-24T00:00:00Z,2014-09-25T00:00:00Z,2014-2015,SLP-14-70-0116C,4500215632,,IT Goods,,Software License Program,,California Department of Water Resources,http://www.wikidata.org/entity/Q5020440,19578,"Enterprise Networking Solutions, Inc",CA-SB,95827,NO,Production Support/Subscription VMWare,Production Support/Subscription VMWare81112217,Production Support/Subscription VMWare,1,0,0,81112217,Industry specific software maintenance,81112200,Software maintenance and support,81110000,Computer services,81000000,Engineering and Research and Technology Based Services,38.563097,-121.328511
2014-10-24T00:00:00Z,2014-09-25T00:00:00Z,2014-2015,SLP-14-70-0116C,4500215632,,IT Goods,,Software License Program,,California Department of Water Resources,http://www.wikidata.org/entity/Q5020440,19578,"Enterprise Networking Solutions, Inc",CA-SB,95827,NO,Production Support/Subscription VMWare,Production Support/Subscription VMWare81112217,Production Support/Subscription VMWare,1,0,0,81112217,Industry specific software maintenance,81112200,Software maintenance and support,81110000,Computer services,81000000,Engineering and Research and Technology Based Services,38.563097,-121.328511
2014-10-24T00:00:00Z,2014-09-25T00:00:00Z,2014-2015,SLP-14-70-0116C,4500215632,,IT Goods,,Software License Program,,California Department of Water Resources,http://www.wikidata.org/entity/Q5020440,19578,"Enterprise Networking Solutions, Inc",CA-SB,95827,NO,Production Support/Subscription VMWare,Production Support/Subscription VMWare81112217,Production Support/Subscription VMWare,1,0,0,81112217,Industry specific software maintenance,81112200,Software maintenance and support,81110000,Computer services,81000000,Engineering and Research and Technology Based Services,38.563097,-121.328511
2014-10-24T00:00:00Z,2014-09-25T00:00:00Z,2014-2015,SLP-14-70-0116C,4500215632,,IT Goods,,Software License Program,,California Department of Water Resources,http://www.wikidata.org/entity/Q5020440,19578,"Enterprise Networking Solutions, Inc",CA-SB,95827,NO,Production Support/Subscription VMWare,Production Support/Subscription VMWare81112217,Production Support/Subscription VMWare,1,0,0,81112217,Industry specific software maintenance,81112200,Software maintenance and support,81110000,Computer services,81000000,Engineering and Research and Technology Based Services,38.563097,-121.328511
2014-10-27T00:00:00Z,2014-02-28T00:00:00Z,2014-2015,1-14-89-43,4500221935,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB SB,93720,NO,Raisins,Raisins50323501,DRIED RAISINS,900,1.39,1251,50323501,Dried black corinth grapes,50323500,Dried raisin grapes,50320000,Dried fruit,50000000,Food Beverage and Tobacco Products,36.85932,-119.759328
2014-10-27T00:00:00Z,2014-03-04T00:00:00Z,2014-2015,1-14-89-20,4500222288,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,34872,Adolph Inc.,CA-SB SB,93720,NO,VARIOUS CHIPS,VARIOUS CHIPS50192109,"VARIOUS CHIPS; CORN, POTATO, TORTILLA, CHEESE PUFFS, PRETZELS, ETC.",1,12663.96,12663.96,50192109,Crisps or chips or pretzels or mixes,50192100,Snack foods,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,36.85932,-119.759328
2014-10-28T00:00:00Z,2014-06-26T00:00:00Z,2014-2015,3-12-70-0650C,CF131050,,IT Goods,,CMAS,,California Department of Forestry and Fire Protection,http://www.wikidata.org/entity/Q5020422,13183,"VESTRA Resources, Inc.",CA-MB CA-SB SB,96002,NO,CAL MAPPER PHASE 3 IMPLEMENTATION OF EXPORT FUNCTIONALITY,CAL MAPPER PHASE 3 IMPLEMENTATION OF EXPORT FUNCTIONALITY81101512,"CAL MAPPER PHASE 3 IMPLEMENTATION OF EXPORT FUNCTIONALITY(336 HOURS AT
$131.77 = $44,275.00)",1,44275.2,44275.2,81101512,Geographic information system GIS services,81101500,Civil engineering,81100000,Professional engineering services,81000000,Engineering and Research and Technology Based Services,40.539233,-122.327874
2014-10-28T00:00:00Z,2014-06-26T00:00:00Z,2014-2015,3-12-70-0650C,CF131050,,IT Goods,,CMAS,,California Department of Forestry and Fire Protection,http://www.wikidata.org/entity/Q5020422,13183,"VESTRA Resources, Inc.",CA-MB CA-SB SB,96002,NO,DEVELOPMENT OF LIVE SYSTEM,DEVELOPMENT OF LIVE SYSTEM81101512,"DEVELOPMENT OF LIVE SYSTEM (138 HOURS AT $140.07 = $19,329.30)",1,19329.3,19329.3,81101512,Geographic information system GIS services,81101500,Civil engineering,81100000,Professional engineering services,81000000,Engineering and Research and Technology Based Services,40.539233,-122.327874
2014-10-28T00:00:00Z,2014-06-26T00:00:00Z,2014-2015,3-12-70-0650C,CF131050,,IT Goods,,CMAS,,California Department of Forestry and Fire Protection,http://www.wikidata.org/entity/Q5020422,13183,"VESTRA Resources, Inc.",CA-MB CA-SB SB,96002,NO,CAL MAPPER PHASE 3 IMPLEMENTATION OF FIRE PLAN FRAMEWORK,CAL MAPPER PHASE 3 IMPLEMENTATION OF FIRE PLAN FRAMEWORK81101512,"CAL MAPPER PHASE 3 IMPLEMENTATION OF FIRE PLAN FRAMEWORK (716 HOURS AT
$138.31 = $99,028.00",1,99028,99028,81101512,Geographic information system GIS services,81101500,Civil engineering,81100000,Professional engineering services,81000000,Engineering and Research and Technology Based Services,40.539233,-122.327874
2014-10-28T00:00:00Z,2014-06-26T00:00:00Z,2014-2015,3-12-70-0650C,CF131050,,IT Goods,,CMAS,,California Department of Forestry and Fire Protection,http://www.wikidata.org/entity/Q5020422,13183,"VESTRA Resources, Inc.",CA-MB CA-SB SB,96002,NO,CAL MAPPER PHASE 3 PROJECT MANAGEMENT,CAL MAPPER PHASE 3 PROJECT MANAGEMENT81101512,"CAL MAPPER PHASE 3 PROJECT MANAGEMENT (540 HOURS AT $141.54 = $73,600.00",1,73600.5,73600.5,81101512,Geographic information system GIS services,81101500,Civil engineering,81100000,Professional engineering services,81000000,Engineering and Research and Technology Based Services,40.539233,-122.327874
2014-10-30T00:00:00Z,2014-10-30T00:00:00Z,2014-2015,1-14-75-41C,3178915,,NON-IT Goods,,Statewide Contract,,California Department of General Services,http://www.wikidata.org/entity/Q5020423,8485,Midtown Stationers,CA-SB SB,94102,NO,OCR BOND,OCR BOND60121104,OCR BOND,1,93816,93816,60121104,Bond drawing paper,60121100,Canvases and films and boards and artists papers,60120000,Arts and crafts equipment and accessories and supplies,60000000,Musical Instruments and Games and Toys and Arts and Crafts and Educational Equipment and Materials and Accessories and Supplies,37.779168,-122.419625
2014-10-01T00:00:00Z,2014-10-01T00:00:00Z,2014-2015,1-13-72-02-A,4500253371,,NON-IT Goods,,Statewide Contract,,Correctional Health Care Services,,18030,American Textile Systems,CA-MB CA-SB,90703,NO,"Towels, bath yellow 20 x 40","Towels, bath yellow 20 x 4052121701","Towels, bath yellow 20 x 40",10,2.75,27.5,52121701,Bath towels,52121700,Towels,52120000,Bedclothes and table and kitchen linen and towels,52000000,Domestic Appliances and Supplies and Consumer Electronic Products,33.867623,-118.068782
2014-10-02T00:00:00Z,2014-10-02T00:00:00Z,2014-2015,1-13-89-59,4500253489,,NON-IT Goods,,Statewide Contract,,California Department of Corrections and Rehabilitation,http://www.wikidata.org/entity/Q5020415,11527,"San Joaquin Distributors, Inc.",CA-SB,93706,NO,CORN MEAL,CORN MEAL50221201,Yellow 50# Bag,7850,0.38,2998.7,50221201,Ready to eat or hot cereals,50221200,Processed cereals,50220000,Cereal and pulse products,50000000,Food Beverage and Tobacco Products,36.675079,-119.865393
