Producto,ProductURI,Tipo,NIF,Adjudicatario,OrganizationURI,Fecha,Cantidad Pedido,Cantidad Recibido,Cantidad Pendiente,Importe del Pedido,Importe Pagado,Importe Pendiente,VAT
CONTENEDORES,CONTENEDORES,SUMINISTRO,B81409567,"DANGEROUS GOODS PACKAGING, S.L.",DANGEROUS_GOODS_PACKAGING_SL,2020-03-24T00:00:00Z,204,204,0,4937,4937,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-24T00:00:00Z,10,10,0,605,605,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-24T00:00:00Z,20,20,0,1210,1210,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-24T00:00:00Z,40,40,0,2000,2000,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-24T00:00:00Z,30,30,0,1500,1500,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-24T00:00:00Z,19,19,0,736,736,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-24T00:00:00Z,60,60,0,2323,2323,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-24T00:00:00Z,2,2,0,77,77,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-24T00:00:00Z,81,81,0,2592,2592,0,0
BATA AISLAMIENTO,BATA_AISLAMIENTO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,4788,4788,0,7230,7230,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,520,520,0,1227,1227,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,48,48,0,87,87,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,352,352,0,1042,1042,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,364,364,0,1077,1077,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,11368,11368,0,38515,38515,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,42,42,0,81,81,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,2560,2560,0,8986,8986,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,7668,7668,0,24124,24124,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,32,32,0,105,105,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,792,792,0,2012,2012,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,396,396,0,935,935,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,832,832,0,1964,1964,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,1064,1064,0,3086,3086,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,320,320,0,794,794,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,216,216,0,432,432,0,0
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,512,512,0,1797,1797,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,736,736,0,1340,1340,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-24T00:00:00Z,648,648,0,1218,1218,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,7200,7200,0,3354,3354,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,14400,14400,0,14462,14462,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,800,800,0,871,871,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,400,400,0,436,436,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,1600,1600,0,745,745,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,15000,15000,0,4356,4356,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,4000,4000,0,1162,1162,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,20000,20000,0,5808,5808,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,4000,4000,0,1162,1162,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,600,600,0,174,174,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,14400,14400,0,6708,6708,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,7200,7200,0,3354,3354,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,21600,21600,0,10062,10062,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,200,200,0,93,93,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,21400,21400,0,21492,21492,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,21600,21600,0,21693,21693,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,14400,14400,0,14462,14462,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,7200,7200,0,7231,7231,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,800,800,0,871,871,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,2000,2000,0,2178,2178,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,800,800,0,871,871,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,600,600,0,603,603,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,200,200,0,166,166,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B87334017,"CARDINAL HEALTH SPAIN 511, S.L.",CARDINAL_HEALTH_SPAIN_511_SL,2020-03-24T00:00:00Z,2000,2000,0,581,581,0,21
RESPIRADOR+CARRO,RESPIRADOR+CARRO,SUMINISTRO,B97527477,"MATCLINIC, S.L.",MATCLINIC_SL,2020-03-24T00:00:00Z,1,1,0,13310,13310,0,0
RESPIRADOR+CARRO,RESPIRADOR+CARRO,SUMINISTRO,B97527477,"MATCLINIC, S.L.",MATCLINIC_SL,2020-03-24T00:00:00Z,1,1,0,13310,13310,0,21
RESPIRADOR+CARRO,RESPIRADOR+CARRO,SUMINISTRO,B97527477,"MATCLINIC, S.L.",MATCLINIC_SL,2020-03-24T00:00:00Z,1,1,0,13310,13310,0,21
RESPIRADOR+CARRO,RESPIRADOR+CARRO,SUMINISTRO,B97527477,"MATCLINIC, S.L.",MATCLINIC_SL,2020-03-24T00:00:00Z,1,1,0,13310,13310,0,21
RESPIRADOR+CARRO,RESPIRADOR+CARRO,SUMINISTRO,B97527477,"MATCLINIC, S.L.",MATCLINIC_SL,2020-03-24T00:00:00Z,1,1,0,12100,12100,0,0
RESPIRADOR+CARRO,RESPIRADOR+CARRO,SUMINISTRO,B97527477,"MATCLINIC, S.L.",MATCLINIC_SL,2020-03-24T00:00:00Z,1,1,0,12100,12100,0,0
OTROS,OTROS,SUMINISTRO,F73659013,MPL SOLUCIONES S.COOP,MPL_SOLUCIONES_SCOOP,2020-03-24T00:00:00Z,1000,1000,0,18150,18150,0,21
DESINFECTANTE SUPERFICIE,DESINFECTANTE_SUPERFICIE,SUMINISTRO,A08032401,"LABORATORIOS HARTMANN, S.A.",LABORATORIOS_HARTMANN_SA,2020-03-25T00:00:00Z,2000,2000,0,15730,15730,0,21
LICENCIAS TERMINAL SERVER,LICENCIAS_TERMINAL_SERVER,SUMINISTRO,A08854929,"SEIDOR, S.A.",SEIDOR_SA,2020-03-25T00:00:00Z,1000,1000,0,210298,210298,0,21
Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,SUMINISTRO,A28063485,"DRAGER MEDICAL HISPANIA, S.A.",DRAGER_MEDICAL_HISPANIA_SA,2020-03-25T00:00:00Z,10,10,0,411,411,0,21
RESPIRADOR DE VENTILACIÓN NO INVASIVA,RESPIRADOR_DE_VENTILACIÓN_NO_INVASIVA,SUMINISTRO,A28400273,"CONTSE, SA",CONTSE_SA,2020-03-25T00:00:00Z,2,2,0,10394,10394,0,21
RESPIRADOR DE VENTILACIÓN NO INVASIVA,RESPIRADOR_DE_VENTILACIÓN_NO_INVASIVA,SUMINISTRO,A28400273,"CONTSE, SA",CONTSE_SA,2020-03-25T00:00:00Z,1,1,0,5197,5197,0,21
RESPIRADOR DE VENTILACIÓN NO INVASIVA,RESPIRADOR_DE_VENTILACIÓN_NO_INVASIVA,SUMINISTRO,A28400273,"CONTSE, SA",CONTSE_SA,2020-03-25T00:00:00Z,1,1,0,5197,5197,0,21
RESPIRADOR DE VENTILACIÓN NO INVASIVA,RESPIRADOR_DE_VENTILACIÓN_NO_INVASIVA,SUMINISTRO,A28400273,"CONTSE, SA",CONTSE_SA,2020-03-25T00:00:00Z,1,1,0,5197,5197,0,21
RESPIRADOR DE VENTILACIÓN NO INVASIVA,RESPIRADOR_DE_VENTILACIÓN_NO_INVASIVA,SUMINISTRO,A28400273,"CONTSE, SA",CONTSE_SA,2020-03-25T00:00:00Z,2,2,0,8590,8590,0,0
RESPIRADOR DE VENTILACIÓN NO INVASIVA,RESPIRADOR_DE_VENTILACIÓN_NO_INVASIVA,SUMINISTRO,A28400273,"CONTSE, SA",CONTSE_SA,2020-03-25T00:00:00Z,3,3,0,12885,12885,0,0
RESPIRADOR DE VENTILACIÓN NO INVASIVA,RESPIRADOR_DE_VENTILACIÓN_NO_INVASIVA,SUMINISTRO,A28400273,"CONTSE, SA",CONTSE_SA,2020-03-25T00:00:00Z,1,1,0,4295,4295,0,0
RESPIRADOR DE VENTILACIÓN NO INVASIVA,RESPIRADOR_DE_VENTILACIÓN_NO_INVASIVA,SUMINISTRO,A28400273,"CONTSE, SA",CONTSE_SA,2020-03-25T00:00:00Z,1,1,0,4295,4295,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,A28536480,"VYGON, S.A.",VYGON_SA,2020-03-25T00:00:00Z,100,100,0,10285,10285,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,A28536480,"VYGON, S.A.",VYGON_SA,2020-03-25T00:00:00Z,100,100,0,10285,10285,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,A28536480,"VYGON, S.A.",VYGON_SA,2020-03-25T00:00:00Z,10,10,0,1028,1028,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,A28536480,"VYGON, S.A.",VYGON_SA,2020-03-25T00:00:00Z,10,10,0,1028,1028,0,0
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B15031545,"COMEDIC, S.L.",COMEDIC_SL,2020-03-25T00:00:00Z,792,792,0,2875,2875,0,21
GORROS,GORROS,SUMINISTRO,B15031545,"COMEDIC, S.L.",COMEDIC_SL,2020-03-25T00:00:00Z,2500,2500,0,91,91,0,21
GORROS,GORROS,SUMINISTRO,B15031545,"COMEDIC, S.L.",COMEDIC_SL,2020-03-25T00:00:00Z,2000,2000,0,73,73,0,21
GORROS,GORROS,SUMINISTRO,B15031545,"COMEDIC, S.L.",COMEDIC_SL,2020-03-25T00:00:00Z,2500,2500,0,76,76,0,21
OTROS,OTROS,SUMINISTRO,B30243737,"VIALTA, S.L.",VIALTA_SL,2020-03-25T00:00:00Z,10,10,0,186,186,0,21
OTROS,OTROS,SUMINISTRO,B30243737,"VIALTA, S.L.",VIALTA_SL,2020-03-25T00:00:00Z,7,7,0,330,330,0,21
OTROS,OTROS,SUMINISTRO,B30243737,"VIALTA, S.L.",VIALTA_SL,2020-03-25T00:00:00Z,4,4,0,114,114,0,10
OTROS,OTROS,SUMINISTRO,B30243737,"VIALTA, S.L.",VIALTA_SL,2020-03-25T00:00:00Z,12,12,0,45,45,0,21
OTROS,OTROS,SUMINISTRO,B30243737,"VIALTA, S.L.",VIALTA_SL,2020-03-25T00:00:00Z,5,5,0,22,22,0,21
CONTENEDORES,CONTENEDORES,SUMINISTRO,B36731495,"HISANTA, S.L.",HISANTA_SL,2020-03-25T00:00:00Z,52,52,0,472,472,0,21
DESINFECTANTE SUPERFICIE,DESINFECTANTE_SUPERFICIE,SUMINISTRO,B48910756,"VESISMIN, S.L.",VESISMIN_SL,2020-03-25T00:00:00Z,102,102,0,9717,9717,0,21
DESINFECTANTE TOALLITAS,DESINFECTANTE_TOALLITAS,SUMINISTRO,B48910756,"VESISMIN, S.L.",VESISMIN_SL,2020-03-25T00:00:00Z,5600,5600,0,569,569,0,0
OTROS,OTROS,SUMINISTRO,B59078071,"HOSPITAL HISPANIA, SL.",HOSPITAL_HISPANIA_SL,2020-03-25T00:00:00Z,50,50,0,6534,6534,0,21
CAJONERA RODANTE,CAJONERA_RODANTE,SUMINISTRO,B73068702,"SOFIMA EXPRESS, S.L.",SOFIMA_EXPRESS_SL,2020-03-25T00:00:00Z,15,15,0,2287,2287,0,21
MESA AUXILIAR PACIENTE,MESA_AUXILIAR_PACIENTE,SUMINISTRO,B73068702,"SOFIMA EXPRESS, S.L.",SOFIMA_EXPRESS_SL,2020-03-25T00:00:00Z,15,15,0,3775,3775,0,21
SILLA CONFIDENTE,SILLA_CONFIDENTE,SUMINISTRO,B73068702,"SOFIMA EXPRESS, S.L.",SOFIMA_EXPRESS_SL,2020-03-25T00:00:00Z,30,30,0,2432,2432,0,21
SILLA OFICINA+RUEDAS,SILLA_OFICINA+RUEDAS,SUMINISTRO,B73068702,"SOFIMA EXPRESS, S.L.",SOFIMA_EXPRESS_SL,2020-03-25T00:00:00Z,20,20,0,3267,3267,0,21
GORROS,GORROS,SUMINISTRO,B80601982,"CARDIVA 2, S.L.",CARDIVA_2_SL,2020-03-25T00:00:00Z,2000,2000,0,240,240,0,21
GORROS,GORROS,SUMINISTRO,B80601982,"CARDIVA 2, S.L.",CARDIVA_2_SL,2020-03-25T00:00:00Z,5000,5000,0,490,490,0,21
Conector/adaptador,Conector/adaptador,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-25T00:00:00Z,9,9,0,0,0,0,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-25T00:00:00Z,2,2,0,0,0,0,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-25T00:00:00Z,5,5,0,0,0,0,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-25T00:00:00Z,5,5,0,0,0,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-25T00:00:00Z,2,2,0,109,109,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-25T00:00:00Z,25,25,0,1512,1512,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-25T00:00:00Z,50,50,0,2500,2500,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-25T00:00:00Z,25,25,0,1250,1250,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-25T00:00:00Z,6,6,0,290,290,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-25T00:00:00Z,8,8,0,436,436,0,0
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-25T00:00:00Z,180,180,0,185,185,0,21
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-25T00:00:00Z,120,120,0,123,123,0,21
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-25T00:00:00Z,180,180,0,185,185,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,792,792,0,1112,1112,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,144,144,0,202,202,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,252,252,0,354,354,0,21
BATAS DESECHABLES E IMPERMEABLES,BATAS_DESECHABLES_E_IMPERMEABLES,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,48,48,0,173,173,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,5000,5000,0,2178,2178,0,0
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,5200,5200,0,2265,2265,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,8200,8200,0,3572,3572,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,1400,1400,0,610,610,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,200,200,0,87,87,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,200,200,0,128,128,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,400,400,0,257,257,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,600,600,0,385,385,0,21
GUANTE QUIRÚRGICO,GUANTE_QUIRÚRGICO,SUMINISTRO,B86030723,MEDLINE INTERNATIONAL IBERIA S.L.,MEDLINE_INTERNATIONAL_IBERIA_SL,2020-03-25T00:00:00Z,200,200,0,128,128,0,21
