Año,Mes,Descripcion Centro,Organismo,Numero Contrato,Numero Expediente,Descripcion Contrato,Tipo Contrato,Procedimiento Adjudicacion,Articulo,Apartado,Criterios Adjudicacion,Presupuesto Total(IVA Incluido),Importe Adjudicacion (IVA Incluido),Plazo,Fecha Adjudicacion,Nombre/Razon Social,NIF/CIF Adjudicatario,Fecha Formalizacion,Tiene acuerdo Marco,Tiene ingreso/coste cero,Adjudicado por precios unitarios
2020,Abril,Empresas,Empresa Municipal De Transportes S.A.,202000379,EMT/2019/00141,"realizacion de estudios e informes para la ""desclasificacion de zonas para local con riesgo de incendio y explosion (centros de operaciones, aparcamientos y bases)"" - lotes 1 y 2",Servicios,Abierto simplificado,,,Pluralidad de criterios,30543.04,23304.6,12,2020-07-02T00:00:00Z,Initium Automatizacion Y Robotica S.L.,B84085885,2020-03-16T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Puente De Vallecas,202000380,114/2020/01504,"con el fin de garantizar la alimentacion basica consistente en dos comidas diarias, se hace preciso la contratacion del servicio de manutencion para aquellas personas que se hallan en situacion o riesgo de exclusion social, y que como consecuencia de la adopcion de las medidas extraordinarias de contencion del covid-19, se van a ver impedidos de su suministro.",Servicios,Tramitacon Emergencia,,,,528000.0,528000.0,2,2020-03-18T00:00:00Z,Alasa Catering Sl,B87601571,2020-03-18T00:00:00Z,false,false,false
2020,Abril,Empresas,Empresa Municipal De Transportes S.A.,202000381,EMT/2019/00087,suministro y montaje de puertas seccionales para la base del recuerdo de la emt de madrid,Suministro,Abierto simplificado,,,Pluralidad de criterios,36300.0,22480.44,2.33,2020-08-01T00:00:00Z,Domya Systems S.L.,B87603189,2020-03-26T00:00:00Z,false,false,false
2020,Abril,Empresas,Empresa Municipal De Transportes S.A.,202000382,EMT/2019/00151,servicio de mantenimiento del sistema de gestion de flota de las gruas de retirada de vehiculos de la via publica.,Servicios,Abierto,,,Pluralidad de criterios,380624.86,380624.86,36,2020-01-29T00:00:00Z,Grupo Mecanica Del Vuelo Sistemas S.A.U.,A83135111,2020-05-03T00:00:00Z,false,false,false
2020,Abril,Empresas,Empresa Municipal De Transportes S.A.,202000383,EMT/2019/00154,servicio de rectificado de componentes de motor,Servicios,Abierto simplificado,,,Un unico criterio,47020.6,47020.6,24,2020-02-19T00:00:00Z,"Renova Motor, S.L.",B45303617,2020-03-19T00:00:00Z,false,false,false
2020,Abril,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000384,MDC/2020/00028,"ejecucion y desarrollo de la representacion artistica ""el otro""  y actividad paralela/pedagogica en teatro fernan gomez. centro cultural de la villa",Servicios,Negociado sin publicidad,168,a) apartado 2,,259820.88,259215.88,1.2,2020-12-02T00:00:00Z,"El Desvan Producciones, S.L",B06619969,2020-05-03T00:00:00Z,false,false,false
2020,Abril,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000385,MDC/2020/00026,servicios de coordinacion del programa de 0 a 99: comunidad de aprendizaje intergeneracional y campamento de verano intergeneracional. edicion 2020,Servicios,Negociado sin publicidad,168,a) apartado 2,,37994.0,37994.0,5.13,2020-02-27T00:00:00Z,Asociacion La Escalera Intervencion E Investigacion En Ambitos Comunitarios,G87770004,2020-02-27T00:00:00Z,false,false,false
2020,Abril,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000386,MDC/2020/00027,servicio de envio de documentacion y paqueteria de ambito nacional e internacional,Servicios,Abierto,,,Pluralidad de criterios,54450.0,54450.0,24,2020-01-30T00:00:00Z,"West Fargo, S.L.",B79557633,2020-05-02T00:00:00Z,false,false,false
2020,Abril,Empresas,Empresa Municipal De Transportes S.A.,202000387,EMT/2019/00158,suministro de maquinas para analisis de la salud de los trabajadores de emt de madrid - lote 5,Suministro,Abierto simplificado,,,Un unico criterio,7139.0,6748.17,1,2020-05-02T00:00:00Z,"Instalaciones Integrales Led, S.L.",B86310562,2020-03-16T00:00:00Z,false,false,false
2020,Abril,Empresas,Empresa Municipal De Transportes S.A.,202000388,EMT/2019/00158,suministro de maquinas para analisis de la salud de los trabajadores de emt de madrid - lotes 2 y 6,Suministro,Abierto simplificado,,,Un unico criterio,11047.3,10466.5,1,2020-05-02T00:00:00Z,Prevymedica Electromedicina S.L.,B84570456,2020-03-19T00:00:00Z,false,false,false
2020,Abril,Empresas,Empresa Municipal De Transportes S.A.,202000389,EMT/2019/00158,suministro de maquinas para analisis de la salud de los trabajadores de emt de madrid - lotes 1 y 4,Suministro,Abierto simplificado,,,Un unico criterio,3993.0,3775.2,1,2020-05-02T00:00:00Z,D Medica S.L.,B46733234,2020-04-16T00:00:00Z,false,false,false
2020,Abril,Empresas,Empresa Municipal De Transportes S.A.,202000390,EMT/2019/00131,servicios de transporte de recaudacion y valores de emt madrid,Servicios,Abierto,,,Un unico criterio,860402.86,827324.42,24,2020-02-26T00:00:00Z,"Prosegur Servicios De Efectivo Espaa, Sl",B86657640,2020-03-26T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000391,195/2020/00004,"contrato de emergencia de adquisicion de 2.500 unidades de gafas de proteccion hermetica para el samur proteccion civil, como consecuencia de la situacion excepcional de salud publica ocasionada por el covid-19 (122020te)",Suministro,Tramitacon Emergencia,,,,25712.5,25712.5,1,2020-03-29T00:00:00Z,"Lost Simetry, S.L.",B14602403,2020-04-16T00:00:00Z,false,false,false
2020,Abril,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000392,MDC/2020/00025,"servicio de asistencia tcecnica en direccion de ejecucion y coordinacion de seguridad y salud durante la ejecucion de las obras asociadas al acuerdo marco de obras iv 2019-2020, a desarrollar en los centros dependientes de madrid destino. lote 1",Servicios,Abierto simplificado,,,Pluralidad de criterios,26620.0,19965.0,12,2020-11-02T00:00:00Z,"Arquitectura Tecnica Gonzalez Palacios, S.L.P.",B88132949,2020-03-03T00:00:00Z,false,false,false
2020,Abril,Empresas,"Madrid Destino, Cultura, Turismo Y Negocio, S.A.",202000393,MDC/2020/00025,"lote 2. servicio de asistencia tecnica en direccion de ejecucion y coordinacion de seguridad y salud durante la ejecucion de las obras asociadas al acuerdo marco de obras iv 2019-2020, a desarrollar en los centros dependientes de madrid destino",Servicios,Abierto simplificado,,,Pluralidad de criterios,21780.0,16335.0,12,2020-11-02T00:00:00Z,"Arquitectura Tecnica Gonzalez Palacios, S.L.P.",B88132949,2020-03-03T00:00:00Z,false,false,false
2020,Abril,Empresas,"Empresa Municipal De La Vivienda Y Suelo De Madrid, S.A.",202000394,EVS/2020/00013,"suministro de 4 fuentes de alimentacion para cabina de almacenamiento instalada en empresa municipal de la vivienda y suelo de madrid, s.a.",Suministro,Abierto simplificado,,,Un unico criterio,1089.0,459.8,0.33,2020-03-20T00:00:00Z,"Tecnicos Asociados Informatica, S.A.U.",A79054748,2020-03-25T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000395,195/2020/00003,"contrato de emergencia de adquisicion de 40 taquillas para el samur proteccion civil, como consecuencia de la situacion excepcional de salud publica ocasionada por el covid-19 (012020te)",Suministro,Tramitacon Emergencia,,,,8910.92,8910.92,1,2020-03-16T00:00:00Z,"Mobiliar, Sl",B78118106,2020-04-17T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Agencia Tributaria Madrid,202000396,205/2020/15466,"servicio de desinfeccion por nebulizacion con producto virucida, de los edificios del organismo autonomo agencia tributaria madrid de sacramento 1,3-5, 7, 9, local sacramento 7 y 7-bis, mayor 58, oaic hierro 27 y oaic ramon power 24, como medida excepcional por situacion de emergencia relativa al covid-19 para evitar los riesgos sanitarios, y de contagio de los empleados municipales de la agencia tributaria madrid.tramitacion de emeregencia.",Servicios,Tramitacon Emergencia,,,,5687.0,5687.0,0.03,2020-02-04T00:00:00Z,"Dokesim Mantenimiento Integral, Sl",B86649993,2020-08-04T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Rea De Gobierno De Hacienda Y Personal,202000397,135/2019/00210,poliza de seguro de automoviles para la flota de vehiculos del ayuntamiento de madrid,Servicios,Abierto,,,Pluralidad de criterios,2096720.28,2001987.3,24,2020-02-25T00:00:00Z,"Bilbao, C.A._de Seguros Y Reaseguros.",A48001648,2020-03-31T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Agencia Para El Empleo De Madrid,202000398,300/2018/01416,acuerdo marco para el arrendamiento de equipos informaticos (2019) para la agencia para el empleo de madrid,Suministro,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-02-08T00:00:00Z,Bechtle Direct S.L.,B83029439,2019-09-24T00:00:00Z,true,false,false
2020,Abril,Ayuntamiento De Madrid,Informtica Ayuntamiento De Madrid,202000399,300/2019/01544,servicio de mantenimiento y soporte del software knosys.,Servicios,Abierto simplificado,,,Un unico criterio,72600.0,72600.0,48,2020-03-23T00:00:00Z,"Micronet, S.A.",A28899599,2020-08-04T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Ciudad Lineal,202000400,300/2019/01043,"organizacion y funcionamiento de dos proyectos educativos, dentro de los fondos de reequilibrio territorial del distrito de ciudad lineal. lote 2",Servicios,Abierto,,,Pluralidad de criterios,157080.0,125796.0,33.56,2020-04-02T00:00:00Z,Alvalop Servicios Xxi Sl,B36591063,2020-03-03T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Ciudad Lineal,202000401,300/2019/01043,"organizacion y funcionamiento de dos proyectos educativos, dentro de los fondos de reequilibrio territorial del distrito de ciudad lineal. lote 1",Servicios,Abierto,,,Pluralidad de criterios,114285.6,95997.0,33.6,2020-04-02T00:00:00Z,J C Madrid Deporte Y Cultura S.L.,B80345721,2020-02-03T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Chamberi,202000402,107/2020/01158,"contratacion de emergencia para proporcionar manutencion consistente en la preparacion y envio a domicilio de cestas de compra para personas y familias en situacion de vulnerabilidad en el distrito de chamberi, como consecuencia de las medidas extraordinarias adoptadas tendentes a la contencion del covid-19",Servicios,Tramitacon Emergencia,,,,23200.0,23200.0,0.9,2020-03-27T00:00:00Z,"Centros Comerciales Carrefour, S.A. Los Angeles",A28425270,2020-02-04T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Informtica Ayuntamiento De Madrid,202000403,300/2019/01591,ifs suministro de diverso hardware (2 lotes). lote 1,Suministro,Abierto simplificado sumario,,,Un unico criterio,21175.0,12682.01,1,2020-05-03T00:00:00Z,"Sil Thehpshop, S.L.",B86206844,2020-03-17T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Informtica Ayuntamiento De Madrid,202000404,300/2019/01591,ifs suministro de diverso hardware (2 lotes). lote 2,Suministro,Abierto simplificado sumario,,,Un unico criterio,20709.15,13713.05,1,2020-02-03T00:00:00Z,Bechtle Direct S.L.,B83029439,2020-03-16T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000405,145/2020/00971,"145/2020/00971contrato de emergencia de ""adquisicion de la ampliacion del sistema de distribucion de llamadas para el 092"".",Suministro,Tramitacon Emergencia,,,,9257.14,9257.14,0.46,2020-01-04T00:00:00Z,"Unify Communications, Sau.",A84809953,2020-04-21T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Fuencarral - El Pardo,202000406,300/2019/00778,"actividades extraescolares en los centros educativos del distrito de fuencarral-el pardo durante el curso 2019-20, en dos lotes. lote 2",Servicios,Abierto,,,Pluralidad de criterios,127782.97,71702.4,8.66,2019-12-12T00:00:00Z,"G.E.Escuelas Urbanas,s.L.",B81468811,2020-10-01T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000407,145/2020/00969,"145/2020/00969 contrato de emergencia de ""adquisicion de drones con camaras y megafonos destinados a reforzar las tareas de control y aviso a viandantes en la ciudad de madrid"".",Suministro,Tramitacon Emergencia,,,,41199.41,41199.41,1,2020-03-23T00:00:00Z,"System Drone Espaa, S.R.L.",B82640103,2020-04-21T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000408,145/2020/00970,"145/2020/00970 ""contrato de emergencia de ""adquisicion de 3 terminales de radiocomunicaciones en banda aerea"".",Suministro,Tramitacon Emergencia,,,,1275.95,1275.95,0.33,2020-03-30T00:00:00Z,"Ceotronics, S.L.",B33360736,2020-04-21T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000409,145/2020/00975,"145202000975 contrato de emergencia de ""adquisicion de accesorios sistema gmyc destinados a ampliar los puestos radio sala respaldo cisem"".",Suministro,Tramitacon Emergencia,,,,1547.3,1547.3,1,2020-03-31T00:00:00Z,"Amper Sistemas,s.A.",A19024249,2020-04-21T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De San Blas-canillejas,202000410,300/2019/00891,programa educativo de campamentos urbanos 2020-2022 para nios y nias del distrito de san blas-canillejas,Servicios,Abierto,,,Pluralidad de criterios,781108.24,559824.32,22.47,2020-02-17T00:00:00Z,J C Madrid Deporte Y Cultura S.L.,B80345721,2020-03-20T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Fuencarral - El Pardo,202000411,300/2019/00003,"organizacion, planificacion y desarrollo de las actividades culturales y artisticas que se programen por el distrito de fuencarral-el pardo en sus siete centros culturales y socio-culturales, en siete lotes. lote 6",Servicios,Abierto,,,Pluralidad de criterios,39167.94,20497.4,6.6,2019-12-26T00:00:00Z,"Merino Y Merino Producciones, S.L.",B81590606,2020-01-30T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Informtica Ayuntamiento De Madrid,202000412,300/2019/01537,servicio de mantenimiento y soporte del software mypc.,Servicios,Abierto simplificado sumario,,,Un unico criterio,26136.0,26136.0,48,2020-03-16T00:00:00Z,Info Technology Supply Limited,N0066744D,2020-03-18T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Fuencarral - El Pardo,202000413,300/2019/00003,"organizacion, planificacion y desarrollo de las actividades culturales y artisticas que se programen por el distrito de fuencarral-el pardo en sus siete centros culturales y socio-culturales, en siete lotes. lote 2",Servicios,Abierto,,,Pluralidad de criterios,49040.78,20422.38,6.6,2019-12-26T00:00:00Z,"Merino Y Merino Producciones, S.L.",B81590606,2020-01-27T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Fuencarral - El Pardo,202000414,300/2019/00003,"organizacion, planificacion y desarrollo de las actividades culturales y artisticas que se programen por el distrito de fuencarral-el pardo en sus siete centros culturales y socio-culturales, en siete lotes. lote 1",Servicios,Abierto,,,Pluralidad de criterios,48739.9,19178.5,6.6,2019-12-26T00:00:00Z,"Merino Y Merino Producciones, S.L.",B81590606,2020-01-27T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Fuencarral - El Pardo,202000415,300/2019/00003,"organizacion, planificacion y desarrollo de las actividades culturales y artisticas que se programen por el distrito de fuencarral-el pardo en sus siete centros culturales y socio-culturales, en siete lotes. lote 5",Servicios,Abierto,,,Pluralidad de criterios,47389.37,22205.92,6.6,2019-12-26T00:00:00Z,"Sercus Servicios Culturales, S.L.",B80180896,2020-01-24T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Fuencarral - El Pardo,202000416,300/2019/00003,"organizacion, planificacion y desarrollo de las actividades culturales y artisticas que se programen por el distrito de fuencarral-el pardo en sus siete centros culturales y socio-culturales, en siete lotes. lote 3",Servicios,Abierto,,,Pluralidad de criterios,43320.88,23747.46,6.6,2019-12-26T00:00:00Z,"Sercus Servicios Culturales, S.L.",B80180896,2020-01-24T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Rea De Gobierno De Obras Y Equipamientos,202000417,300/2018/01707,"ifs. mejora de pavimentacion de aceras en los distritos de moratalaz, usera y carabanchel. 2 lotes. lote 1",Obras,Abierto simplificado,,,Pluralidad de criterios,542436.89,418218.85,3,2019-12-13T00:00:00Z,"Padecasa, Obras Y Servicios, S.A.",A05010285,2020-01-13T00:00:00Z,false,false,false
2020,Abril,Empresas,Empresa Municipal De Transportes S.A.,202000418,EMT/2020/00023,suministro de gel hidroalcoholico (emergencia),Suministro,Tramitacon Emergencia,,,,122358.3,122358.3,2,2020-11-03T00:00:00Z,Laboratorios Cosmeticos Lamarvi S.A.,A08513376,2020-01-04T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000419,195/2020/00002,"contrato de emergencia de  adquisicion de 4 ecografos para el samur-proteccion civil, como consecuencia de la situacion excepcional de salud publica ocasionada por el covid-19 (072020te)",Suministro,Tramitacon Emergencia,,,,106460.64,106460.64,1,2020-03-24T00:00:00Z,Fujifilm Sonosite Iberica S L,B62601158,2020-04-22T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000420,195/2020/00011,"contrato de emergencia para la adquisicion de 6.000 monos de proteccion biologica 5b-6b para los operativos de los servicios de emergencia, como consecuencia de la situacion excepcional de salud publica ocasionada por el covid-19 (152020te)",Suministro,Tramitacon Emergencia,,,,76230.0,76230.0,1,2020-03-26T00:00:00Z,"Iturri, S.A.",A41050113,2020-04-21T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000421,195/2020/00012,"contrato de  emergencia para la  adquisicion de 203 botas de agua de caa alta negra para los operativos de los servicios de emergencia, como consecuencia de la situacion excepcional de salud publica ocasionada por el covid-19 (122020te)",Suministro,Tramitacon Emergencia,,,,1727.26,1727.26,1,2020-01-04T00:00:00Z,"Ferreteria Ferayu, S.L.",B83234799,2020-04-23T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000422,195/2020/00013,"el contrato de emergencia para la  prestacion del  servicio de refuerzo de la limpieza en fin de semana en la base 0 de samur proteccion civil, como consecuencia de la situacion excepcional de salud publica ocasionada por el covid-19",Servicios,Tramitacon Emergencia,,,,3000.0,3000.0,1,2020-03-04T00:00:00Z,Optima Facility Services Sl,B60124831,2020-04-21T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Usera,202000423,113/2020/00857,contratacion de emergencia para proporcionar manutencion a colectivos vulnerables como consecuencia de las medidas extraordinarias adoptadas tendentes a la contencion del covid-19. tramitacion de emergencia,Servicios,Tramitacon Emergencia,,,,12434.4,12434.4,2,2020-03-16T00:00:00Z,"Cocinas Centrales, S.A.",A78538774,2020-04-21T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Arganzuela,202000424,300/2018/01430,acciones complementarias para el desarrollo del programa de prevencion social aos 2019/2020,Servicios,Abierto,,,Pluralidad de criterios,153348.25,125745.57,24,2019-06-14T00:00:00Z,J C Madrid Deporte Y Cultura S.L.,B80345721,2019-12-07T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Informtica Ayuntamiento De Madrid,202000425,300/2019/01163,adquisicion de los derechos de uso de un software para la gestion de las reuniones de los organos de gobierno de los organismos autonomos y de las sociedades mercantiles dependientes del ayuntamiento de madrid.,Suministro,Abierto simplificado,,,Un unico criterio,55965.89,43560.0,25,2020-01-29T00:00:00Z,"Spica, S.L .",B36603363,2020-01-31T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Informtica Ayuntamiento De Madrid,202000426,300/2019/00329,servicios de emision y gestion centralizada de certificados electronicos para la identificacion y firma criptografica en el ayuntamiento de madrid y sus organismos autonomos (2 lotes). lote 1,Servicios,Abierto,,,Pluralidad de criterios,608141.09,239586.05,24,2020-01-15T00:00:00Z,"Sistemas Informaticos Abiertos, S.A.",A82733262,2020-02-03T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Informtica Ayuntamiento De Madrid,202000427,300/2019/00329,servicios de emision y gestion centralizada de certificados electronicos para la identificacion y firma criptografica en el ayuntamiento de madrid y sus organismos autonomos (2 lotes). lote 2,Servicios,Abierto,,,Pluralidad de criterios,116817.03,86250.65,4,2020-01-15T00:00:00Z,"Informatica El Corte Ingles, S.A.",A28855260,2020-02-03T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Salamanca,202000428,104/2019/02703,"acuerdo marco de obras de reforma, reparacion y conservacion del conjunto de edificios y espacios publicos cuya competencia corresponde al distrito de salamanca del ayuntamiento de madrid. 4 lotes. lote 4.",Obras,Abierto,,,Pluralidad de criterios,0.0,0.0,24,2019-03-12T00:00:00Z,"Ortiz Construcciones Y Proyectos, S.A.",A19001205,2020-07-01T00:00:00Z,true,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Viclvaro,202000429,119/2020/00811,contrato de emergencia para proporcionar manutencion a colectivos vulnerables como consecuencia de las medidas extraordinarias adoptadas tendentes a la contencion del covid-19,Servicios,Tramitacon Emergencia,,,,83000.0,83000.0,2.33,2020-03-20T00:00:00Z,Comedores Bedmar; Sl.,B80232572,2020-04-21T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Ciudad Lineal,202000430,116/2020/01120,contrato emergencia servicios proporcionar manutencion a colectivos vulnerables como consecuencia de las medidas extraordinarias adoptadas tendentes a la contencion del covid 19.,Servicios,Tramitacon Emergencia,,,,495000.0,495000.0,2,2020-01-04T00:00:00Z,J C Madrid Deporte Y Cultura S.L.,B80345721,2020-04-20T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Rea De Gobierno De Obras Y Equipamientos,202000431,300/2018/01707,"ifs. mejora de pavimentacion de aceras en los distritos de moratalaz, usera y carabanchel. 2 lotes. lote 2",Obras,Abierto simplificado,,,Pluralidad de criterios,749165.53,570114.97,5,2019-12-13T00:00:00Z,"Aceinsa Movilidad, S.A.",A84408954,2020-10-01T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Informtica Ayuntamiento De Madrid,202000432,300/2019/01825,ifs del suministro de ordenadores portatiles separables.,Suministro,Abierto simplificado,,,Un unico criterio,103001.25,98607.14,1,2020-11-03T00:00:00Z,"Disinfor, S.L.",B78949799,2020-03-25T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Agencia Tributaria Madrid,202000433,205/2020/15442,"contexto excepcional de emergencia por covid 19 como solucion y finalidad de teletrabajo se solicita el servicio de desconexion de equipos informaticos, embalaje, y transporte de una prevision en torno a 600 puestos del organismo autonomo agencia tributaria madrid a domicilio particular de los empleados publicos. tramitacion de emergencia.",Servicios,Tramitacon Emergencia,,,,18148.79,18148.79,1,2020-03-04T00:00:00Z,Ordax Coordinadora De Transportes Y  Mercancias S.L.,B80132145,2020-08-04T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Carabanchel,202000434,300/2019/00861,"programa de actividades de atencion e intervencion socioeducativas con menores, adolescentes y familias en situacion  de riesgo y vulnerabilidad social del distrito de carabanchel",Servicios,Abierto,,,Pluralidad de criterios,1297342.32,1297342.32,24,2020-12-02T00:00:00Z,"Servicios Profesionales Sociales, S.A.",A80887011,2020-09-03T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,Distrito De Carabanchel,202000435,300/2019/01003,contrato de servicios para los trabajos relativos al control de calidad y apoyo en la inspeccion y vigilancia de las obras a ejecutar en el distrito de carabanchel. aos 2020-2021.,Servicios,Abierto,,,Pluralidad de criterios,388773.0,388773.0,24,2020-01-29T00:00:00Z,"Centro De Estudios De Materiales Y Control De Obra, S.A.",A29021334,2020-02-21T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000436,195/2020/00009,"la prestacion de los servicios de vigilancia y de carga y descarga de material, del almacen de recursos materiales y logistico, y de la base 0 de samur pc, en el marco del plan territorial de emergencia municipal (pemam), derivada de la situacion excepcional de alarma epidemiologica con motivo del covid-19 (102020te). lote 1",Servicios,Tramitacon Emergencia,,,,88000.0,88000.0,1,2020-03-25T00:00:00Z,"Servise, S.A.",A78493137,2020-04-21T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000437,195/2020/00010,"contrato de emergencia para adquisicion de bolsas de transporte para el material asistencial del samur-proteccion civil, como consecuencia de la situacion excepcional de salud publica ocasionada por el covid-19 (142020te)",Suministro,Tramitacon Emergencia,,,,31908.56,31908.56,1,2020-03-24T00:00:00Z,Santos Jabega C.B.,E79758900,2020-04-25T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000438,195/2020/00014,"contrato de emergencia para la adquisicion de pegatinas identificativas biosanitarias para el samur proteccion civil, como consecuencia de la situacion excepcional de salud publica ocasionada por el covid-19 (022020te)",Suministro,Tramitacon Emergencia,,,,11553.81,11553.81,1,2020-03-16T00:00:00Z,"Futurgres, S.L",B13234273,2020-04-27T00:00:00Z,false,false,false
2020,Abril,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000439,195/2020/00016,"contrato de emergencia para la adquisicion de 1.500 test diagnosticos del coronavirus para el samur proteccion civil, como consecuencia de la situacion excepcional de salud publica ocasionada por el covid-19",Suministro,Tramitacon Emergencia,,,,14340.0,14340.0,1,2020-03-16T00:00:00Z,"Master-labor, S.L.",B81235426,2020-04-21T00:00:00Z,false,false,false
2020,Mayo,Ayuntamiento De Madrid,"Rea Delegada De Emprendimiento, Empleo E Innovaciλ",202000440,300/2018/00530,servicios de apoyo al desarrollo de proyectos innovadores mediante la participacion en programas de la union europea y otras convocatorias nacionales e internacionales,Servicios,Abierto,,,Pluralidad de criterios,327063.0,293739.6,24.0,2019-02-12T00:00:00Z,Zabala Innovation Consulting S A,A31419773,2020-01-23T00:00:00Z,false,false,false
2020,Mayo,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000441,300/2019/00380,"contrato de  servicio de auxiliar de control de llaves, accesos e informacion en el aparcamiento de base 0 de samur-proteccion civil del ayuntamiento de madrid.",Servicios,Abierto simplificado,,,Pluralidad de criterios,115017.76,76463.53,15,2020-01-24T00:00:00Z,Integracion Social De Minusvalidos S.L.,B61098638,2020-01-02T00:00:00Z,false,false,false
2020,Mayo,Ayuntamiento De Madrid,"Area De Gobierno De Portavoz, Seguridad Y Emergencias",202000442,195/2020/00001,"contrato de emergencia de adquisicion de 7 respiradores para el samur proteccion civil, como consecuencia de la situacion excepcional de salud publica ocasionada por el covid-19 (062020te)",Suministro,Tramitacon Emergencia,,,,92323.0,92323.0,1,2020-03-24T00:00:00Z,"Hospital Hispania, S.L.",B59078071,2020-04-29T00:00:00Z,false,false,false
