contract-number,award-date,expiry-date,gsin,gsin-description_en,supplier-legal-name,supplier-address-city,wikiCity-Supplier,supplier-address-prov-state,supplier-address-postal-code,supplier-address-country,organization-employee-count_en,total-contract-value,end-user-entity_en,wikiEndUserEntity,contracting-entity-office-name_en,contracting-address-city,wikiCity-EndUser,contracting-address-prov-state,contracting-address-postal-code,contracting-address-country
72000-170016-001-CW,2020-03-31T00:00:00Z,2020-05-31T00:00:00Z,T014A,Publications,Ricoh Canada Inc.,Mississauga,http://www.wikidata.org/entity/Q50816,Ontario,L4W5M3,Canada,500 to 999 employees,826875.0,Public Prosecution Service of Canada,http://www.wikidata.org/entity/Q7257506,FINANCE & ACQUISITION,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0H8,Canada
84084-180021-001-STN,2020-03-27T00:00:00Z,2024-01-01T00:00:00Z,JX7030,ADP Software Maintenance - Other than Microcomputer,SABA SOFTWARE (CANADA) INC.,Kanata,http://www.wikidata.org/entity/Q1723642,Ontario,K2K3G1,Canada,100 to 199 employees,231511.0,National Energy Board,http://www.wikidata.org/entity/Q3349657,CANADA ENERGY REGULATOR,Calgary,http://www.wikidata.org/entity/Q36312,Alberta,T2R0A8,Canada
86100-170003-001-CY,2020-03-25T00:00:00Z,2020-06-30T00:00:00Z,R104B,Transcription Services,DigitScribe Inc,Mississauga,http://www.wikidata.org/entity/Q50816,Ontario,L5B2N5,Canada,10 to 19 employees,0.0,Immigration and Refugee Board of Canada,http://www.wikidata.org/entity/Q2986473,NATIONAL HEADQUARTERS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K1,Canada
86100-170003-002-CY,2020-03-25T00:00:00Z,2020-06-30T00:00:00Z,R104B,Transcription Services,INTERNATIONAL REPORTING INC,Gloucester,http://www.wikidata.org/entity/Q784440,Ontario,K1J9G2,Canada,5 to 9 employees,0.0,Immigration and Refugee Board of Canada,http://www.wikidata.org/entity/Q2986473,NATIONAL HEADQUARTERS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K1,Canada
86100-170003-003-CY,2020-03-25T00:00:00Z,2020-06-30T00:00:00Z,R104B,Transcription Services,XL Transcribing Inc.,Uxbridge,http://www.wikidata.org/entity/Q386959,Ontario,L9P1R1,Canada,1 to 4 employees,0.0,Immigration and Refugee Board of Canada,http://www.wikidata.org/entity/Q2986473,NATIONAL HEADQUARTERS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K1,Canada
9F010-150061-001-HL,2020-03-26T00:00:00Z,2020-03-31T00:00:00Z,N6830,"Gases, Compressed and Liquified",Air Products Canada Ltd,LaSalle,http://www.wikidata.org/entity/Q1629121,Quebec,H8N1X3,Canada,200 to 499 employees,1221478.0,Canadian Space Agency,http://www.wikidata.org/entity/Q212227,DAVID FLORIDA LABORATORY,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K2H8S2,Canada
9F054-180512-001-SY,2020-03-25T00:00:00Z,2024-12-31T00:00:00Z,AR910400,Astronautics (R&D),"MACDONALD, DETTWILER AND ASSOCIATES INC.",Brampton,http://www.wikidata.org/entity/Q44198,Ontario,L6S4J3,Canada,200 to 499 employees,"2,18E+14",Canadian Space Agency,http://www.wikidata.org/entity/Q212227,SPACE EXPLORATION OPS & INFRAS,Saint-Hubert-de-Riviere-du-Loup,http://www.wikidata.org/entity/Q3462425,Quebec,J3Y8Y9,Canada
9F054-180769-001-QCN,2020-03-31T00:00:00Z,2025-03-31T00:00:00Z,D302A,Informatics Professional Services,"EVISION INC., SOFTSIM TECHNOLOGIES INC, IN JOINT VENTURE",Montreal,http://www.wikidata.org/entity/Q340,Quebec,H2Y2M2,Canada,20 to 49 employees,2814673.0,Canadian Space Agency,http://www.wikidata.org/entity/Q212227,SPACE EXPLORATION OPS & INFRAS,Saint-Hubert-de-Riviere-du-Loup,http://www.wikidata.org/entity/Q3462425,Quebec,J3Y8Y9,Canada
9K001-200009-001-CY,2020-03-26T00:00:00Z,2021-03-31T00:00:00Z,T004JD,Press Release Distribution,CNW GROUP LTD.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K1P1H4,Canada,200 to 499 employees,26469.0,Economic Development Agency of Canada for the Regions of Quebec,http://www.wikidata.org/entity/Q2826593,HEAD OFF&GR MONTREAL BUS OFF,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H3B2T9,Canada
A0303-144693-001-ZG,2020-03-26T00:00:00Z,2021-03-31T00:00:00Z,R199X,Adjudication Services,David R. Paterson Personal Law Corporation,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6T1V6,Canada,1 to 4 employees,126448.0,Canadian House of Commons Standing Committee on Aboriginal Affairs and Northern Development,http://www.wikidata.org/entity/Q5030114,EXECUTIVE DIRECTOR S OFFICE,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0H4,Canada
A0303-145591-001-ZG,2020-03-26T00:00:00Z,2021-03-31T00:00:00Z,R003A,Legal Services-Litigation-Lawyers,Hicks Morley Hamilton Stewart Storie LLP,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M5K1K8,Canada,100 to 199 employees,636108.0,Canadian House of Commons Standing Committee on Aboriginal Affairs and Northern Development,http://www.wikidata.org/entity/Q5030114,EXECUTIVE DIRECTOR S OFFICE,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0H4,Canada
A0318-144384-001-ZG,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,R199X,Adjudication Services,LENNARD YOUNG,Regina,http://www.wikidata.org/entity/Q2123,Saskatchewan,S4R4P9,Canada,1 to 4 employees,526271.0,Canadian House of Commons Standing Committee on Aboriginal Affairs and Northern Development,http://www.wikidata.org/entity/Q5030114,CHIEF ADJUDICATOR'S OFFICE,Regina,http://www.wikidata.org/entity/Q2123,Saskatchewan,S4P0M3,Canada
A7126-184734-001-EE,2020-03-31T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,"EarthSoft, Inc.",Pensacola,http://www.wikidata.org/entity/Q486306,Florida,32524,United States of America,100 to 199 employees,96500.0,Canadian House of Commons Standing Committee on Aboriginal Affairs and Northern Development,http://www.wikidata.org/entity/Q5030114,"DIR., GIANT MINE",Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0H4,Canada
B7046-200031-001-ZQ,2020-03-31T00:00:00Z,2021-03-31T00:00:00Z,R019BF,"Human Resource Services, Business Consulting-Change Management; Project Management Services",S.I. SYSTEMS ULC,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K1P5V5,Canada,200 to 499 employees,"1,02E+14",Citizenship and Immigration Canada,http://www.wikidata.org/entity/Q1056074,PASSPORT MDRNZTN PROJCT OFFICE,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,J8Y3P2,Canada
B8217-200126-001-XL,2020-03-26T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,SAP Canada Inc.,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M5K1B7,Canada,2500 to 4999 employees,48477.0,Citizenship and Immigration Canada,http://www.wikidata.org/entity/Q1056074,CONTRACTING&ACQUISITIONS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A1L1,Canada
B8816-200105-001-CY,2020-03-25T00:00:00Z,2021-03-31T00:00:00Z,T004K,Media Monitoring Services,3604179 Canada Inc,Nepean,http://www.wikidata.org/entity/Q1639083,Ontario,K2G0W2,Canada,5 to 9 employees,33900.0,Citizenship and Immigration Canada,http://www.wikidata.org/entity/Q1056074,COMMUNICATION,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A1L1,Canada
E60LM-160029-001-LM,2020-03-30T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,144778 Canada Inc.,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,J8R3Y4,Canada,20 to 49 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-002-LM,2020-03-30T00:00:00Z,2020-02-25T00:00:00Z,V001A,Freight and Cargo Services,Calgary Gooseneck Service Ltd.,Calgary,http://www.wikidata.org/entity/Q36312,Alberta,T2X3R2,Canada,1 to 4 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-003-LM,2020-03-30T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Cara Dawn Transport Ltd.,Regina,http://www.wikidata.org/entity/Q2123,Saskatchewan,S4K0A1,Canada,20 to 49 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-004-LM,2020-03-30T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,DAY AND ROSS INC,"Hartland, New Brunswick",http://www.wikidata.org/entity/Q1019096,New Brunswick,E7P1C6,Canada,2500 to 4999 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-005-LM,2020-03-30T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Docktor Freight Solutions corp,Calgary,http://www.wikidata.org/entity/Q36312,Alberta,T2R1L9,Canada,50 to 99 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-006-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,2635-8762 Quebec Inc,Lanoraie,http://www.wikidata.org/entity/Q3217608,Quebec,J0K1E0,Canada,100 to 199 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-007-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Hellmann Worldwide Logistics Inc,Mississauga,http://www.wikidata.org/entity/Q50816,Ontario,L5S1R1,Canada,50 to 99 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-008-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,"Landstar Canada, Inc.",Markham,http://www.wikidata.org/entity/Q44016,Ontario,L3R5J2,Canada,5 to 9 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-009-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Melbrend Enterprises Ltd.,Maple Ridge,http://www.wikidata.org/entity/Q16740,British Columbia,V2W2A3,Canada,1 to 4 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-010-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Q-Line Trucking Ltd.,Saskatoon,http://www.wikidata.org/entity/Q10566,Saskatchewan,S7K3J7,Canada,200 to 499 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-011-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Scott-Woods Transport Inc.,Maple,http://www.wikidata.org/entity/Q6753824,Ontario,L6A1R9,Canada,50 to 99 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-012-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,SDG Transport inc.,Vaudreuil-Dorion,http://www.wikidata.org/entity/Q141711,Quebec,J7V8P2,Canada,1 to 4 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-013-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Services Nolitrex inc,Jonquière,http://www.wikidata.org/entity/Q63243314,Quebec,G7X9H3,Canada,50 to 99 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-014-LM,2020-03-27T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Stream Express Inc.,Mississauga,http://www.wikidata.org/entity/Q50816,Ontario,L5S1V9,Canada,20 to 49 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-015-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,557317 B.C. Ltd,Mission,http://www.wikidata.org/entity/Q557643,British Columbia,V2V6E4,Canada,100 to 199 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-016-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Tricor Transportation Inc,Nanaimo,http://www.wikidata.org/entity/Q16461,British Columbia,V9T2H1,Canada,5 to 9 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-017-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Weatherby Trucking Ltd.,Yellowknife,http://www.wikidata.org/entity/Q2061,Northwest Territories,X1A2P5,Canada,5 to 9 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-018-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,R.S. Harris Transport Ltd.,Winnipeg,http://www.wikidata.org/entity/Q2135,Manitoba,R3T3L6,Canada,50 to 99 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-019-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,RSB LOGISTIC INC,Saskatoon,http://www.wikidata.org/entity/Q10566,Saskatchewan,S7L7K8,Canada,50 to 99 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-020-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Transport Alain Giroux & Fils,Delson,http://www.wikidata.org/entity/Q142180,Quebec,J5B1Y1,Canada,20 to 49 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-021-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,McMullen Custom Transport Ltd,Belleville,http://www.wikidata.org/entity/Q34227,Ontario,K8N4Z5,Canada,5 to 9 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-022-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,1207931 Ontario Limited O-A KD Construction,Brockville,http://www.wikidata.org/entity/Q34047,Ontario,K6V5T2,Canada,10 to 19 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-023-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Tri-Line Carriers LP,Rocky View County,http://www.wikidata.org/entity/Q7356039,Alberta,T1X0K1,Canada,100 to 199 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-024-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Fralex Express Inc.,Saint-Eustache,http://www.wikidata.org/entity/Q141505,Quebec,J7P2Y6,Canada,1 to 4 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-025-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,9077-5727 QUBEC INC,South Glengarry,http://www.wikidata.org/entity/Q597323,Ontario,K0C1E0,Canada,5 to 9 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-026-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,PTL Services (Equipment) Ltd.,Southern Harbour,http://www.wikidata.org/entity/Q7569966,Newfoundland and Labrador,A0B3H0,Canada,50 to 99 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-027-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Urgel Charette Transport Lte,Sainte-Martine,http://www.wikidata.org/entity/Q2339439,Quebec,J0S1V0,Canada,20 to 49 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-028-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,BACROW TRANSPORT INC,Innisfil,http://www.wikidata.org/entity/Q3492080,Ontario,L0L1W0,Canada,1 to 4 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-029-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,"TRANSPORT TFI 6, S.E.C.-TFI TRANSPORT 6, L.P",Saint-Romuald,http://www.wikidata.org/entity/Q3463298,Quebec,G6W5M6,Canada,100 to 199 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-030-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Cassidy's Transfer & Storage LTD,Pembroke,http://www.wikidata.org/entity/Q1075086,Ontario,K8A6X7,Canada,100 to 199 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-031-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,JARDINE TRANSPORT LTD.-TRANSPORT JARDINE LTEE,Richibucto,http://www.wikidata.org/entity/Q3431443,New Brunswick,E3A6W1,Canada,20 to 49 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-032-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Big Freight Systems Inc,Steinbach,http://www.wikidata.org/entity/Q1026567,Manitoba,R5G1A6,Canada,200 to 499 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-033-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Tibbs Transport Inc.,Kemptville,http://www.wikidata.org/entity/Q17147002,Ontario,K0G1J0,Canada,20 to 49 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-034-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,1469539 Ontario Inc.,Barrie,http://www.wikidata.org/entity/Q34183,Ontario,L4M5E1,Canada,10 to 19 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-035-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,marnor holdings limited,"Aldergrove, British Columbia",http://www.wikidata.org/entity/Q2832285,British Columbia,V4W2V1,Canada,50 to 99 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-036-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,I.T.S. LOGISTICS INC.,Belleville,http://www.wikidata.org/entity/Q34227,Ontario,K8N5J1,Canada,5 to 9 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-037-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,6093060 Canada Inc.,Pointe-Claire,http://www.wikidata.org/entity/Q142271,Quebec,H9R1A3,Canada,1 to 4 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-038-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Special Teams International inc,Bowmanville,http://www.wikidata.org/entity/Q2922719,Ontario,L1C3X8,Canada,1 to 4 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-039-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Briway Carriers Inc.,Alliston,http://www.wikidata.org/entity/Q1490411,Ontario,L9R1V4,Canada,10 to 19 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60LM-160029-040-LM,2020-03-31T00:00:00Z,2020-10-25T00:00:00Z,V001A,Freight and Cargo Services,Windchaser Carrier Logistics Inc,Hamilton,http://www.wikidata.org/entity/Q133116,Ontario,L8L8J6,Canada,5 to 9 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,CONSOLIDATED PROC LM ICPSS,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60ZT-180025-168-ZT,2020-03-26T00:00:00Z,2100-01-01T00:00:00Z,D302A,Informatics Professional Services,"Greg Thompson Consulting, Inc.",Orleans,http://www.wikidata.org/entity/Q3356503,Ontario,K4AOL6,Canada,1 to 4 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,PROF SERV-BUSINESS INITIATIVES,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60ZT-180026-027-ZT,2020-03-26T00:00:00Z,2100-01-01T00:00:00Z,D302A,Informatics Professional Services,OpenConcept Consulting Inc.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K1R5K1,Canada,5 to 9 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,PROF SERV-BUSINESS INITIATIVES,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60ZT-180026-178-ZT,2020-03-26T00:00:00Z,2100-01-01T00:00:00Z,D302A,Informatics Professional Services,Thinking Big Information Technology Inc.,Charlottetown,http://www.wikidata.org/entity/Q2127,Prince Edward Island,C1A4K9,Canada,20 to 49 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,PROF SERV-BUSINESS INITIATIVES,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60ZT-180027-009-ZT,2020-03-26T00:00:00Z,2100-01-01T00:00:00Z,D302A,Informatics Professional Services,Performance Management Network Inc.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2A1B2,Canada,1 to 4 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,PROF SERV-BUSINESS INITIATIVES,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
E60ZT-180027-074-ZT,2020-03-26T00:00:00Z,2100-01-01T00:00:00Z,D302A,Informatics Professional Services,DONNA CONA INC.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2E7L6,Canada,20 to 49 employees,0.0,Public Services and Procurement Canada,http://www.wikidata.org/entity/Q7257673,PROF SERV-BUSINESS INITIATIVES,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0S5,Canada
