Centro;Descripcion Centro;Seccion;Descripcion Seccion;Programa;Descripcion Programa;Capitulo;Descripcion Capitulo;Economico;Descripcion Economico;CRED_INICIAL;MOD_CREDITO;C_DEFINITIVO;C_AUTORIZADO;C_DISPUESTO;OBL_RECONOC
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93105;SECTOR PÚBLICO;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;350556;0;350556;172252,27;172252,27;172252,27
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93105;SECTOR PÚBLICO;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;12314;0;12314;6145,89;6145,89;6145,89
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93105;SECTOR PÚBLICO;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;46279;0;46279;21531,09;21531,09;21531,09
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93105;SECTOR PÚBLICO;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;158632;0;158632;60736,25;60736,25;60736,25
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93105;SECTOR PÚBLICO;1;GASTOS DE PERSONAL;16009;OTRAS CUOTAS;0;0;0;2047,2;2047,2;2047,2
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93105;SECTOR PÚBLICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;138848;0;138848;138847,5;138847,5;138847,5
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93105;SECTOR PÚBLICO;4;TRANSFERENCIAS CORRIENTES;48901;OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO;2600;0;2600;0;0;0
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93106;ANÁLISIS DE POLÍTICAS PÚBLICAS;1;GASTOS DE PERSONAL;10100;RETRIBUCIONES BÁSICAS;100327;47746;148073;124169,34;124169,34;124169,34
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93106;ANÁLISIS DE POLÍTICAS PÚBLICAS;1;GASTOS DE PERSONAL;10101;OTRAS REMUNERACIONES;0;0;0;2,88;2,88;2,88
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93106;ANÁLISIS DE POLÍTICAS PÚBLICAS;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;52031;0;52031;59967,99;59967,99;59967,99
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93106;ANÁLISIS DE POLÍTICAS PÚBLICAS;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;0;6011;6011;0;0;0
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93106;ANÁLISIS DE POLÍTICAS PÚBLICAS;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;21874;0;21874;23528,31;23528,31;23528,31
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93106;ANÁLISIS DE POLÍTICAS PÚBLICAS;1;GASTOS DE PERSONAL;12006;TRIENIOS;14767;0;14767;15731,47;15731,47;15731,47
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93106;ANÁLISIS DE POLÍTICAS PÚBLICAS;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;56682;3353;60035;67446,84;67446,84;67446,84
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93106;ANÁLISIS DE POLÍTICAS PÚBLICAS;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;151373;7686;159059;181047,19;181047,19;181047,19
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93106;ANÁLISIS DE POLÍTICAS PÚBLICAS;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;4384;363;4747;4818,03;4818,03;4818,03
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93106;ANÁLISIS DE POLÍTICAS PÚBLICAS;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;27050;0;27050;33892,69;33892,69;33892,69
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93106;ANÁLISIS DE POLÍTICAS PÚBLICAS;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;72105;12541;84646;70079,93;70079,93;70079,93
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93106;ANÁLISIS DE POLÍTICAS PÚBLICAS;1;GASTOS DE PERSONAL;16009;OTRAS CUOTAS;0;0;0;610,5;610,5;610,5
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93106;ANÁLISIS DE POLÍTICAS PÚBLICAS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;225293;-21000,96;204292,04;204292,04;204292,04;204292,04
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;1;GASTOS DE PERSONAL;10100;RETRIBUCIONES BÁSICAS;95996;93321;189317;85211,74;85211,74;85211,74
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;1;GASTOS DE PERSONAL;10101;OTRAS REMUNERACIONES;0;0;0;240,08;240,08;240,08
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;559635;32561;592196;362018,03;362018,03;362018,03
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;468139;68493;536632;340058,16;340058,16;340058,16
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;347502;0;347502;188760,83;188760,83;188760,83
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;227559;35573;263132;147707,66;147707,66;147707,66
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;1;GASTOS DE PERSONAL;12005;SUELDOS DEL GRUPO E;8151;0;8151;5238,99;5238,99;5238,99
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;1;GASTOS DE PERSONAL;12006;TRIENIOS;391889;0;391889;234610,08;234610,08;234610,08
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;1094214;66887;1161101;717024,06;717024,06;717024,06
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;2579074;135727;2714801;1697329,6;1697329,6;1697329,6
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;121145;7058;128203;77970,37;77970,37;77970,37
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;210790;0;210790;139559,7;139559,7;139559,7
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;1;GASTOS DE PERSONAL;15100;GRATIFICACIONES POR SERVICIOS EXTRAORDINARIOS;0;0;0;7335,55;7335,55;7335,55
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;1276945;122884;1399829;950951,08;950951,08;950951,08
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;1;GASTOS DE PERSONAL;16009;OTRAS CUOTAS;0;0;0;138276,74;138276,74;138276,74
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21200;REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.;516021;-414612,37;101408,63;101408,63;101408,63;101408,63
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21300;REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE;475589;-277393,36;198195,64;198195,64;198195,64;198195,64
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22400;PRIMAS DE SEGUROS;5000000;-276533,14;4723466,86;4723466,86;4723466,86;4723466,86
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22500;TRIBUTOS ESTATALES;10000;-2422,08;7577,92;7577,92;7577,92;7577,92
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22602;PUBLICIDAD Y PROPAGANDA;0;12571,21;12571,21;12571,21;12571,21;12571,21
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22604;GASTOS JURÍDICOS Y CONTENCIOSOS;60000;-39674,45;20325,55;20325,55;20325,55;20325,55
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22701;SEGURIDAD;914042;-436771,31;477270,69;477270,69;477270,69;477270,69
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;684870;-512824,31;172045,69;172045,69;172045,69;172045,69
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;6;INVERSIONES REALES;62200;EDIFICIOS Y OTRAS CONSTRUCCIONES;36003867;-33047481,85;2956385,15;2956385,15;2956385,15;2956385,15
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;6;INVERSIONES REALES;62901;SEÑALIZACIÓN;0;3960,57;3960,57;3960,57;3960,57;3960,57
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93301;CONSTR.MNTO.Y REHABILITACIÓN INMUEBLES MUNICIPALES;6;INVERSIONES REALES;63200;EDIFICIOS Y OTRAS CONSTRUCCIONES (REFORMA);15270128;-11889187,74;3380940,26;3380940,26;3380940,26;3380940,26
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93303;I.F.S. GESTIÓN DEL PATRIMONIO;6;INVERSIONES REALES;62200;EDIFICIOS Y OTRAS CONSTRUCCIONES;0;7241373,01;7241373,01;7241373,01;7241373,01;7241373,01
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93303;I.F.S. GESTIÓN DEL PATRIMONIO;6;INVERSIONES REALES;63200;EDIFICIOS Y OTRAS CONSTRUCCIONES (REFORMA);0;23789506,42;23789506,42;23789506,42;23789506,42;23789506,42
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93303;I.F.S. GESTIÓN DEL PATRIMONIO;7;TRANSFERENCIAS DE CAPITAL;74500;A LA EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO, S.A;0;172181,52;172181,52;172181,52;172181,52;172181,52
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;1;GASTOS DE PERSONAL;10100;RETRIBUCIONES BÁSICAS;0;45575;45575;24537,25;24537,25;24537,25
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;46734;0;46734;46790,16;46790,16;46790,16
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;31156;-317,6;30838,4;27429,64;27429,64;27429,64
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;51589;-1523,96;50065,04;27026,31;27026,31;27026,31
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;29877;-257,53;29619,47;26779,29;26779,29;26779,29
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;1;GASTOS DE PERSONAL;12006;TRIENIOS;36005;-310,85;35694,15;30981,23;30981,23;30981,23
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;108544;-539,73;108004,27;97483,69;97483,69;97483,69
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;256558;-793,11;255764,89;239160,22;239160,22;239160,22
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;11045;-78,74;10966,26;9478,85;9478,85;9478,85
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;21828;0;21828;23557,86;23557,86;23557,86
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;116731;7949;124680;109495,51;109495,51;109495,51
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;1;GASTOS DE PERSONAL;16009;OTRAS CUOTAS;0;0;0;25997,27;25997,27;25997,27
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22001;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;23232;0;23232;20032,76;20032,76;20032,76
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22602;PUBLICIDAD Y PROPAGANDA;0;50000;50000;5846,23;5846,23;5846,23
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22699;OTROS GASTOS DIVERSOS;121;0;121;67,86;67,86;67,86
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;14460;0;14460;14459,5;14459,5;14459,5
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;3;GASTOS FINANCIEROS;30101;DE DEUDA PÚBLICA A LARGO PLAZO;6000;0;6000;3605;3605;3605
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;3;GASTOS FINANCIEROS;31100;DE PRÉSTAMOS Y OTRAS OPERACIONES FINAN. A C/P;401500;-269299,75;132200,25;122200,25;122200,25;122200,25
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;3;GASTOS FINANCIEROS;31101;DE PRÉSTAMOS Y OTRAS OPERACIONES FINAN. A L/P;61208;0;61208;58394,22;58394,22;58394,22
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;3;GASTOS FINANCIEROS;35900;OTROS GASTOS FINANCIEROS;2000;0;2000;444,33;444,33;444,33
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93401;POLÍTICA FINANCIERA;8;ACTIVOS FINANCIEROS;83100;FINANCIACIÓN DE PROYECTOS DE EFICIENCIA ENERGÉTICA;50000000;-40000000;10000000;0;0;0
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93405;TESORERÍA;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;78047;2170;80217;57181,93;57181,93;57181,93
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93405;TESORERÍA;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;31156;4006;35162;27429,64;27429,64;27429,64
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93405;TESORERÍA;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;118725;1317;120042;96065,13;96065,13;96065,13
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93405;TESORERÍA;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;107506;0;107506;90219,49;90219,49;90219,49
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93405;TESORERÍA;1;GASTOS DE PERSONAL;12006;TRIENIOS;98393;0;98393;83776,98;83776,98;83776,98
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93405;TESORERÍA;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;224205;3592;227797;190552,57;190552,57;190552,57
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93405;TESORERÍA;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;497539;7808;505347;427620,45;427620,45;427620,45
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93405;TESORERÍA;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;33440;265;33705;28677,46;28677,46;28677,46
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93405;TESORERÍA;1;GASTOS DE PERSONAL;13000;RETRIBUCIONES BÁSICAS;85489;0;85489;57941,06;57941,06;57941,06
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93405;TESORERÍA;1;GASTOS DE PERSONAL;13002;OTRAS REMUNERACIONES;978;0;978;693,03;693,03;693,03
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93405;TESORERÍA;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;40670;0;40670;31874,22;31874,22;31874,22
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93405;TESORERÍA;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;279729;8048;287777;250683,49;250683,49;250683,49
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93405;TESORERÍA;1;GASTOS DE PERSONAL;16009;OTRAS CUOTAS;0;0;0;20657,81;20657,81;20657,81
1;AYUNTAMIENTO DE MADRID;57;HACIENDA Y PERSONAL;93405;TESORERÍA;3;GASTOS FINANCIEROS;35900;OTROS GASTOS FINANCIEROS;250000;0;250000;255269,65;255269,65;255268,55
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;1;GASTOS DE PERSONAL;10100;RETRIBUCIONES BÁSICAS;0;0;0;56977,92;56977,92;56977,92
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;0;6178;6178;54537,3;54537,3;54537,3
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;0;0;0;13064,29;13064,29;13064,29
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;0;0;0;17171;17171;17171
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;0;0;0;36815,08;36815,08;36815,08
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;1;GASTOS DE PERSONAL;12005;SUELDOS DEL GRUPO E;0;1752;1752;0;0;0
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;1;GASTOS DE PERSONAL;12006;TRIENIOS;0;0;0;32611,05;32611,05;32611,05
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;0;6652;6652;93536,14;93536,14;93536,14
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;0;17719;17719;209851,7;209851,7;209851,7
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;0;524;524;10430,76;10430,76;10430,76
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;0;0;0;24807,58;24807,58;24807,58
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;0;5101;5101;108754,09;108754,09;108754,09
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;1;GASTOS DE PERSONAL;16009;OTRAS CUOTAS;0;0;0;10447,96;10447,96;10447,96
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21300;REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE;0;1518,65;1518,65;1102,61;1102,61;1058,75
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22300;TRANSPORTES;0;3032;3032;0;0;0
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22602;PUBLICIDAD Y PROPAGANDA;0;71045,46;71045,46;66528,27;66528,27;66230,6
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22604;GASTOS JURÍDICOS Y CONTENCIOSOS;0;148268,92;148268,92;32213,22;32213,22;31335,72
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22608;ACTUACIONES DE PATROCINIO;0;6011,02;6011,02;6011,02;6011,02;6011
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22700;LIMPIEZA Y ASEO;0;15087,12;15087,12;1595,99;1595,99;1595,98
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22701;SEGURIDAD;0;12000;12000;0;0;0
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;0;97819,21;97819,21;123038,58;123038,58;123038,52
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22724;TRAB.Y SERV.EMPRESA MPAL. DE VIVIENDA Y SUELO,S.A.;0;2550,25;2550,25;2549,75;2549,75;2549,74
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22799;OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.;0;50799,43;50799,43;50799,43;50799,43;50799,43
1;AYUNTAMIENTO DE MADRID;60;ECONOMÍA, INNOVACIÓN Y EMPLEO;43100;COMERCIO;4;TRANSFERENCIAS CORRIENTES;47999;OTRAS SUBVENCIONES A EMPRESAS PRIVADAS;0;10000;10000;10000;9385,49;8572,6
