Gastos,Centro,Descripcion Centro,Seccion,Descripcion Seccion,Programa,Descripcion Programa,Capitulo,Descripcion Capitulo,Descripcion Economico,C_DISPUESTO,OBL_RECONOC
2241,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93401,POLÍTICA FINANCIERA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,PUBLICIDAD Y PROPAGANDA,5846.23,5846.23
2242,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93401,POLÍTICA FINANCIERA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS GASTOS DIVERSOS,67.86,67.86
2243,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93401,POLÍTICA FINANCIERA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ESTUDIOS Y TRABAJOS TÉCNICOS,14459.5,14459.5
2244,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93401,POLÍTICA FINANCIERA,3,GASTOS FINANCIEROS,DE DEUDA PÚBLICA A LARGO PLAZO,3605,3605
2245,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93401,POLÍTICA FINANCIERA,3,GASTOS FINANCIEROS,DE PRÉSTAMOS Y OTRAS OPERACIONES FINAN. A C/P,122200.25,122200.25
2246,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93401,POLÍTICA FINANCIERA,3,GASTOS FINANCIEROS,DE PRÉSTAMOS Y OTRAS OPERACIONES FINAN. A L/P,58394.22,58394.22
2247,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93401,POLÍTICA FINANCIERA,3,GASTOS FINANCIEROS,OTROS GASTOS FINANCIEROS,444.33,444.33
2248,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93401,POLÍTICA FINANCIERA,8,ACTIVOS FINANCIEROS,FINANCIACIÓN DE PROYECTOS DE EFICIENCIA ENERGÉTICA,0,0
2249,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93405,TESORERÍA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A1,57181.93,57181.93
2250,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93405,TESORERÍA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A2,27429.64,27429.64
2251,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93405,TESORERÍA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C1,96065.13,96065.13
2252,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93405,TESORERÍA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,90219.49,90219.49
2253,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93405,TESORERÍA,1,GASTOS DE PERSONAL,TRIENIOS,83776.98,83776.98
2254,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93405,TESORERÍA,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,190552.57,190552.57
2255,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93405,TESORERÍA,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,427620.45,427620.45
2256,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93405,TESORERÍA,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,28677.46,28677.46
2257,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93405,TESORERÍA,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,57941.06,57941.06
2258,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93405,TESORERÍA,1,GASTOS DE PERSONAL,OTRAS REMUNERACIONES,693.03,693.03
2259,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93405,TESORERÍA,1,GASTOS DE PERSONAL,PRODUCTIVIDAD,31874.22,31874.22
2260,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93405,TESORERÍA,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,250683.49,250683.49
2261,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93405,TESORERÍA,1,GASTOS DE PERSONAL,OTRAS CUOTAS,20657.81,20657.81
2262,1,AYUNTAMIENTO DE MADRID,57,HACIENDA Y PERSONAL,93405,TESORERÍA,3,GASTOS FINANCIEROS,OTROS GASTOS FINANCIEROS,255269.65,255268.55
2263,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,56977.92,56977.92
2264,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A1,54537.3,54537.3
2265,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A2,13064.29,13064.29
2266,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C1,17171,17171
2267,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,36815.08,36815.08
2268,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO E,0,0
2269,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,1,GASTOS DE PERSONAL,TRIENIOS,32611.05,32611.05
2270,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,93536.14,93536.14
2271,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,209851.7,209851.7
2272,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,10430.76,10430.76
2273,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,1,GASTOS DE PERSONAL,PRODUCTIVIDAD,24807.58,24807.58
2274,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,108754.09,108754.09
2275,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,1,GASTOS DE PERSONAL,OTRAS CUOTAS,10447.96,10447.96
2276,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE",1102.61,1058.75
2277,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,TRANSPORTES,0,0
2278,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,PUBLICIDAD Y PROPAGANDA,66528.27,66230.6
2279,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,GASTOS JURÍDICOS Y CONTENCIOSOS,32213.22,31335.72
2280,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ACTUACIONES DE PATROCINIO,6011.02,6011
2281,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,LIMPIEZA Y ASEO,1595.99,1595.98
2282,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,SEGURIDAD,0,0
2283,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ESTUDIOS Y TRABAJOS TÉCNICOS,123038.58,123038.52
2284,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"TRAB.Y SERV.EMPRESA MPAL. DE VIVIENDA Y SUELO,S.A.",2549.75,2549.74
2285,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,50799.43,50799.43
2286,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,4,TRANSFERENCIAS CORRIENTES,OTRAS SUBVENCIONES A EMPRESAS PRIVADAS,9385.49,8572.6
2287,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,4,TRANSFERENCIAS CORRIENTES,OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO,538269.66,536671.17
2288,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,6,INVERSIONES REALES,EDIFICIOS Y OTRAS CONSTRUCCIONES (REFORMA),260077.82,260041.99
2289,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,7,TRANSFERENCIAS DE CAPITAL,OTRAS SUBVENCIONES A EMPRESAS PRIVADAS,627043.17,623630.67
2290,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43100,COMERCIO,7,TRANSFERENCIAS DE CAPITAL,OTRAS TRANSF. DE CAPITAL A INST. SIN FINES LUCRO,1166621.51,1166621.51
2291,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,24227.12,24227.12
2292,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A1,20697.23,20697.23
2293,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A2,1764.39,1764.39
2294,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C1,0,0
2295,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,3995.22,3995.22
2296,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO E,0,0
2297,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",1,GASTOS DE PERSONAL,TRIENIOS,6943,6943
2298,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,24602.21,24602.21
2299,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,64813.07,64813.07
2300,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,1846.97,1846.97
2301,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",1,GASTOS DE PERSONAL,PRODUCTIVIDAD,8875,8875
2302,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,22512.68,22512.68
2303,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,9250.51,9250.51
2304,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,MATERIAL INFORMÁTICO NO INVENTARIABLE,0,0
2305,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,TRIBUTOS ESTATALES,8131.74,8131.74
2306,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,311.82,311.82
2307,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,DEL PERSONAL DIRECTIVO,623.64,623.64
2308,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,DEL PERSONAL NO DIRECTIVO,1423.46,1423.46
2309,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,GASTOS DE VIAJE  MIEMBROS DE LOS ORG. DE GOBIERNO,1256.66,1256.66
2310,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,GASTOS DE VIAJE DEL PERSONAL DIRECTIVO,552.74,552.74
2311,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,LOCOMOCIÓN URBANA PERSONAL DIRECTIVO,595.99,595.99
2312,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO,4744.05,4744.05
2313,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,LOCOMOCIÓN URBANA PERSONAL NO DIRECTIVO,7.7,7.7
2314,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",3,GASTOS FINANCIEROS,INTERESES DE DEMORA,495.11,495.11
2315,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43300,"DIR.Y GEST.ADMV. DE ECONOMÍA, INNOV. Y EMPLEO",4,TRANSFERENCIAS CORRIENTES,OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO,0,0
2316,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,30416.71,30416.71
2317,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A1,23372.57,23372.57
2318,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A2,9660.34,9660.34
2319,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,16484.22,16484.22
2320,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,1,GASTOS DE PERSONAL,TRIENIOS,14501.34,14501.34
2321,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,39214.93,39214.93
2322,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,95668.25,95668.25
2323,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,3812.61,3812.61
2324,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,13165.58,13165.58
2325,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,1,GASTOS DE PERSONAL,PRODUCTIVIDAD,11836.16,11836.16
2326,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,47367.85,47367.85
2327,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,1,GASTOS DE PERSONAL,OTRAS CUOTAS,59.74,59.74
2328,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.,7925.68,7925.67
2329,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE",0,0
2330,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REP., MANT. Y CONSERV. DE MOBILIARIO",0,0
2331,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ENERGÍA ELÉCTRICA,0,0
2332,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,AGUA,0,0
2333,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REPUESTOS DE MAQUIN., UTILLAJE Y ELEM.TRANSPORTES",0,0
2334,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,INFORMÁTICAS,0,0
2335,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,PUBLICIDAD Y PROPAGANDA,636.15,636.15
2336,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REUNIONES, CONFERENCIAS Y CURSOS",1584,1584
2337,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,LIMPIEZA Y ASEO,6948.57,6926.05
2338,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,SEGURIDAD,44969.61,44969.55
2339,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ESTUDIOS Y TRABAJOS TÉCNICOS,264999.87,111071.47
2340,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,0,0
2341,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,4,TRANSFERENCIAS CORRIENTES,OTRAS SUBVENCIONES A EMPRESAS PRIVADAS,156758.31,156758.31
2342,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,4,TRANSFERENCIAS CORRIENTES,A OTRAS FUNDACIONES,160000,160000
2343,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,4,TRANSFERENCIAS CORRIENTES,PREMIOS,0,0
2344,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,4,TRANSFERENCIAS CORRIENTES,OTRAS TRANSFERENCIAS A FAMILIAS,3168.45,3168.45
2345,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,4,TRANSFERENCIAS CORRIENTES,OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO,298006.09,298006.09
2346,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,6,INVERSIONES REALES,INSTALACIONES TÉCNICAS,0,0
2347,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,6,INVERSIONES REALES,MOBILIARIO Y EQUIPOS DE OFICINA,0,0
2348,1,AYUNTAMIENTO DE MADRID,60,"ECONOMÍA, INNOVACIÓN Y EMPLEO",43301,PROMOCIÓN ECONÓMICA Y DESARROLLO EMPRESARIAL,6,INVERSIONES REALES,OTRO MOBILIARIO Y ENSERES,0,0
